financial_transaction_key,transaction_id,date_key,account_key,location_key,transaction_type,transaction_category,transaction_amount
237584,FIN-237584,20210107,930,65,Expense,Utilities,11753.45
237585,FIN-237585,20191019,179,55,Cost,Maintenance,5799.82
237586,FIN-237586,20211103,551,22,Revenue,Sales Revenue,13424.43
237587,FIN-237587,20231207,61,17,Revenue,Sales Revenue,1176.48
237588,FIN-237588,20211005,834,24,Expense,Utilities,408.03
237589,FIN-237589,20240423,936,20,Revenue,Sales Revenue,6210.28
237590,FIN-237590,20220710,793,49,Expense,Payroll,3465.24
237591,FIN-237591,20251004,986,47,Cost,Materials,2610.44
237592,FIN-237592,20191117,24,70,Revenue,Sales Revenue,3168.86
237593,FIN-237593,20190525,58,44,Cost,Maintenance,1250.62
237594,FIN-237594,20211012,546,71,Expense,Utilities,1192.88
237595,FIN-237595,20250718,823,15,Expense,Payroll,2408.02
237596,FIN-237596,20220203,824,96,Revenue,Sales Revenue,3203.51
237597,FIN-237597,20211113,780,27,Cost,Maintenance,1493.11
237598,FIN-237598,20190730,686,79,Revenue,Sales Revenue,10399.51
237599,FIN-237599,20231009,248,9,Revenue,Sales Revenue,1822.1
237600,FIN-237600,20250606,6,68,Revenue,Sales Revenue,6120.01
237601,FIN-237601,20220106,28,12,Revenue,Sales Revenue,1685.46
237602,FIN-237602,20230711,387,65,Revenue,Sales Revenue,8434.62
237603,FIN-237603,20210524,776,5,Expense,Operating Expense,831.51
237604,FIN-237604,20190124,887,1,Revenue,Sales Revenue,3942.86
237605,FIN-237605,20220812,430,65,Revenue,Sales Revenue,3903.78
237606,FIN-237606,20191101,217,73,Expense,Utilities,1436.81
237607,FIN-237607,20190603,388,82,Revenue,Sales Revenue,4520.54
237608,FIN-237608,20200130,351,80,Revenue,Sales Revenue,3315.39
237609,FIN-237609,20211120,18,42,Expense,Payroll,937.02
237610,FIN-237610,20250904,407,22,Revenue,Sales Revenue,4592.65
237611,FIN-237611,20200301,468,23,Revenue,Sales Revenue,1443.69
237612,FIN-237612,20191216,634,81,Revenue,Sales Revenue,6248.95
237613,FIN-237613,20211021,462,13,Cost,Maintenance,2052.08
237614,FIN-237614,20200701,455,81,Expense,Operating Expense,4089.7
237615,FIN-237615,20221007,331,26,Cost,Materials,4325.8
237616,FIN-237616,20230113,512,79,Cost,Materials,831.59
237617,FIN-237617,20200323,594,50,Revenue,Sales Revenue,4056.82
237618,FIN-237618,20190111,208,77,Expense,Utilities,3258.3
237619,FIN-237619,20221021,164,75,Expense,Operating Expense,1817.98
237620,FIN-237620,20251019,220,38,Expense,Utilities,3234.94
237621,FIN-237621,20250506,777,31,Expense,Utilities,1571.75
237622,FIN-237622,20220711,968,86,Cost,Materials,3967.26
237623,FIN-237623,20201022,57,100,Expense,Utilities,692.98
237624,FIN-237624,20250906,831,73,Expense,Payroll,1378.83
237625,FIN-237625,20240618,107,69,Cost,Maintenance,5360.72
237626,FIN-237626,20251120,837,45,Cost,Materials,5966.45
237627,FIN-237627,20210709,371,98,Revenue,Sales Revenue,9108.61
237628,FIN-237628,20220217,574,12,Revenue,Sales Revenue,6703.47
237629,FIN-237629,20211215,297,90,Expense,Operating Expense,7655.02
237630,FIN-237630,20240324,554,92,Expense,Utilities,2595.89
237631,FIN-237631,20250415,864,54,Revenue,Sales Revenue,2230.41
237632,FIN-237632,20200129,839,46,Expense,Operating Expense,717.62
237633,FIN-237633,20191020,88,61,Revenue,Sales Revenue,7461.02
237634,FIN-237634,20220902,907,83,Cost,Maintenance,1208.72
237635,FIN-237635,20211217,111,77,Expense,Utilities,1386.38
237636,FIN-237636,20211106,159,35,Expense,Operating Expense,4627.01
237637,FIN-237637,20190503,409,100,Revenue,Sales Revenue,1525.81
237638,FIN-237638,20250603,38,75,Expense,Operating Expense,1875.62
237639,FIN-237639,20250628,219,54,Revenue,Sales Revenue,6219.55
237640,FIN-237640,20230429,710,65,Cost,Maintenance,13665.66
237641,FIN-237641,20240808,276,16,Revenue,Sales Revenue,3799.94
237642,FIN-237642,20231223,752,74,Expense,Payroll,2294.21
237643,FIN-237643,20241024,938,52,Cost,Materials,4479.71
237644,FIN-237644,20220306,689,22,Expense,Utilities,5312.34
237645,FIN-237645,20210903,350,2,Cost,Maintenance,1709.7
237646,FIN-237646,20220528,963,23,Expense,Utilities,2237.05
237647,FIN-237647,20230630,471,94,Cost,Maintenance,2384.73
237648,FIN-237648,20190418,57,80,Revenue,Sales Revenue,4098.54
237649,FIN-237649,20220214,901,59,Expense,Utilities,2079.59
237650,FIN-237650,20190405,197,78,Cost,Maintenance,1715.35
237651,FIN-237651,20241012,806,77,Cost,Maintenance,5255.65
237652,FIN-237652,20221203,222,60,Cost,Materials,2239.31
237653,FIN-237653,20190605,410,16,Revenue,Sales Revenue,17781.12
237654,FIN-237654,20230827,404,99,Revenue,Sales Revenue,12201.65
237655,FIN-237655,20230110,49,92,Expense,Payroll,1531.5
237656,FIN-237656,20231009,743,91,Cost,Maintenance,1381.38
237657,FIN-237657,20210108,148,40,Revenue,Sales Revenue,3862.86
237658,FIN-237658,20250822,115,40,Cost,Materials,12039.81
237659,FIN-237659,20220317,143,98,Revenue,Sales Revenue,2331.92
237660,FIN-237660,20240403,407,62,Revenue,Sales Revenue,4893.99
237661,FIN-237661,20200811,275,28,Cost,Maintenance,2831.88
237662,FIN-237662,20190416,147,49,Expense,Operating Expense,4065.48
237663,FIN-237663,20200207,245,31,Expense,Utilities,792.18
237664,FIN-237664,20191118,311,25,Cost,Maintenance,3719.65
237665,FIN-237665,20230102,551,52,Revenue,Sales Revenue,1807.83
237666,FIN-237666,20220420,422,21,Revenue,Sales Revenue,3668.43
237667,FIN-237667,20250809,135,86,Expense,Operating Expense,591.4
237668,FIN-237668,20200721,128,48,Expense,Operating Expense,2942.43
237669,FIN-237669,20231006,875,96,Revenue,Sales Revenue,8873.11
237670,FIN-237670,20191125,301,72,Cost,Materials,1494.66
237671,FIN-237671,20220527,147,18,Expense,Utilities,510.91
237672,FIN-237672,20190203,499,78,Expense,Utilities,3170.02
237673,FIN-237673,20221007,680,99,Revenue,Sales Revenue,9738.15
237674,FIN-237674,20190912,723,44,Expense,Operating Expense,2115.22
237675,FIN-237675,20201123,924,46,Revenue,Sales Revenue,6617.59
237676,FIN-237676,20250221,245,92,Expense,Operating Expense,8716.11
237677,FIN-237677,20200522,920,60,Expense,Payroll,944.65
237678,FIN-237678,20250228,629,16,Cost,Maintenance,5610.8
237679,FIN-237679,20210311,360,33,Revenue,Sales Revenue,11801.36
237680,FIN-237680,20191120,944,12,Cost,Materials,1736.71
237681,FIN-237681,20210725,990,46,Cost,Maintenance,3253.86
237682,FIN-237682,20201006,352,11,Revenue,Sales Revenue,10520.92
237683,FIN-237683,20210911,110,73,Revenue,Sales Revenue,3783.33
237684,FIN-237684,20220904,842,62,Revenue,Sales Revenue,13795.03
237685,FIN-237685,20201215,209,6,Expense,Operating Expense,2337.43
237686,FIN-237686,20250219,722,29,Expense,Utilities,1456.86
237687,FIN-237687,20241009,263,83,Expense,Operating Expense,2051.39
237688,FIN-237688,20200112,573,98,Expense,Operating Expense,2073.83
237689,FIN-237689,20201113,556,24,Expense,Operating Expense,1172.8
237690,FIN-237690,20211011,657,5,Expense,Payroll,9833.07
237691,FIN-237691,20201027,412,36,Expense,Payroll,3243.26
237692,FIN-237692,20240304,443,34,Cost,Materials,2539.29
237693,FIN-237693,20251021,269,52,Revenue,Sales Revenue,2624.59
237694,FIN-237694,20210521,936,90,Expense,Payroll,1678.04
237695,FIN-237695,20211227,555,6,Revenue,Sales Revenue,3908.59
237696,FIN-237696,20190207,721,80,Cost,Materials,4879.57
237697,FIN-237697,20190801,559,3,Expense,Operating Expense,5005.64
237698,FIN-237698,20250307,836,37,Revenue,Sales Revenue,9935.01
237699,FIN-237699,20250422,630,77,Expense,Operating Expense,5742.91
237700,FIN-237700,20190726,971,75,Cost,Materials,1397.27
237701,FIN-237701,20250428,846,63,Revenue,Sales Revenue,5014.22
237702,FIN-237702,20220828,946,62,Revenue,Sales Revenue,6109.93
237703,FIN-237703,20231115,232,44,Expense,Payroll,21052.63
237704,FIN-237704,20240402,307,86,Cost,Materials,5899.27
237705,FIN-237705,20250114,825,95,Revenue,Sales Revenue,6212.99
237706,FIN-237706,20240711,692,97,Cost,Maintenance,1149.11
237707,FIN-237707,20240905,103,98,Expense,Utilities,1304.38
237708,FIN-237708,20241018,487,70,Expense,Operating Expense,2151.02
237709,FIN-237709,20200814,52,15,Cost,Materials,4343.62
237710,FIN-237710,20220311,611,94,Revenue,Sales Revenue,8436.01
237711,FIN-237711,20220915,649,45,Revenue,Sales Revenue,1024.26
237712,FIN-237712,20240812,537,53,Revenue,Sales Revenue,6075.81
237713,FIN-237713,20220506,60,50,Revenue,Sales Revenue,8866.54
237714,FIN-237714,20250405,685,44,Cost,Materials,4153.46
237715,FIN-237715,20190402,50,65,Cost,Maintenance,4017.67
237716,FIN-237716,20240323,696,44,Expense,Operating Expense,2159.75
237717,FIN-237717,20240205,911,66,Revenue,Sales Revenue,4935.57
237718,FIN-237718,20200718,725,100,Revenue,Sales Revenue,20658.15
237719,FIN-237719,20221105,856,20,Expense,Utilities,3352.32
237720,FIN-237720,20220404,694,5,Cost,Maintenance,2292.49
237721,FIN-237721,20190212,11,27,Expense,Operating Expense,831.5
237722,FIN-237722,20220726,129,71,Revenue,Sales Revenue,1615.72
237723,FIN-237723,20221213,212,83,Expense,Payroll,770.85
237724,FIN-237724,20200304,422,6,Revenue,Sales Revenue,9523.11
237725,FIN-237725,20230718,409,45,Expense,Operating Expense,1917.84
237726,FIN-237726,20200924,728,47,Cost,Maintenance,3435.54
237727,FIN-237727,20241119,188,30,Revenue,Sales Revenue,8131.21
237728,FIN-237728,20210328,450,60,Revenue,Sales Revenue,5321.72
237729,FIN-237729,20190502,774,39,Revenue,Sales Revenue,2826.39
237730,FIN-237730,20250728,965,67,Cost,Materials,1310.67
237731,FIN-237731,20240410,350,84,Revenue,Sales Revenue,9741.73
237732,FIN-237732,20220916,939,22,Expense,Operating Expense,1523.05
237733,FIN-237733,20210510,684,2,Expense,Operating Expense,528.73
237734,FIN-237734,20200226,856,39,Cost,Maintenance,1922.68
237735,FIN-237735,20201104,871,68,Cost,Materials,5885.74
237736,FIN-237736,20200930,445,62,Revenue,Sales Revenue,6420.42
237737,FIN-237737,20240417,143,50,Revenue,Sales Revenue,13833.45
237738,FIN-237738,20240713,327,66,Cost,Maintenance,8436.89
237739,FIN-237739,20250417,5,38,Revenue,Sales Revenue,6225.2
237740,FIN-237740,20220324,259,72,Cost,Maintenance,3717.12
237741,FIN-237741,20200302,72,25,Revenue,Sales Revenue,12746.48
237742,FIN-237742,20251102,774,38,Revenue,Sales Revenue,8697.31
237743,FIN-237743,20190918,903,13,Revenue,Sales Revenue,18678.53
237744,FIN-237744,20230113,829,71,Cost,Materials,1871.71
237745,FIN-237745,20230208,980,61,Expense,Payroll,2034.75
237746,FIN-237746,20210311,327,77,Expense,Operating Expense,1963.42
237747,FIN-237747,20190513,644,54,Revenue,Sales Revenue,6709.63
237748,FIN-237748,20211227,751,96,Revenue,Sales Revenue,5128.1
237749,FIN-237749,20211220,512,92,Cost,Materials,8846.97
237750,FIN-237750,20250527,204,34,Cost,Maintenance,2423.96
237751,FIN-237751,20220726,868,46,Expense,Utilities,689.78
237752,FIN-237752,20251208,85,56,Revenue,Sales Revenue,959.22
237753,FIN-237753,20220223,987,24,Revenue,Sales Revenue,10200.1
237754,FIN-237754,20201217,452,66,Expense,Operating Expense,3569.31
237755,FIN-237755,20240111,753,73,Revenue,Sales Revenue,1994.87
237756,FIN-237756,20250203,275,48,Cost,Maintenance,2807.39
237757,FIN-237757,20241126,637,33,Expense,Utilities,879.71
237758,FIN-237758,20241228,939,97,Revenue,Sales Revenue,4408.54
237759,FIN-237759,20220407,44,61,Revenue,Sales Revenue,451.37
237760,FIN-237760,20251108,147,91,Expense,Payroll,3634.41
237761,FIN-237761,20220118,355,57,Revenue,Sales Revenue,7287.19
237762,FIN-237762,20210512,162,12,Revenue,Sales Revenue,2411.8
237763,FIN-237763,20210428,364,70,Expense,Utilities,1043.31
237764,FIN-237764,20250617,432,100,Expense,Utilities,2577.0
237765,FIN-237765,20240119,159,60,Revenue,Sales Revenue,27285.66
237766,FIN-237766,20210119,461,11,Cost,Maintenance,4206.23
237767,FIN-237767,20210821,308,20,Expense,Utilities,3414.89
237768,FIN-237768,20240316,710,7,Cost,Maintenance,3482.88
237769,FIN-237769,20210721,511,58,Cost,Materials,1455.13
237770,FIN-237770,20190219,311,63,Cost,Materials,3807.5
237771,FIN-237771,20231009,229,49,Revenue,Sales Revenue,1603.95
237772,FIN-237772,20200616,247,85,Expense,Payroll,2551.9
237773,FIN-237773,20220830,904,38,Revenue,Sales Revenue,10487.31
237774,FIN-237774,20190502,672,70,Revenue,Sales Revenue,30746.79
237775,FIN-237775,20211018,565,32,Expense,Utilities,5048.57
237776,FIN-237776,20190818,787,97,Cost,Materials,1684.17
237777,FIN-237777,20211019,181,4,Expense,Operating Expense,2852.44
237778,FIN-237778,20210329,741,50,Expense,Utilities,412.11
237779,FIN-237779,20211222,244,60,Revenue,Sales Revenue,15467.97
237780,FIN-237780,20240522,929,51,Cost,Materials,9958.08
237781,FIN-237781,20250326,85,77,Cost,Materials,1424.49
237782,FIN-237782,20250830,516,53,Revenue,Sales Revenue,5612.34
237783,FIN-237783,20240516,282,84,Expense,Utilities,1049.32
237784,FIN-237784,20200920,937,15,Revenue,Sales Revenue,16167.31
237785,FIN-237785,20240808,552,39,Cost,Materials,2723.95
237786,FIN-237786,20231221,483,38,Expense,Payroll,6329.81
237787,FIN-237787,20220606,132,25,Expense,Utilities,2716.22
237788,FIN-237788,20221002,104,55,Revenue,Sales Revenue,2257.22
237789,FIN-237789,20200927,962,14,Cost,Materials,2330.09
237790,FIN-237790,20241014,296,94,Revenue,Sales Revenue,14918.72
237791,FIN-237791,20211129,307,29,Revenue,Sales Revenue,1955.69
237792,FIN-237792,20220411,628,63,Revenue,Sales Revenue,9948.97
237793,FIN-237793,20211117,286,45,Cost,Materials,607.11
237794,FIN-237794,20250408,408,52,Cost,Materials,8344.03
237795,FIN-237795,20240509,741,75,Cost,Maintenance,1000.01
237796,FIN-237796,20241209,196,12,Revenue,Sales Revenue,11921.09
237797,FIN-237797,20230429,584,39,Revenue,Sales Revenue,3731.78
237798,FIN-237798,20220822,688,90,Cost,Maintenance,10229.46
237799,FIN-237799,20210110,959,64,Revenue,Sales Revenue,2898.25
237800,FIN-237800,20210508,530,77,Cost,Maintenance,1011.83
237801,FIN-237801,20231121,409,18,Cost,Materials,11365.98
237802,FIN-237802,20251203,723,41,Cost,Maintenance,1321.41
237803,FIN-237803,20240922,112,15,Revenue,Sales Revenue,20749.2
237804,FIN-237804,20221220,723,94,Cost,Maintenance,721.4
237805,FIN-237805,20250910,139,96,Cost,Maintenance,6492.39
237806,FIN-237806,20220719,592,30,Cost,Materials,3567.55
237807,FIN-237807,20210720,967,62,Expense,Operating Expense,2221.29
237808,FIN-237808,20220806,160,32,Cost,Maintenance,1903.59
237809,FIN-237809,20241209,472,27,Revenue,Sales Revenue,2230.44
237810,FIN-237810,20240322,628,63,Expense,Operating Expense,1696.15
237811,FIN-237811,20250730,948,31,Revenue,Sales Revenue,8714.54
237812,FIN-237812,20200202,795,46,Expense,Operating Expense,1098.58
237813,FIN-237813,20241204,560,43,Expense,Payroll,2169.36
237814,FIN-237814,20231210,550,86,Revenue,Sales Revenue,1235.79
237815,FIN-237815,20221002,131,93,Cost,Maintenance,2298.24
237816,FIN-237816,20250406,558,18,Expense,Utilities,1108.1
237817,FIN-237817,20230310,327,28,Cost,Maintenance,6117.52
237818,FIN-237818,20200222,502,45,Revenue,Sales Revenue,4543.32
237819,FIN-237819,20240128,104,32,Cost,Maintenance,2870.06
237820,FIN-237820,20191204,394,30,Revenue,Sales Revenue,2653.69
237821,FIN-237821,20210223,730,97,Revenue,Sales Revenue,3534.42
237822,FIN-237822,20200821,293,96,Revenue,Sales Revenue,3506.4
237823,FIN-237823,20230915,960,79,Cost,Materials,745.41
237824,FIN-237824,20250928,760,41,Expense,Payroll,1746.73
237825,FIN-237825,20221223,439,25,Cost,Maintenance,3595.83
237826,FIN-237826,20250510,213,73,Expense,Utilities,5414.56
237827,FIN-237827,20210105,183,91,Revenue,Sales Revenue,3015.72
237828,FIN-237828,20200229,389,77,Revenue,Sales Revenue,1802.52
237829,FIN-237829,20201014,802,89,Revenue,Sales Revenue,3474.3
237830,FIN-237830,20200825,281,77,Revenue,Sales Revenue,8587.84
237831,FIN-237831,20210222,651,29,Expense,Payroll,2377.87
237832,FIN-237832,20240503,261,47,Revenue,Sales Revenue,12566.28
237833,FIN-237833,20210420,788,80,Revenue,Sales Revenue,2790.71
237834,FIN-237834,20250108,998,87,Expense,Utilities,8163.58
237835,FIN-237835,20240130,966,20,Revenue,Sales Revenue,3239.88
237836,FIN-237836,20191101,778,66,Cost,Maintenance,2421.03
237837,FIN-237837,20200125,781,39,Expense,Operating Expense,1405.17
237838,FIN-237838,20230831,330,52,Expense,Payroll,2598.2
237839,FIN-237839,20190704,786,6,Cost,Materials,321.51
237840,FIN-237840,20241118,250,50,Expense,Utilities,5444.35
237841,FIN-237841,20190205,845,68,Revenue,Sales Revenue,2741.25
237842,FIN-237842,20241221,667,88,Revenue,Sales Revenue,14120.87
237843,FIN-237843,20191005,823,67,Cost,Maintenance,6539.16
237844,FIN-237844,20220114,209,75,Cost,Maintenance,942.9
237845,FIN-237845,20221209,474,79,Cost,Maintenance,2561.97
237846,FIN-237846,20240503,130,73,Expense,Payroll,7802.43
237847,FIN-237847,20250701,102,56,Revenue,Sales Revenue,10040.22
237848,FIN-237848,20190327,156,91,Expense,Operating Expense,771.5
237849,FIN-237849,20210310,823,100,Revenue,Sales Revenue,1431.68
237850,FIN-237850,20250721,819,96,Cost,Materials,1983.11
237851,FIN-237851,20250125,812,37,Expense,Operating Expense,2802.54
237852,FIN-237852,20230828,317,54,Cost,Maintenance,1582.41
237853,FIN-237853,20250302,996,39,Cost,Materials,852.82
237854,FIN-237854,20200715,274,39,Revenue,Sales Revenue,2621.58
237855,FIN-237855,20190704,784,60,Revenue,Sales Revenue,1494.49
237856,FIN-237856,20210912,440,99,Cost,Materials,4398.49
237857,FIN-237857,20191128,227,90,Cost,Maintenance,2466.4
237858,FIN-237858,20250201,934,20,Expense,Operating Expense,2923.08
237859,FIN-237859,20230111,239,24,Expense,Utilities,2384.29
237860,FIN-237860,20200925,706,100,Revenue,Sales Revenue,1507.09
237861,FIN-237861,20220407,309,89,Cost,Maintenance,4444.07
237862,FIN-237862,20250129,273,23,Expense,Operating Expense,2907.08
237863,FIN-237863,20240306,756,26,Revenue,Sales Revenue,5309.52
237864,FIN-237864,20190707,213,95,Expense,Operating Expense,7577.86
237865,FIN-237865,20230321,953,33,Revenue,Sales Revenue,6390.39
237866,FIN-237866,20220908,470,46,Revenue,Sales Revenue,1392.81
237867,FIN-237867,20211215,362,14,Revenue,Sales Revenue,485.67
237868,FIN-237868,20201126,357,89,Cost,Materials,2037.7
237869,FIN-237869,20190928,818,62,Cost,Maintenance,5099.45
237870,FIN-237870,20200401,825,5,Revenue,Sales Revenue,2910.74
237871,FIN-237871,20210630,12,13,Cost,Maintenance,963.83
237872,FIN-237872,20200420,531,80,Cost,Maintenance,480.06
237873,FIN-237873,20190807,707,24,Revenue,Sales Revenue,1175.89
237874,FIN-237874,20240728,714,46,Expense,Utilities,4633.0
237875,FIN-237875,20191002,769,69,Cost,Materials,3872.67
237876,FIN-237876,20191027,241,67,Cost,Maintenance,2703.2
237877,FIN-237877,20191016,828,96,Expense,Utilities,958.15
237878,FIN-237878,20240124,865,19,Revenue,Sales Revenue,3756.25
237879,FIN-237879,20221129,338,65,Cost,Maintenance,14437.76
237880,FIN-237880,20190622,63,61,Expense,Payroll,656.35
237881,FIN-237881,20200424,128,99,Cost,Materials,2233.71
237882,FIN-237882,20250506,258,84,Expense,Utilities,5812.8
237883,FIN-237883,20210528,58,21,Expense,Operating Expense,1185.34
237884,FIN-237884,20221119,457,49,Cost,Maintenance,2678.97
237885,FIN-237885,20210112,478,100,Expense,Payroll,747.9
237886,FIN-237886,20200703,671,38,Revenue,Sales Revenue,992.85
237887,FIN-237887,20250104,200,24,Expense,Operating Expense,3241.91
237888,FIN-237888,20220512,861,43,Revenue,Sales Revenue,2323.43
237889,FIN-237889,20240127,784,97,Cost,Materials,1970.47
237890,FIN-237890,20251122,258,47,Expense,Operating Expense,1764.48
237891,FIN-237891,20230214,567,63,Cost,Materials,1600.48
237892,FIN-237892,20210828,163,63,Expense,Utilities,2118.78
237893,FIN-237893,20210826,987,62,Revenue,Sales Revenue,2445.73
237894,FIN-237894,20231021,619,39,Expense,Operating Expense,2803.75
237895,FIN-237895,20191010,645,77,Expense,Operating Expense,2796.73
237896,FIN-237896,20190922,368,36,Revenue,Sales Revenue,2337.09
237897,FIN-237897,20241209,156,6,Cost,Maintenance,3419.88
237898,FIN-237898,20211014,628,49,Cost,Materials,357.35
237899,FIN-237899,20240327,56,97,Expense,Payroll,2238.36
237900,FIN-237900,20240303,908,79,Expense,Utilities,1793.4
237901,FIN-237901,20240330,329,67,Cost,Materials,1423.01
237902,FIN-237902,20210419,401,12,Cost,Materials,908.52
237903,FIN-237903,20251231,669,73,Cost,Materials,1551.94
237904,FIN-237904,20211030,492,69,Cost,Maintenance,1190.19
237905,FIN-237905,20230706,242,66,Cost,Materials,3415.51
237906,FIN-237906,20230129,96,81,Revenue,Sales Revenue,4122.81
237907,FIN-237907,20230917,851,33,Expense,Operating Expense,2150.29
237908,FIN-237908,20250805,780,38,Expense,Payroll,568.24
237909,FIN-237909,20201107,504,74,Revenue,Sales Revenue,408.05
237910,FIN-237910,20201127,706,87,Revenue,Sales Revenue,9233.78
237911,FIN-237911,20200805,798,62,Expense,Utilities,783.82
237912,FIN-237912,20240530,850,30,Revenue,Sales Revenue,10906.89
237913,FIN-237913,20190516,643,80,Revenue,Sales Revenue,11195.44
237914,FIN-237914,20251115,455,25,Revenue,Sales Revenue,25734.95
237915,FIN-237915,20250327,437,78,Expense,Utilities,1666.68
237916,FIN-237916,20221214,478,37,Cost,Materials,11133.37
237917,FIN-237917,20250223,984,45,Cost,Maintenance,2390.39
237918,FIN-237918,20200203,117,87,Expense,Operating Expense,819.99
237919,FIN-237919,20240531,786,28,Revenue,Sales Revenue,16618.86
237920,FIN-237920,20230705,139,37,Cost,Maintenance,696.12
237921,FIN-237921,20250107,194,11,Revenue,Sales Revenue,2097.12
237922,FIN-237922,20210304,328,60,Revenue,Sales Revenue,1113.03
237923,FIN-237923,20240822,605,5,Revenue,Sales Revenue,11166.11
237924,FIN-237924,20240530,388,69,Revenue,Sales Revenue,4559.99
237925,FIN-237925,20210502,511,74,Expense,Utilities,486.39
237926,FIN-237926,20220311,436,71,Revenue,Sales Revenue,3108.75
237927,FIN-237927,20190806,472,56,Revenue,Sales Revenue,9226.27
237928,FIN-237928,20201219,118,79,Revenue,Sales Revenue,2146.55
237929,FIN-237929,20200416,140,12,Expense,Payroll,1365.51
237930,FIN-237930,20190502,255,8,Revenue,Sales Revenue,5995.82
237931,FIN-237931,20230410,326,7,Expense,Operating Expense,5172.46
237932,FIN-237932,20200712,310,43,Revenue,Sales Revenue,7279.3
237933,FIN-237933,20240918,249,93,Expense,Payroll,697.22
237934,FIN-237934,20230704,706,21,Cost,Maintenance,5578.1
237935,FIN-237935,20230506,171,46,Cost,Maintenance,14432.03
237936,FIN-237936,20250102,413,36,Cost,Materials,7478.94
237937,FIN-237937,20220221,917,68,Cost,Maintenance,4728.79
237938,FIN-237938,20211215,232,52,Revenue,Sales Revenue,1155.81
237939,FIN-237939,20251006,316,32,Cost,Maintenance,3012.68
237940,FIN-237940,20230225,54,89,Revenue,Sales Revenue,11564.58
237941,FIN-237941,20191210,272,44,Revenue,Sales Revenue,12072.81
237942,FIN-237942,20220703,617,26,Cost,Maintenance,3226.62
237943,FIN-237943,20240718,472,72,Cost,Materials,3891.4
237944,FIN-237944,20210812,136,84,Revenue,Sales Revenue,6332.75
237945,FIN-237945,20210321,347,13,Revenue,Sales Revenue,2131.59
237946,FIN-237946,20210414,530,99,Cost,Maintenance,1424.66
237947,FIN-237947,20250330,515,39,Expense,Operating Expense,3567.98
237948,FIN-237948,20211107,546,72,Revenue,Sales Revenue,2929.86
237949,FIN-237949,20241103,74,85,Cost,Materials,5879.3
237950,FIN-237950,20190206,223,94,Expense,Payroll,3294.05
237951,FIN-237951,20220419,779,62,Expense,Utilities,1023.69
237952,FIN-237952,20200109,628,36,Cost,Maintenance,1740.54
237953,FIN-237953,20210411,627,68,Cost,Materials,3626.34
237954,FIN-237954,20210510,507,19,Revenue,Sales Revenue,3509.72
237955,FIN-237955,20200501,24,40,Expense,Payroll,1164.6
237956,FIN-237956,20221011,787,91,Cost,Materials,2353.8
237957,FIN-237957,20220303,852,74,Expense,Payroll,2993.04
237958,FIN-237958,20251003,330,23,Expense,Operating Expense,2798.89
237959,FIN-237959,20210130,223,25,Expense,Operating Expense,2047.07
237960,FIN-237960,20230604,16,11,Revenue,Sales Revenue,3787.63
237961,FIN-237961,20220917,345,95,Revenue,Sales Revenue,10903.51
237962,FIN-237962,20250605,623,8,Revenue,Sales Revenue,3523.14
237963,FIN-237963,20210711,285,44,Cost,Maintenance,876.64
237964,FIN-237964,20210121,847,9,Cost,Maintenance,4831.48
237965,FIN-237965,20211004,394,10,Cost,Maintenance,5942.86
237966,FIN-237966,20210312,661,63,Revenue,Sales Revenue,7610.75
237967,FIN-237967,20210202,668,14,Expense,Utilities,1744.26
237968,FIN-237968,20251207,622,23,Cost,Materials,11011.49
237969,FIN-237969,20250417,122,99,Revenue,Sales Revenue,1985.88
237970,FIN-237970,20230123,276,92,Revenue,Sales Revenue,8067.59
237971,FIN-237971,20230422,566,58,Cost,Maintenance,1659.49
237972,FIN-237972,20251108,602,16,Cost,Maintenance,3074.65
237973,FIN-237973,20211130,229,99,Expense,Operating Expense,1238.59
237974,FIN-237974,20211012,757,73,Revenue,Sales Revenue,4764.72
237975,FIN-237975,20250406,290,90,Expense,Payroll,490.9
237976,FIN-237976,20231201,653,52,Revenue,Sales Revenue,7506.5
237977,FIN-237977,20220819,361,62,Cost,Maintenance,1011.67
237978,FIN-237978,20240205,737,20,Cost,Materials,17246.36
237979,FIN-237979,20221122,273,72,Revenue,Sales Revenue,1268.72
237980,FIN-237980,20251212,20,3,Revenue,Sales Revenue,7421.39
237981,FIN-237981,20221101,901,16,Expense,Payroll,905.64
237982,FIN-237982,20200326,738,17,Expense,Payroll,844.19
237983,FIN-237983,20220104,139,80,Expense,Payroll,843.92
237984,FIN-237984,20230227,234,46,Revenue,Sales Revenue,2773.59
237985,FIN-237985,20200918,932,91,Cost,Materials,3023.0
237986,FIN-237986,20190518,311,41,Expense,Payroll,3132.73
237987,FIN-237987,20191202,213,8,Revenue,Sales Revenue,4779.31
237988,FIN-237988,20230520,513,76,Expense,Utilities,3659.88
237989,FIN-237989,20190516,483,91,Revenue,Sales Revenue,2908.19
237990,FIN-237990,20200811,347,92,Expense,Payroll,1825.99
237991,FIN-237991,20210802,227,22,Expense,Payroll,6653.73
237992,FIN-237992,20200614,191,27,Cost,Materials,5219.17
237993,FIN-237993,20240229,427,94,Expense,Utilities,2280.93
237994,FIN-237994,20190228,451,82,Revenue,Sales Revenue,1718.19
237995,FIN-237995,20231028,683,18,Revenue,Sales Revenue,13167.86
237996,FIN-237996,20221212,303,91,Expense,Operating Expense,2399.9
237997,FIN-237997,20230508,979,26,Cost,Materials,3964.38
