budget_key,budget_id,date_key,account_key,location_key,budget_category,budget_amount
14401,BUD-014401,20220116,582,20,Utilities,331105.82
14402,BUD-014402,20220112,796,70,Operations,260499.88
14403,BUD-014403,20200104,710,38,Operations,223470.9
14404,BUD-014404,20210918,814,14,Payroll,209527.47
14405,BUD-014405,20190125,56,39,Maintenance,429309.17
14406,BUD-014406,20210825,840,7,Revenue,138207.21
14407,BUD-014407,20211104,418,3,Revenue,444029.25
14408,BUD-014408,20190227,298,68,Payroll,423395.59
14409,BUD-014409,20211122,495,15,Utilities,153913.42
14410,BUD-014410,20190501,822,55,Operations,273610.19
14411,BUD-014411,20230305,794,3,Operations,200165.79
14412,BUD-014412,20210308,756,63,Operations,218569.22
14413,BUD-014413,20231109,700,80,Maintenance,346154.14
14414,BUD-014414,20240211,144,28,Operations,453002.68
14415,BUD-014415,20191009,971,89,Revenue,163827.06
14416,BUD-014416,20190628,775,71,Operations,85549.93
14417,BUD-014417,20191104,717,49,Payroll,157662.26
14418,BUD-014418,20191025,100,12,Payroll,479545.96
14419,BUD-014419,20251119,23,12,Utilities,386401.46
14420,BUD-014420,20210608,955,63,Operations,108003.63
14421,BUD-014421,20220112,224,51,Payroll,32251.34
14422,BUD-014422,20211017,580,70,Maintenance,95326.23
14423,BUD-014423,20220710,979,69,Maintenance,49630.94
14424,BUD-014424,20191017,167,63,Payroll,220278.58
14425,BUD-014425,20190118,590,31,Utilities,190471.1
14426,BUD-014426,20210508,561,67,Revenue,443478.0
14427,BUD-014427,20190413,323,64,Utilities,229369.04
14428,BUD-014428,20230902,112,6,Maintenance,78836.71
14429,BUD-014429,20210215,767,62,Payroll,200907.17
14430,BUD-014430,20190208,523,27,Maintenance,62450.93
14431,BUD-014431,20250110,961,54,Utilities,203745.66
14432,BUD-014432,20210728,719,52,Maintenance,451017.93
14433,BUD-014433,20200409,936,17,Payroll,226361.95
14434,BUD-014434,20230208,436,33,Utilities,180892.0
14435,BUD-014435,20251002,57,73,Maintenance,446650.12
14436,BUD-014436,20230626,704,80,Payroll,166147.1
14437,BUD-014437,20250820,688,8,Payroll,117034.03
14438,BUD-014438,20240716,756,90,Operations,455830.39
14439,BUD-014439,20240407,209,71,Utilities,101788.61
14440,BUD-014440,20250916,248,16,Revenue,84184.92
14441,BUD-014441,20201111,954,85,Maintenance,207110.44
14442,BUD-014442,20210502,104,52,Utilities,226473.24
14443,BUD-014443,20241210,98,33,Payroll,254130.93
14444,BUD-014444,20220904,348,59,Utilities,292222.05
14445,BUD-014445,20230504,169,15,Maintenance,417859.5
14446,BUD-014446,20210720,319,44,Operations,209288.14
14447,BUD-014447,20190412,149,67,Utilities,453751.77
14448,BUD-014448,20230829,696,93,Utilities,424400.71
14449,BUD-014449,20240808,216,18,Utilities,441854.87
14450,BUD-014450,20250520,43,82,Revenue,418965.72
14451,BUD-014451,20200107,150,19,Maintenance,363325.59
14452,BUD-014452,20241108,518,44,Utilities,332133.81
14453,BUD-014453,20190702,454,34,Payroll,140076.05
14454,BUD-014454,20211113,528,58,Operations,307463.28
14455,BUD-014455,20250801,639,85,Operations,313732.42
14456,BUD-014456,20210305,965,70,Maintenance,325136.0
14457,BUD-014457,20251018,466,83,Utilities,16547.88
14458,BUD-014458,20240713,676,20,Operations,228054.39
14459,BUD-014459,20220422,358,23,Maintenance,326661.96
14460,BUD-014460,20240427,663,49,Utilities,129140.06
14461,BUD-014461,20250122,726,99,Payroll,234719.37
14462,BUD-014462,20220310,73,53,Payroll,31350.77
14463,BUD-014463,20250625,691,29,Revenue,113963.53
14464,BUD-014464,20240728,834,39,Payroll,299051.13
14465,BUD-014465,20211125,640,57,Maintenance,126064.11
14466,BUD-014466,20210126,956,63,Maintenance,68704.61
14467,BUD-014467,20240112,811,32,Operations,256256.8
14468,BUD-014468,20231127,73,43,Operations,356868.44
14469,BUD-014469,20191031,46,47,Utilities,251968.69
14470,BUD-014470,20221012,366,73,Utilities,477129.68
14471,BUD-014471,20251211,413,38,Utilities,10022.19
14472,BUD-014472,20230927,933,40,Operations,356097.86
14473,BUD-014473,20190502,39,89,Maintenance,439079.32
14474,BUD-014474,20250221,263,24,Operations,78364.96
14475,BUD-014475,20240917,443,82,Utilities,498548.02
14476,BUD-014476,20250713,583,23,Utilities,316539.93
14477,BUD-014477,20231227,662,29,Revenue,19799.66
14478,BUD-014478,20210828,323,73,Payroll,112579.95
14479,BUD-014479,20251021,75,78,Operations,411278.46
14480,BUD-014480,20210912,821,68,Payroll,249587.86
14481,BUD-014481,20190314,904,32,Payroll,108590.13
14482,BUD-014482,20210918,563,48,Operations,284550.32
14483,BUD-014483,20240108,689,9,Payroll,371305.3
14484,BUD-014484,20250928,553,22,Utilities,290496.94
14485,BUD-014485,20251223,641,75,Utilities,420079.51
14486,BUD-014486,20230228,379,93,Revenue,315783.63
14487,BUD-014487,20210420,252,81,Maintenance,477208.61
14488,BUD-014488,20250807,78,55,Utilities,212327.08
14489,BUD-014489,20251102,821,86,Revenue,418505.79
14490,BUD-014490,20241226,724,91,Revenue,406648.23
14491,BUD-014491,20220725,166,4,Operations,228983.43
14492,BUD-014492,20200616,967,58,Operations,381922.79
14493,BUD-014493,20190830,714,11,Maintenance,463101.55
14494,BUD-014494,20190603,921,84,Maintenance,192108.69
14495,BUD-014495,20210212,675,97,Payroll,21081.58
14496,BUD-014496,20220915,781,53,Maintenance,107396.99
14497,BUD-014497,20190815,947,23,Maintenance,478510.13
14498,BUD-014498,20250710,262,68,Revenue,105134.78
14499,BUD-014499,20200531,928,90,Operations,23255.09
14500,BUD-014500,20251207,506,41,Maintenance,393675.94
14501,BUD-014501,20200829,916,4,Payroll,461379.04
14502,BUD-014502,20220311,309,22,Maintenance,429574.66
14503,BUD-014503,20251215,829,44,Revenue,471824.21
14504,BUD-014504,20210319,657,7,Utilities,62214.77
14505,BUD-014505,20210515,648,45,Utilities,385636.61
14506,BUD-014506,20191012,641,83,Maintenance,66907.18
14507,BUD-014507,20250723,302,34,Maintenance,306750.89
14508,BUD-014508,20250829,384,79,Revenue,399984.57
14509,BUD-014509,20190330,824,80,Utilities,474852.17
14510,BUD-014510,20211202,127,98,Operations,271702.67
14511,BUD-014511,20220805,925,93,Maintenance,193839.15
14512,BUD-014512,20240224,730,78,Operations,402429.16
14513,BUD-014513,20190210,853,25,Maintenance,269865.17
14514,BUD-014514,20250512,191,56,Revenue,89602.42
14515,BUD-014515,20201013,78,93,Revenue,16688.17
14516,BUD-014516,20240822,493,12,Operations,433565.11
14517,BUD-014517,20190524,638,85,Payroll,140180.76
14518,BUD-014518,20231215,392,56,Maintenance,39083.67
14519,BUD-014519,20211224,596,77,Utilities,153282.42
14520,BUD-014520,20220119,387,33,Payroll,90667.28
14521,BUD-014521,20210301,246,35,Payroll,394957.6
14522,BUD-014522,20210708,182,91,Payroll,214880.9
14523,BUD-014523,20250501,328,100,Maintenance,417228.39
14524,BUD-014524,20250219,336,37,Utilities,227519.28
14525,BUD-014525,20230129,63,56,Payroll,436790.51
14526,BUD-014526,20210522,285,77,Revenue,131213.08
14527,BUD-014527,20250219,348,55,Payroll,458824.92
14528,BUD-014528,20190207,708,26,Revenue,331512.04
14529,BUD-014529,20230107,83,67,Operations,241179.53
14530,BUD-014530,20210826,242,79,Maintenance,31374.56
14531,BUD-014531,20190320,838,70,Maintenance,62726.83
14532,BUD-014532,20220901,277,7,Operations,136178.09
14533,BUD-014533,20190721,465,36,Revenue,452464.32
14534,BUD-014534,20230917,674,17,Operations,350348.93
14535,BUD-014535,20201119,737,68,Operations,60156.94
14536,BUD-014536,20240620,73,13,Revenue,76450.44
14537,BUD-014537,20220910,619,76,Operations,325343.62
14538,BUD-014538,20200228,550,80,Payroll,488018.62
14539,BUD-014539,20200518,484,88,Payroll,234442.93
14540,BUD-014540,20210404,786,96,Operations,464582.32
14541,BUD-014541,20221211,545,3,Operations,274896.72
14542,BUD-014542,20230529,444,90,Payroll,368604.78
14543,BUD-014543,20250412,920,61,Maintenance,23998.47
14544,BUD-014544,20250706,394,53,Revenue,258848.17
14545,BUD-014545,20200516,425,90,Payroll,387369.2
14546,BUD-014546,20220529,447,98,Revenue,26184.31
14547,BUD-014547,20241204,993,15,Utilities,78590.89
14548,BUD-014548,20190202,347,16,Utilities,304236.67
14549,BUD-014549,20210131,546,21,Utilities,31858.93
14550,BUD-014550,20241013,98,5,Operations,455743.62
14551,BUD-014551,20220816,733,12,Payroll,105943.65
14552,BUD-014552,20200406,361,38,Maintenance,226271.21
14553,BUD-014553,20250622,795,18,Utilities,426595.9
14554,BUD-014554,20190116,629,77,Revenue,178957.79
14555,BUD-014555,20221210,765,39,Revenue,443684.95
14556,BUD-014556,20210402,582,70,Operations,61457.29
14557,BUD-014557,20190604,466,9,Utilities,466684.59
14558,BUD-014558,20190804,648,23,Payroll,189803.57
14559,BUD-014559,20200115,340,78,Revenue,403099.36
14560,BUD-014560,20190417,623,72,Maintenance,475196.24
14561,BUD-014561,20241230,206,9,Payroll,292522.08
14562,BUD-014562,20240201,417,72,Maintenance,182676.7
14563,BUD-014563,20221202,685,98,Payroll,231990.72
14564,BUD-014564,20221020,540,51,Operations,237953.16
14565,BUD-014565,20230803,751,86,Maintenance,259309.8
14566,BUD-014566,20250505,359,11,Maintenance,454061.61
14567,BUD-014567,20210521,455,10,Utilities,103666.18
14568,BUD-014568,20250606,685,73,Operations,440639.71
14569,BUD-014569,20190713,618,41,Revenue,110974.87
14570,BUD-014570,20231124,163,21,Operations,460536.94
14571,BUD-014571,20190416,337,71,Operations,132777.05
14572,BUD-014572,20250810,745,8,Payroll,52725.6
14573,BUD-014573,20230511,100,24,Maintenance,246627.21
14574,BUD-014574,20220109,510,80,Maintenance,361640.57
14575,BUD-014575,20190926,620,75,Operations,358855.65
14576,BUD-014576,20230204,704,71,Utilities,49463.85
14577,BUD-014577,20220215,795,78,Revenue,437824.54
14578,BUD-014578,20220814,133,29,Payroll,400542.63
14579,BUD-014579,20210227,170,51,Utilities,283216.54
14580,BUD-014580,20201128,247,87,Utilities,113711.35
14581,BUD-014581,20240407,802,39,Utilities,74124.16
14582,BUD-014582,20211118,700,51,Operations,241602.71
14583,BUD-014583,20190509,60,94,Operations,275317.21
14584,BUD-014584,20220810,726,99,Revenue,336527.57
14585,BUD-014585,20190513,814,81,Revenue,224315.56
14586,BUD-014586,20220814,658,67,Operations,120682.14
14587,BUD-014587,20200219,548,54,Payroll,155490.52
14588,BUD-014588,20191120,567,17,Revenue,55852.44
14589,BUD-014589,20250528,506,32,Revenue,130454.53
14590,BUD-014590,20240304,390,58,Operations,15919.64
14591,BUD-014591,20230117,408,34,Utilities,367942.97
14592,BUD-014592,20210503,1,5,Operations,100466.64
14593,BUD-014593,20231104,82,88,Utilities,462097.97
14594,BUD-014594,20210203,893,58,Utilities,60730.36
14595,BUD-014595,20200116,361,4,Operations,315649.72
14596,BUD-014596,20221129,657,30,Maintenance,293942.0
14597,BUD-014597,20241213,363,65,Payroll,43014.95
14598,BUD-014598,20210627,858,13,Maintenance,401847.32
14599,BUD-014599,20250824,903,87,Revenue,311212.72
14600,BUD-014600,20210620,963,68,Operations,324710.91
14601,BUD-014601,20200508,179,61,Revenue,328439.97
14602,BUD-014602,20201223,353,21,Revenue,114054.03
14603,BUD-014603,20240407,977,2,Operations,307756.16
14604,BUD-014604,20231028,774,79,Maintenance,171428.89
14605,BUD-014605,20240429,679,85,Revenue,456950.16
14606,BUD-014606,20240408,305,27,Payroll,68805.82
14607,BUD-014607,20220215,58,88,Revenue,143317.29
14608,BUD-014608,20231105,117,23,Operations,86013.49
14609,BUD-014609,20200518,102,41,Payroll,214038.46
14610,BUD-014610,20250723,468,64,Revenue,176331.75
14611,BUD-014611,20240922,361,94,Revenue,152998.78
14612,BUD-014612,20240607,453,23,Maintenance,441648.41
14613,BUD-014613,20230729,635,15,Payroll,204782.97
14614,BUD-014614,20220914,74,45,Revenue,404175.7
14615,BUD-014615,20190809,457,20,Payroll,330906.79
14616,BUD-014616,20190725,532,84,Payroll,445991.56
14617,BUD-014617,20190503,461,13,Payroll,476296.4
14618,BUD-014618,20230524,52,53,Maintenance,162337.45
14619,BUD-014619,20221129,484,35,Payroll,24188.09
14620,BUD-014620,20240809,378,34,Maintenance,134181.03
14621,BUD-014621,20230525,613,27,Revenue,137749.02
14622,BUD-014622,20251022,189,42,Operations,205801.23
14623,BUD-014623,20240412,59,93,Maintenance,84888.7
14624,BUD-014624,20201216,251,27,Maintenance,167670.64
14625,BUD-014625,20240209,796,55,Payroll,449868.33
14626,BUD-014626,20210730,791,53,Maintenance,15364.59
14627,BUD-014627,20241031,500,71,Utilities,295693.26
14628,BUD-014628,20220221,220,13,Maintenance,120769.9
14629,BUD-014629,20250619,209,18,Maintenance,123588.2
14630,BUD-014630,20190611,599,47,Utilities,236391.7
14631,BUD-014631,20200307,738,72,Maintenance,284847.98
14632,BUD-014632,20191214,377,96,Revenue,309043.3
14633,BUD-014633,20251126,523,44,Utilities,107853.47
14634,BUD-014634,20230115,661,60,Utilities,376244.8
14635,BUD-014635,20240320,738,68,Utilities,122170.55
14636,BUD-014636,20211129,663,28,Utilities,455943.54
14637,BUD-014637,20251105,76,6,Utilities,40784.41
14638,BUD-014638,20191124,350,17,Operations,54824.67
14639,BUD-014639,20230204,710,27,Utilities,142613.93
14640,BUD-014640,20250904,455,11,Operations,331781.95
14641,BUD-014641,20220922,676,80,Utilities,259292.36
14642,BUD-014642,20201204,264,11,Maintenance,254218.91
14643,BUD-014643,20200626,206,95,Operations,466625.26
14644,BUD-014644,20200716,458,5,Operations,445616.6
14645,BUD-014645,20251009,379,8,Operations,275056.08
14646,BUD-014646,20221201,58,40,Payroll,388245.2
14647,BUD-014647,20250309,890,49,Maintenance,16834.26
14648,BUD-014648,20200604,261,83,Revenue,396861.33
14649,BUD-014649,20220610,418,75,Maintenance,284321.53
14650,BUD-014650,20231217,905,36,Maintenance,39336.34
14651,BUD-014651,20231112,3,59,Utilities,93760.6
14652,BUD-014652,20210207,637,87,Utilities,347354.13
14653,BUD-014653,20200313,86,45,Revenue,379856.93
14654,BUD-014654,20190713,853,43,Utilities,16343.26
14655,BUD-014655,20230123,449,52,Revenue,102818.31
14656,BUD-014656,20191008,757,37,Revenue,146247.15
14657,BUD-014657,20201209,268,99,Payroll,194595.74
14658,BUD-014658,20231211,953,48,Maintenance,111194.14
14659,BUD-014659,20230402,77,48,Revenue,437126.06
14660,BUD-014660,20231116,583,6,Maintenance,134267.78
14661,BUD-014661,20200318,770,54,Utilities,335167.69
14662,BUD-014662,20230624,873,31,Maintenance,120292.39
14663,BUD-014663,20251226,231,14,Operations,21642.55
14664,BUD-014664,20231214,729,75,Utilities,75037.07
14665,BUD-014665,20190918,748,94,Maintenance,161029.76
14666,BUD-014666,20240630,940,91,Operations,112348.7
14667,BUD-014667,20230119,887,20,Payroll,347402.52
14668,BUD-014668,20240504,169,5,Operations,387876.63
14669,BUD-014669,20240309,574,95,Operations,232493.94
14670,BUD-014670,20250117,780,70,Operations,295103.78
14671,BUD-014671,20240926,856,96,Revenue,355198.41
14672,BUD-014672,20240810,698,4,Utilities,118686.15
14673,BUD-014673,20210923,868,18,Payroll,46880.97
14674,BUD-014674,20200905,255,67,Revenue,42745.9
14675,BUD-014675,20250415,551,53,Operations,434421.56
14676,BUD-014676,20210615,936,18,Revenue,433128.53
14677,BUD-014677,20190412,70,79,Operations,51053.47
14678,BUD-014678,20210524,383,25,Utilities,498985.37
14679,BUD-014679,20210731,219,7,Revenue,413731.55
14680,BUD-014680,20221008,360,100,Utilities,33044.08
14681,BUD-014681,20200916,949,53,Utilities,17682.81
14682,BUD-014682,20250604,84,32,Maintenance,382116.26
14683,BUD-014683,20250209,958,44,Maintenance,152733.71
14684,BUD-014684,20220104,466,20,Payroll,40197.28
14685,BUD-014685,20210216,961,89,Operations,382492.54
14686,BUD-014686,20220817,67,38,Operations,439895.69
14687,BUD-014687,20190706,834,6,Maintenance,156329.95
14688,BUD-014688,20240116,405,21,Payroll,13887.93
14689,BUD-014689,20200813,69,43,Revenue,406230.04
14690,BUD-014690,20220813,859,68,Maintenance,192635.11
14691,BUD-014691,20230604,704,31,Revenue,165152.18
14692,BUD-014692,20220530,378,21,Maintenance,33503.63
14693,BUD-014693,20200503,759,10,Payroll,211983.34
14694,BUD-014694,20211221,407,2,Operations,342585.07
14695,BUD-014695,20201206,631,52,Payroll,131426.06
14696,BUD-014696,20240718,812,25,Maintenance,104298.36
14697,BUD-014697,20241011,393,97,Revenue,268052.61
14698,BUD-014698,20250925,386,36,Revenue,53672.82
14699,BUD-014699,20240808,471,43,Payroll,53520.97
14700,BUD-014700,20231112,298,33,Utilities,477954.07
14701,BUD-014701,20240910,426,37,Operations,210945.08
14702,BUD-014702,20211018,64,77,Revenue,195935.38
14703,BUD-014703,20241201,829,71,Revenue,195826.36
14704,BUD-014704,20190626,209,58,Utilities,20867.88
14705,BUD-014705,20250716,621,9,Revenue,430983.01
14706,BUD-014706,20240317,319,30,Revenue,210748.51
14707,BUD-014707,20240925,853,92,Revenue,494860.93
14708,BUD-014708,20230308,37,82,Maintenance,335789.02
14709,BUD-014709,20220516,969,39,Utilities,407110.27
14710,BUD-014710,20191102,370,56,Payroll,466198.35
14711,BUD-014711,20210328,645,4,Operations,408530.71
14712,BUD-014712,20241210,603,11,Payroll,60010.8
14713,BUD-014713,20201017,562,72,Utilities,176019.89
14714,BUD-014714,20240505,95,17,Operations,106872.81
14715,BUD-014715,20210421,940,7,Operations,258863.62
14716,BUD-014716,20230126,85,57,Utilities,375903.61
14717,BUD-014717,20250209,212,56,Maintenance,133509.37
14718,BUD-014718,20220515,6,61,Payroll,177846.35
14719,BUD-014719,20191130,683,22,Utilities,263536.93
14720,BUD-014720,20230109,864,18,Payroll,378702.47
14721,BUD-014721,20230113,449,44,Payroll,357056.15
14722,BUD-014722,20230205,544,27,Maintenance,381091.58
14723,BUD-014723,20211012,656,25,Maintenance,37323.77
14724,BUD-014724,20210308,298,18,Revenue,13533.52
14725,BUD-014725,20210809,530,84,Payroll,481801.21
14726,BUD-014726,20210604,982,34,Maintenance,438881.04
14727,BUD-014727,20190625,443,31,Operations,360587.16
14728,BUD-014728,20211120,245,49,Utilities,306109.77
14729,BUD-014729,20250207,840,13,Operations,132569.21
14730,BUD-014730,20230828,834,60,Utilities,309323.36
14731,BUD-014731,20200506,771,37,Payroll,80985.78
14732,BUD-014732,20251114,583,39,Operations,492681.42
14733,BUD-014733,20211229,743,56,Payroll,201024.25
14734,BUD-014734,20231117,175,9,Utilities,324945.69
14735,BUD-014735,20200325,899,87,Revenue,251322.44
14736,BUD-014736,20200208,871,61,Utilities,69681.81
14737,BUD-014737,20211024,679,40,Payroll,402136.5
14738,BUD-014738,20190120,197,29,Operations,31944.94
14739,BUD-014739,20211217,33,22,Maintenance,85015.93
14740,BUD-014740,20220416,107,97,Maintenance,249927.05
14741,BUD-014741,20250405,687,20,Revenue,26694.77
14742,BUD-014742,20190521,646,62,Operations,214856.88
14743,BUD-014743,20190628,774,6,Payroll,109125.72
14744,BUD-014744,20190707,427,78,Utilities,126505.86
14745,BUD-014745,20221218,556,94,Operations,422717.19
14746,BUD-014746,20201203,434,37,Maintenance,336980.05
14747,BUD-014747,20220923,977,13,Maintenance,132661.5
14748,BUD-014748,20211016,217,11,Utilities,487930.97
14749,BUD-014749,20200924,290,1,Utilities,68280.19
14750,BUD-014750,20220713,142,43,Maintenance,42809.87
14751,BUD-014751,20210331,600,97,Operations,248931.25
14752,BUD-014752,20250728,463,70,Payroll,62260.98
14753,BUD-014753,20230224,563,59,Payroll,73369.63
14754,BUD-014754,20250121,364,6,Payroll,301892.44
14755,BUD-014755,20190309,550,98,Operations,140515.95
14756,BUD-014756,20210901,852,80,Payroll,148474.63
14757,BUD-014757,20210310,977,45,Payroll,198640.4
14758,BUD-014758,20250329,300,37,Maintenance,231604.96
14759,BUD-014759,20220813,221,47,Payroll,155306.46
14760,BUD-014760,20200815,751,75,Revenue,193799.88
14761,BUD-014761,20230913,821,58,Utilities,283382.7
14762,BUD-014762,20200701,238,16,Maintenance,21048.21
14763,BUD-014763,20200731,936,95,Payroll,305816.69
14764,BUD-014764,20240403,347,58,Operations,463336.81
14765,BUD-014765,20240929,179,38,Utilities,336790.03
14766,BUD-014766,20251209,518,46,Revenue,426435.22
14767,BUD-014767,20250519,614,13,Utilities,56804.53
14768,BUD-014768,20230302,26,90,Utilities,266239.1
14769,BUD-014769,20251223,573,46,Payroll,188262.71
14770,BUD-014770,20190416,286,75,Maintenance,269982.31
14771,BUD-014771,20211012,497,61,Maintenance,167240.38
14772,BUD-014772,20230902,113,67,Utilities,65463.0
14773,BUD-014773,20190228,681,95,Payroll,277667.11
14774,BUD-014774,20200602,794,73,Revenue,225309.97
14775,BUD-014775,20250604,267,70,Utilities,184238.85
14776,BUD-014776,20190416,243,90,Payroll,35188.38
14777,BUD-014777,20251218,180,50,Maintenance,231755.08
14778,BUD-014778,20240819,282,22,Utilities,230707.66
14779,BUD-014779,20200109,574,83,Maintenance,357883.92
14780,BUD-014780,20191106,100,89,Revenue,18414.99
14781,BUD-014781,20191104,875,42,Utilities,286075.44
14782,BUD-014782,20240327,948,71,Revenue,473818.43
14783,BUD-014783,20250414,669,10,Revenue,263574.29
14784,BUD-014784,20200419,305,91,Payroll,277915.72
14785,BUD-014785,20230803,522,61,Utilities,96202.29
14786,BUD-014786,20220325,56,89,Utilities,133905.25
14787,BUD-014787,20190430,654,67,Revenue,441801.4
14788,BUD-014788,20190606,5,15,Utilities,320605.81
14789,BUD-014789,20240720,87,2,Maintenance,74414.62
14790,BUD-014790,20200504,349,78,Payroll,446381.57
14791,BUD-014791,20221206,816,98,Utilities,57486.26
14792,BUD-014792,20230902,170,6,Revenue,15112.51
14793,BUD-014793,20230306,388,36,Payroll,278160.92
14794,BUD-014794,20250111,553,3,Operations,492455.77
14795,BUD-014795,20200522,396,88,Utilities,397598.79
14796,BUD-014796,20220511,3,1,Revenue,275720.46
14797,BUD-014797,20220625,688,88,Payroll,114045.66
14798,BUD-014798,20250717,663,74,Maintenance,130539.35
14799,BUD-014799,20191228,867,16,Operations,165841.23
14800,BUD-014800,20240825,700,55,Revenue,50415.04
14801,BUD-014801,20230710,389,87,Utilities,319558.36
14802,BUD-014802,20190127,308,77,Operations,246353.17
14803,BUD-014803,20251016,347,6,Utilities,395034.85
14804,BUD-014804,20230924,946,25,Maintenance,314501.72
14805,BUD-014805,20190219,816,29,Payroll,361389.89
14806,BUD-014806,20250531,461,81,Utilities,357130.29
14807,BUD-014807,20210209,926,90,Payroll,47184.82
14808,BUD-014808,20241028,116,55,Maintenance,40420.4
14809,BUD-014809,20221119,42,57,Payroll,82493.18
14810,BUD-014810,20210514,897,51,Utilities,24201.57
14811,BUD-014811,20200822,350,35,Maintenance,287929.85
14812,BUD-014812,20210819,291,77,Utilities,419329.04
14813,BUD-014813,20240812,832,91,Maintenance,36350.1
14814,BUD-014814,20241203,815,20,Revenue,91411.49
14815,BUD-014815,20211030,553,92,Utilities,175898.71
14816,BUD-014816,20190325,178,88,Revenue,433029.34
14817,BUD-014817,20200111,447,68,Payroll,221855.43
14818,BUD-014818,20240801,386,55,Revenue,226991.97
14819,BUD-014819,20240724,943,47,Payroll,427794.58
14820,BUD-014820,20240430,357,30,Revenue,252973.84
14821,BUD-014821,20210325,776,30,Operations,298815.44
14822,BUD-014822,20200826,490,92,Maintenance,481113.11
14823,BUD-014823,20240624,85,62,Maintenance,107877.19
14824,BUD-014824,20210105,905,85,Operations,286790.46
14825,BUD-014825,20210905,309,18,Operations,26209.6
14826,BUD-014826,20200520,241,17,Utilities,440924.43
14827,BUD-014827,20250414,936,42,Payroll,255316.57
14828,BUD-014828,20211201,840,72,Utilities,490366.14
14829,BUD-014829,20190602,605,36,Payroll,495814.39
14830,BUD-014830,20241002,960,35,Operations,445756.49
14831,BUD-014831,20230428,780,74,Maintenance,443079.32
14832,BUD-014832,20221012,705,24,Revenue,124655.17
14833,BUD-014833,20230131,707,80,Utilities,97460.25
14834,BUD-014834,20250629,381,58,Revenue,455938.35
14835,BUD-014835,20230916,696,50,Payroll,159936.33
14836,BUD-014836,20250417,38,99,Payroll,490957.52
14837,BUD-014837,20251104,316,98,Revenue,144495.99
14838,BUD-014838,20240215,136,1,Utilities,100234.71
14839,BUD-014839,20200331,274,53,Revenue,220114.75
14840,BUD-014840,20230619,69,48,Revenue,123146.13
14841,BUD-014841,20251209,366,35,Payroll,89410.88
14842,BUD-014842,20250324,72,78,Payroll,71065.89
14843,BUD-014843,20241201,636,38,Utilities,138206.9
14844,BUD-014844,20190513,910,78,Revenue,108361.77
14845,BUD-014845,20201003,986,95,Maintenance,349771.64
14846,BUD-014846,20191228,78,79,Utilities,368141.88
14847,BUD-014847,20240427,451,83,Maintenance,109766.04
14848,BUD-014848,20210805,112,50,Revenue,454474.93
14849,BUD-014849,20190611,575,66,Operations,482131.69
14850,BUD-014850,20231204,700,3,Payroll,114070.95
14851,BUD-014851,20190620,858,19,Operations,492573.39
14852,BUD-014852,20210618,943,74,Maintenance,61457.09
14853,BUD-014853,20210524,820,83,Maintenance,469540.05
14854,BUD-014854,20191013,705,58,Unknown,128752.29
14855,BUD-014855,20191103,130,66,Payroll,382249.65
14856,BUD-014856,20210802,64,77,Operations,169382.22
14857,BUD-014857,20200713,209,31,Maintenance,233801.33
14858,BUD-014858,20250425,748,59,Operations,99206.32
14859,BUD-014859,20200321,62,53,Operations,257336.68
14860,BUD-014860,20201113,21,53,Operations,95104.64
14861,BUD-014861,20200206,421,38,Payroll,331139.84
14862,BUD-014862,20240815,230,33,Utilities,280449.42
14863,BUD-014863,20201230,986,41,Revenue,274831.65
14864,BUD-014864,20240104,250,67,Operations,234961.73
14865,BUD-014865,20190215,246,95,Maintenance,225946.27
14866,BUD-014866,20190909,157,78,Payroll,214185.53
14867,BUD-014867,20250312,996,86,Revenue,424663.4
14868,BUD-014868,20211117,320,57,Maintenance,21861.41
14869,BUD-014869,20220625,938,15,Utilities,25916.02
14870,BUD-014870,20200628,489,29,Utilities,245258.59
14871,BUD-014871,20250122,590,78,Payroll,19641.19
14872,BUD-014872,20230914,50,38,Maintenance,80178.27
14873,BUD-014873,20251031,91,69,Maintenance,261881.44
14874,BUD-014874,20240705,929,5,Payroll,159165.37
14875,BUD-014875,20190709,825,43,Maintenance,277530.53
14876,BUD-014876,20200929,239,30,Operations,431886.96
14877,BUD-014877,20190226,814,95,Payroll,301577.87
14878,BUD-014878,20250803,766,11,Maintenance,422072.45
14879,BUD-014879,20230428,213,51,Payroll,196096.23
14880,BUD-014880,20190918,995,94,Utilities,168042.06
14881,BUD-014881,20220909,71,90,Payroll,293469.41
14882,BUD-014882,20250315,745,94,Utilities,223506.36
14883,BUD-014883,20190902,479,77,Utilities,110102.15
14884,BUD-014884,20221118,38,11,Maintenance,291041.28
14885,BUD-014885,20221216,646,99,Revenue,99746.05
14886,BUD-014886,20210425,460,24,Utilities,33519.3
14887,BUD-014887,20210323,441,29,Utilities,308921.52
14888,BUD-014888,20230306,685,30,Operations,490425.02
14889,BUD-014889,20221231,191,58,Operations,287286.43
14890,BUD-014890,20190327,109,48,Maintenance,360175.84
14891,BUD-014891,20190821,374,45,Revenue,282757.28
14892,BUD-014892,20250518,238,98,Operations,201368.12
14893,BUD-014893,20241030,833,57,Payroll,275465.95
14894,BUD-014894,20210205,213,1,Maintenance,178353.75
14895,BUD-014895,20220328,117,83,Maintenance,316478.41
14896,BUD-014896,20240714,746,5,Operations,371380.24
14897,BUD-014897,20190212,345,83,Maintenance,488511.76
14898,BUD-014898,20211203,485,40,Payroll,138924.92
