budget_id,date,location_id,category,budget_amount
BUD-0015048,2023-05-13,LOC-0047,Energy,45605.79
BUD-0015049,2024-08-12,LOC-0043,Operations,7891.31
BUD-0015050,2023-07-22,LOC-0058,Supply Chain,7205.32
BUD-0015051,2020-01-02,LOC-0024,Operations,48608.08
BUD-0015052,2021-12-05,LOC-0004,Operations,8676.6
BUD-0015053,2020-06-02,LOC-0015,Administration,5572.04
BUD-0015054,2024-09-23,LOC-0069,Maintenance,37948.99
BUD-0015055,2020-05-19,LOC-0049,Operations,63872.99
BUD-0015056,2023-03-07,LOC-0015,Production,53206.34
BUD-0015057,2025-12-19,LOC-0017,Maintenance,23846.37
BUD-0015058,2022-09-09,LOC-0027,Maintenance,39839.45
BUD-0015059,2023-06-11,LOC-0085,Production,21097.92
BUD-0015060,2022-10-11,LOC-0090,Maintenance,23609.22
BUD-0015061,2022-01-18,LOC-0090,Maintenance,22054.53
BUD-0015062,2020-12-03,LOC-0049,Administration,24184.23
BUD-0015063,2019-03-08,LOC-0085,Energy,12431.86
BUD-0015064,2025-03-15,LOC-0038,Maintenance,19339.46
BUD-0015065,2021-05-23,LOC-0071,Operations,15833.64
BUD-0015066,2022-01-26,LOC-0097,Operations,42531.74
BUD-0015067,2025-10-02,LOC-0059,Energy,8408.72
BUD-0015068,2021-05-27,LOC-0077,Operations,106671.24
BUD-0015069,2022-08-26,LOC-0034,Production,24967.96
BUD-0015070,2020-12-15,LOC-0095,Energy,33896.43
BUD-0015071,2022-08-13,LOC-0007,Supply Chain,12294.36
BUD-0015072,2021-06-14,LOC-0050,Energy,45330.83
BUD-0015073,2022-10-30,LOC-0052,Administration,45411.08
BUD-0015074,2023-12-11,LOC-0015,Administration,18511.53
BUD-0015075,2025-06-27,LOC-0013,Production,14653.73
BUD-0015076,2019-11-08,LOC-0086,Energy,64790.66
BUD-0015077,2022-02-04,LOC-0039,Supply Chain,10010.63
BUD-0015078,2019-11-11,LOC-0021,Production,216112.32
BUD-0015079,2020-06-18,LOC-0009,Supply Chain,16933.84
BUD-0015080,2025-01-22,LOC-0040,Administration,39648.59
BUD-0015081,2022-02-21,LOC-0003,Supply Chain,21010.72
BUD-0015082,2024-08-28,LOC-0053,Energy,3062.44
BUD-0015083,2021-06-29,LOC-0072,Production,14559.57
BUD-0015084,2024-11-17,LOC-0008,Operations,73003.7
BUD-0015085,2020-06-10,LOC-0083,Production,14736.41
BUD-0015086,2019-09-02,LOC-0076,Supply Chain,67332.26
BUD-0015087,2022-04-14,LOC-0099,Administration,12328.89
BUD-0015088,2025-05-05,LOC-0048,Energy,27124.7
BUD-0015089,2021-12-01,LOC-0003,Operations,79942.76
BUD-0015090,2023-03-16,LOC-0068,Supply Chain,22689.35
BUD-0015091,2024-05-30,LOC-0097,Maintenance,21463.26
BUD-0015092,2021-09-14,LOC-0074,Operations,7419.51
BUD-0015093,2019-09-09,LOC-0070,Administration,8566.01
BUD-0015094,2025-02-01,LOC-0071,Maintenance,30792.23
BUD-0015095,2025-07-24,LOC-0080,Operations,22963.61
BUD-0015096,2019-11-08,LOC-0089,Energy,10887.64
BUD-0015097,2019-03-31,LOC-0060,Operations,27694.61
BUD-0015098,2019-03-06,LOC-0033,Maintenance,10252.53
BUD-0015099,2022-04-21,LOC-0063,Supply Chain,6133.49
BUD-0015100,2023-07-09,LOC-0025,Energy,54102.05
BUD-0015101,2020-11-24,LOC-0051,Energy,8000.29
BUD-0015102,2025-08-10,LOC-0084,Operations,55972.5
BUD-0015103,2019-11-20,LOC-0052,Production,53091.28
BUD-0015104,2022-11-10,LOC-0087,Production,85018.12
BUD-0015105,2024-01-21,LOC-0094,Energy,44804.11
BUD-0015106,2021-01-03,LOC-0001,Production,22787.48
BUD-0015107,2024-12-20,LOC-0015,Administration,87164.59
BUD-0015108,2022-01-10,LOC-0035,Administration,22295.89
BUD-0015109,2025-09-15,LOC-0081,Administration,1532.77
BUD-0015110,2021-07-03,LOC-0008,Supply Chain,63250.18
BUD-0015111,2020-10-11,LOC-0066,Supply Chain,52637.79
BUD-0015112,2025-09-07,LOC-0001,Energy,27326.93
BUD-0015113,2020-05-18,LOC-0071,Supply Chain,7812.64
BUD-0015114,2023-02-20,LOC-0088,Administration,42234.4
BUD-0015115,2021-08-29,LOC-0088,Administration,19860.62
BUD-0015116,2020-03-15,LOC-0027,Energy,33505.53
BUD-0015117,2025-10-08,LOC-0051,Supply Chain,160124.78
BUD-0015118,2021-08-07,LOC-0045,Maintenance,15780.95
BUD-0015119,2023-01-10,LOC-0095,Operations,25464.72
BUD-0015120,2024-07-25,LOC-0047,Maintenance,26383.78
BUD-0015121,2022-12-01,LOC-0085,Production,16448.58
BUD-0015122,2019-09-13,LOC-0058,Production,41218.12
BUD-0015123,2019-04-04,LOC-0041,Supply Chain,16829.98
BUD-0015124,2025-04-15,LOC-0068,Energy,19739.46
BUD-0015125,2025-01-13,LOC-0021,Maintenance,47778.24
BUD-0015126,2020-06-20,LOC-0009,Administration,11340.28
BUD-0015127,2019-05-25,LOC-0045,Operations,29218.58
BUD-0015128,2021-06-18,LOC-0074,Administration,8906.17
BUD-0015129,2020-12-18,LOC-0002,Production,8054.64
BUD-0015130,2022-05-15,LOC-0010,Administration,84014.08
BUD-0015131,2020-08-28,LOC-0008,Supply Chain,18620.69
BUD-0015132,2021-02-15,LOC-0039,Supply Chain,9423.86
BUD-0015133,2025-08-25,LOC-0011,Administration,43555.15
BUD-0015134,2021-01-22,LOC-0079,Maintenance,44179.62
BUD-0015135,2019-10-25,LOC-0022,Production,20866.32
BUD-0015136,2024-06-02,LOC-0019,Energy,26985.14
BUD-0015137,2025-06-29,LOC-0075,Operations,11003.49
BUD-0015138,2021-02-01,LOC-0028,Supply Chain,13450.2
BUD-0015139,2021-02-18,LOC-0078,Production,9531.75
BUD-0015140,2021-09-06,LOC-0004,Operations,17973.72
BUD-0015141,2025-02-08,LOC-0063,Energy,18479.57
BUD-0015142,2020-09-02,LOC-0023,Operations,56249.72
BUD-0015143,2021-01-10,LOC-0008,Maintenance,28671.14
BUD-0015144,2022-05-31,LOC-0002,Production,19708.26
BUD-0015145,2019-03-12,LOC-0078,Supply Chain,20188.85
BUD-0015146,2019-04-21,LOC-0039,Supply Chain,22559.8
BUD-0015147,2023-11-06,LOC-0038,Operations,49970.69
BUD-0015148,2021-03-11,LOC-0021,Operations,19988.04
BUD-0015149,2020-05-11,LOC-0077,Maintenance,22039.47
BUD-0015150,2024-11-17,LOC-0046,Energy,8096.47
BUD-0015151,2021-08-26,LOC-0013,Operations,46452.46
BUD-0015152,2024-12-17,LOC-0072,Maintenance,18034.2
BUD-0015153,2021-08-10,LOC-0022,Administration,30649.13
BUD-0015154,2021-04-06,LOC-0071,Maintenance,27826.11
BUD-0015155,2019-12-30,LOC-0092,Operations,18115.77
BUD-0015156,2024-08-21,LOC-0067,Operations,29207.11
BUD-0015157,2021-01-07,LOC-0045,Production,10033.09
BUD-0015158,2022-08-03,LOC-0083,Operations,2457.69
BUD-0015159,2024-10-25,LOC-0010,Maintenance,25356.32
BUD-0015160,2022-10-02,LOC-0033,Maintenance,15012.15
BUD-0015161,2019-01-10,LOC-0067,Maintenance,55572.19
BUD-0015162,2021-03-25,LOC-0094,Supply Chain,23895.06
BUD-0015163,2022-03-13,LOC-0055,Supply Chain,40366.77
BUD-0015164,2023-07-15,LOC-0093,Energy,19243.25
BUD-0015165,2024-03-08,LOC-0085,Production,39353.27
BUD-0015166,2022-12-12,LOC-0014,Supply Chain,43919.33
BUD-0015167,2023-10-05,LOC-0071,Maintenance,5178.08
BUD-0015168,2021-01-22,LOC-0016,Supply Chain,33913.34
BUD-0015169,2025-02-11,LOC-0080,Maintenance,40711.2
BUD-0015170,2025-10-06,LOC-0046,Supply Chain,20420.86
BUD-0015171,2023-04-22,LOC-0078,Supply Chain,6123.3
BUD-0015172,2023-04-19,LOC-0028,Energy,6438.83
BUD-0015173,2022-02-10,LOC-0037,Supply Chain,23573.4
BUD-0015174,2025-05-12,LOC-0096,Administration,10002.13
BUD-0015175,2023-12-04,LOC-0024,Operations,35781.35
BUD-0015176,2019-06-17,LOC-0031,Production,14292.89
BUD-0015177,2025-09-23,LOC-0033,Production,21217.57
BUD-0015178,2021-01-02,LOC-0024,Administration,10548.55
BUD-0015179,2022-10-16,LOC-0030,Production,11937.03
BUD-0015180,2019-10-13,LOC-0049,Production,9974.92
BUD-0015181,2021-12-02,LOC-0045,Maintenance,34666.22
BUD-0015182,2023-07-12,LOC-0075,Maintenance,7551.37
BUD-0015183,2025-03-30,LOC-0003,Administration,28047.76
BUD-0015184,2024-10-13,LOC-0016,Supply Chain,13919.88
BUD-0015185,2022-04-18,LOC-0062,Maintenance,6181.36
BUD-0015186,2022-02-13,LOC-0057,Maintenance,28097.77
BUD-0015187,2022-08-07,LOC-0043,Maintenance,8043.72
BUD-0015188,2022-09-24,LOC-0082,Administration,8322.35
BUD-0015189,2020-07-31,LOC-0092,Production,13367.26
BUD-0015190,2021-08-23,LOC-0049,Operations,82905.66
BUD-0015191,2019-07-12,LOC-0056,Operations,7006.53
BUD-0015192,2019-03-21,LOC-0082,Administration,14073.98
BUD-0015193,2024-01-05,LOC-0073,Administration,20295.96
BUD-0015194,2024-03-20,LOC-0065,Operations,28507.71
BUD-0015195,2021-08-29,LOC-0027,Energy,17447.06
BUD-0015196,2020-12-11,LOC-0016,Supply Chain,79262.74
BUD-0015197,2022-01-19,LOC-0023,Administration,69362.12
BUD-0015198,2022-09-17,LOC-0047,Supply Chain,55087.85
BUD-0015199,2022-05-01,LOC-0080,Energy,73908.65
BUD-0015200,2023-12-24,LOC-0041,Supply Chain,28396.61
BUD-0015201,2024-10-20,LOC-0044,Maintenance,11282.24
BUD-0015202,2025-04-29,LOC-0068,Administration,3903.03
BUD-0015203,2021-11-23,LOC-0066,Supply Chain,11573.93
BUD-0015204,2020-02-16,LOC-0004,Energy,35951.86
BUD-0015205,2021-06-20,LOC-0024,Production,76949.53
BUD-0015206,2019-05-06,LOC-0031,Maintenance,19597.69
BUD-0015207,2021-12-21,LOC-0062,Maintenance,31666.21
BUD-0015208,2023-06-02,LOC-0088,Administration,36804.62
BUD-0015209,2020-10-08,LOC-0065,Supply Chain,29525.32
BUD-0015210,2020-08-29,LOC-0010,Maintenance,33487.61
BUD-0015211,2022-09-18,LOC-0085,Maintenance,9507.61
BUD-0015212,2021-10-02,LOC-0008,Operations,8247.35
BUD-0015213,2020-08-09,LOC-0080,Administration,16408.94
BUD-0015214,2019-06-06,LOC-0084,Operations,43993.32
BUD-0015215,2021-04-22,LOC-0088,Energy,15847.9
BUD-0015216,2019-03-10,LOC-0076,Supply Chain,10186.11
BUD-0015217,2024-08-06,LOC-0088,Administration,19624.6
BUD-0015218,2024-07-09,LOC-0027,Operations,15652.32
BUD-0015219,2020-09-19,LOC-0076,Maintenance,18495.51
BUD-0015220,2025-12-01,LOC-0057,Supply Chain,10801.4
BUD-0015221,2019-12-07,LOC-0023,Operations,11460.73
BUD-0015222,2019-03-13,LOC-0033,Production,172890.36
BUD-0015223,2021-07-15,LOC-0041,Energy,5227.18
BUD-0015224,2019-12-25,LOC-0031,Production,47085.13
BUD-0015225,2023-06-11,LOC-0038,Operations,29906.49
BUD-0015226,2024-11-17,LOC-0029,Administration,21070.44
BUD-0015227,2023-12-28,LOC-0014,Supply Chain,65937.84
BUD-0015228,2024-05-08,LOC-0052,Maintenance,10650.1
BUD-0015229,2020-04-11,LOC-0100,Energy,17589.17
BUD-0015230,2023-06-05,LOC-0001,Production,20805.69
BUD-0015231,2025-06-18,LOC-0048,Administration,30046.93
BUD-0015232,2023-05-17,LOC-0086,Administration,12238.86
BUD-0015233,2025-07-29,LOC-0077,Administration,57661.19
BUD-0015234,2024-04-08,LOC-0097,Administration,21945.07
BUD-0015235,2019-05-28,LOC-0010,Maintenance,31841.87
BUD-0015236,2021-02-17,LOC-0093,Energy,24310.08
BUD-0015237,2021-04-04,LOC-0042,Supply Chain,38359.57
BUD-0015238,2023-04-09,LOC-0075,Operations,25471.8
BUD-0015239,2019-10-31,LOC-0027,Administration,16347.39
BUD-0015240,2023-05-16,LOC-0008,Supply Chain,14631.68
BUD-0015241,2019-01-15,LOC-0009,Administration,5436.37
BUD-0015242,2023-05-05,LOC-0001,Production,39099.12
BUD-0015243,2023-12-06,LOC-0050,Operations,165551.99
BUD-0015244,2020-03-18,LOC-0100,Administration,65339.45
BUD-0015245,2021-01-30,LOC-0034,Energy,29710.08
BUD-0015246,2021-09-23,LOC-0057,Energy,23322.94
BUD-0015247,2021-05-03,LOC-0063,Administration,8876.07
BUD-0015248,2023-01-31,LOC-0010,Energy,53603.8
BUD-0015249,2021-11-27,LOC-0055,Production,40999.06
BUD-0015250,2020-04-19,LOC-0013,Energy,14278.9
BUD-0015251,2025-06-06,LOC-0037,Supply Chain,8610.57
BUD-0015252,2022-02-03,LOC-0083,Administration,5495.77
BUD-0015253,2025-08-28,LOC-0097,Operations,13215.39
BUD-0015254,2023-06-27,LOC-0090,Maintenance,15302.78
BUD-0015255,2020-03-21,LOC-0038,Administration,64031.08
BUD-0015256,2023-01-13,LOC-0054,Energy,54845.91
BUD-0015257,2022-06-16,LOC-0099,Energy,25802.83
BUD-0015258,2019-02-18,LOC-0017,Operations,5608.57
BUD-0015259,2022-07-19,LOC-0086,Operations,32066.08
BUD-0015260,2023-01-03,LOC-0016,Operations,24083.11
BUD-0015261,2020-08-22,LOC-0071,Operations,17095.01
BUD-0015262,2020-05-03,LOC-0030,Maintenance,11522.07
BUD-0015263,2024-07-29,LOC-0051,Supply Chain,24035.78
BUD-0015264,2022-01-18,LOC-0082,Supply Chain,32120.98
BUD-0015265,2019-10-16,LOC-0002,Administration,19236.57
BUD-0015266,2021-05-26,LOC-0014,Maintenance,16722.6
BUD-0015267,2023-06-12,LOC-0041,Supply Chain,9416.18
BUD-0015268,2025-10-23,LOC-0099,Operations,149575.3
BUD-0015269,2019-05-15,LOC-0087,Maintenance,97919.21
BUD-0015270,2021-11-28,LOC-0097,Administration,39857.09
BUD-0015271,2021-12-04,LOC-0010,Maintenance,59798.58
BUD-0015272,2019-01-04,LOC-0080,Operations,28802.44
BUD-0015273,2020-04-24,LOC-0038,Administration,14305.36
BUD-0015274,2025-12-06,LOC-0038,Production,35746.24
BUD-0015275,2020-07-13,LOC-0028,Operations,51109.73
BUD-0015276,2024-10-21,LOC-0076,Energy,3657.11
BUD-0015277,2022-07-11,LOC-0075,Administration,12807.44
BUD-0015278,2020-06-23,LOC-0085,Maintenance,17992.38
BUD-0015279,2020-01-10,LOC-0078,Maintenance,56856.4
BUD-0015280,2019-01-21,LOC-0037,Operations,21701.88
BUD-0015281,2022-06-06,LOC-0033,Production,51012.07
BUD-0015282,2025-08-13,LOC-0023,Administration,26527.81
BUD-0015283,2021-09-05,LOC-0042,Production,30170.7
BUD-0015284,2019-06-30,LOC-0001,Administration,33661.87
BUD-0015285,2024-05-12,LOC-0044,Supply Chain,8419.39
BUD-0015286,2023-03-14,LOC-0041,Maintenance,8058.77
BUD-0015287,2024-05-27,LOC-0052,Operations,4642.59
BUD-0015288,2022-06-25,LOC-0032,Supply Chain,28948.73
BUD-0015289,2025-08-29,LOC-0059,Operations,31656.25
BUD-0015290,2025-10-17,LOC-0024,Operations,4640.53
BUD-0015291,2019-07-08,LOC-0072,Administration,23376.29
BUD-0015292,2025-02-02,LOC-0045,Supply Chain,51415.66
BUD-0015293,2023-08-27,LOC-0009,Maintenance,85190.73
BUD-0015294,2022-12-31,LOC-0070,Maintenance,40804.19
BUD-0015295,2024-06-20,LOC-0086,Energy,5068.05
BUD-0015296,2025-03-25,LOC-0084,Supply Chain,16375.28
BUD-0015297,2021-04-20,LOC-0008,Energy,39366.38
BUD-0015298,2023-12-12,LOC-0096,Energy,100078.14
BUD-0015299,2024-05-11,LOC-0088,Operations,39811.95
BUD-0015300,2020-12-01,LOC-0006,Administration,12326.97
BUD-0015301,2023-06-12,LOC-0088,Maintenance,30274.81
BUD-0015302,2024-03-05,LOC-0008,Energy,17913.8
BUD-0015303,2024-08-19,LOC-0070,Maintenance,151490.61
BUD-0015304,2022-01-02,LOC-0042,Energy,31379.99
BUD-0015305,2021-06-25,LOC-0022,Supply Chain,2062.74
BUD-0015306,2022-11-27,LOC-0013,Administration,28200.81
BUD-0015307,2019-04-11,LOC-0077,Administration,22848.77
BUD-0015308,2020-10-24,LOC-0039,Production,27123.16
BUD-0015309,2019-01-09,LOC-0015,Production,19900.59
BUD-0015310,2020-09-14,LOC-0057,Production,15243.53
BUD-0015311,2024-09-05,LOC-0019,Maintenance,81321.96
BUD-0015312,2023-08-19,LOC-0007,Maintenance,36756.23
BUD-0015313,2019-04-11,LOC-0076,Administration,15629.62
BUD-0015314,2025-02-07,LOC-0006,Maintenance,36826.77
BUD-0015315,2023-12-14,LOC-0086,Supply Chain,5537.31
BUD-0015316,2023-09-28,LOC-0067,Production,12528.26
BUD-0015317,2022-06-06,LOC-0047,Operations,33471.45
BUD-0015318,2024-08-08,LOC-0026,Supply Chain,35551.64
BUD-0015319,2019-07-28,LOC-0072,Operations,7551.97
BUD-0015320,2019-11-05,LOC-0065,Administration,45757.79
BUD-0015321,2023-10-22,LOC-0071,Administration,13378.51
BUD-0015322,2025-11-21,LOC-0061,Operations,16212.37
BUD-0015323,2025-10-18,LOC-0073,Supply Chain,14670.2
BUD-0015324,2019-03-01,LOC-0037,Supply Chain,6562.07
BUD-0015325,2019-12-05,LOC-0068,Maintenance,11286.51
BUD-0015326,2024-12-30,LOC-0055,Maintenance,33606.31
BUD-0015327,2023-04-08,LOC-0062,Operations,8222.58
BUD-0015328,2022-05-26,LOC-0068,Operations,18277.35
BUD-0015329,2021-06-25,LOC-0080,Administration,43939.76
BUD-0015330,2022-05-24,LOC-0065,Maintenance,39326.85
BUD-0015331,2023-05-18,LOC-0062,Administration,7709.02
BUD-0015332,2022-10-13,LOC-0072,Production,5622.63
BUD-0015333,2022-07-01,LOC-0099,Energy,25418.0
BUD-0015334,2025-01-26,LOC-0004,Maintenance,13986.69
BUD-0015335,2024-04-13,LOC-0100,Operations,17215.51
BUD-0015336,2025-01-02,LOC-0043,Administration,31813.04
BUD-0015337,2021-06-13,LOC-0085,Maintenance,93066.12
BUD-0015338,2021-01-26,LOC-0039,Operations,11347.23
BUD-0015339,2022-01-05,LOC-0020,Administration,29674.44
BUD-0015340,2021-09-11,LOC-0010,Supply Chain,45211.78
BUD-0015341,2023-08-01,LOC-0081,Supply Chain,11390.8
BUD-0015342,2023-08-08,LOC-0086,Supply Chain,10072.73
BUD-0015343,2021-08-28,LOC-0057,Administration,47371.48
BUD-0015344,2020-09-25,LOC-0050,Energy,26079.37
BUD-0015345,2023-05-23,LOC-0055,Production,29211.93
BUD-0015346,2024-02-05,LOC-0050,Energy,20438.85
BUD-0015347,2019-06-02,LOC-0026,Maintenance,47359.4
BUD-0015348,2024-05-23,LOC-0092,Operations,13512.32
BUD-0015349,2025-10-28,LOC-0036,Energy,5570.07
BUD-0015350,2021-04-24,LOC-0041,Operations,22487.8
BUD-0015351,2021-08-01,LOC-0092,Energy,72336.81
BUD-0015352,2019-01-03,LOC-0047,Administration,9898.85
BUD-0015353,2022-05-06,LOC-0057,Energy,26080.62
BUD-0015354,2019-04-22,LOC-0094,Maintenance,53630.04
BUD-0015355,2019-08-01,LOC-0042,Energy,11528.79
BUD-0015356,2023-10-26,LOC-0044,Supply Chain,37252.28
BUD-0015357,2021-08-27,LOC-0029,Operations,54011.33
BUD-0015358,2025-08-31,LOC-0080,Operations,29148.06
BUD-0015359,2021-02-11,LOC-0066,Production,12212.56
BUD-0015360,2025-04-17,LOC-0053,Operations,7672.3
BUD-0015361,2022-02-27,LOC-0027,Operations,13638.46
BUD-0015362,2023-07-17,LOC-0009,Maintenance,34463.11
BUD-0015363,2022-08-24,LOC-0052,Production,29295.14
BUD-0015364,2025-04-20,LOC-0090,Energy,30423.72
BUD-0015365,2022-12-20,LOC-0074,Production,13896.47
BUD-0015366,2022-05-29,LOC-0004,Production,67579.03
BUD-0015367,2021-05-30,LOC-0042,Operations,96957.73
BUD-0015368,2023-12-25,LOC-0037,Maintenance,39125.78
BUD-0015369,2020-09-21,LOC-0014,Production,19301.37
BUD-0015370,2022-05-26,LOC-0087,Production,36305.19
BUD-0015371,2019-07-05,LOC-0045,Energy,30362.45
BUD-0015372,2019-01-18,LOC-0076,Energy,9475.75
BUD-0015373,2019-05-17,LOC-0031,Supply Chain,38659.89
BUD-0015374,2020-10-18,LOC-0070,Maintenance,7340.32
BUD-0015375,2025-09-25,LOC-0026,Energy,15045.92
BUD-0015376,2025-04-10,LOC-0058,Maintenance,54798.11
BUD-0015377,2021-08-20,LOC-0003,Energy,12264.71
BUD-0015378,2019-03-26,LOC-0067,Energy,37507.4
BUD-0015379,2023-11-03,LOC-0095,Supply Chain,18080.54
BUD-0015380,2019-06-27,LOC-0038,Operations,22261.93
BUD-0015381,2021-02-03,LOC-0063,Maintenance,6363.54
BUD-0015382,2025-03-20,LOC-0093,Production,22875.93
BUD-0015383,2020-10-06,LOC-0075,Operations,14389.47
BUD-0015384,2022-11-06,LOC-0037,Supply Chain,26009.99
BUD-0015385,2025-12-22,LOC-0033,Administration,25119.04
BUD-0015386,2022-07-29,LOC-0062,Administration,30070.99
BUD-0015387,2019-05-18,LOC-0064,Production,34041.35
BUD-0015388,2020-04-29,LOC-0081,Supply Chain,21038.98
BUD-0015389,2021-04-14,LOC-0018,Energy,24790.14
BUD-0015390,2023-04-11,LOC-0082,Supply Chain,3976.1
BUD-0015391,2022-03-13,LOC-0067,Operations,11563.05
BUD-0015392,2019-08-22,LOC-0082,Operations,7189.63
BUD-0015393,2022-06-11,LOC-0065,Maintenance,22712.43
BUD-0015394,2020-01-28,LOC-0033,Energy,15967.99
BUD-0015395,2025-12-20,LOC-0046,Administration,17093.52
BUD-0015396,2019-03-25,LOC-0023,Production,24412.0
BUD-0015397,2021-04-12,LOC-0034,Energy,12023.2
BUD-0015398,2019-05-16,LOC-0081,Maintenance,69918.4
BUD-0015399,2020-08-14,LOC-0052,Supply Chain,26200.86
BUD-0015400,2021-08-11,LOC-0034,Administration,36622.68
BUD-0015401,2019-07-23,LOC-0019,Production,21153.78
BUD-0015402,2022-11-17,LOC-0043,Energy,17866.15
BUD-0015403,2022-10-07,LOC-0018,Supply Chain,29818.4
BUD-0015404,2024-02-17,LOC-0013,Supply Chain,31055.63
BUD-0015405,2021-10-20,LOC-0059,Supply Chain,35536.49
BUD-0015406,2024-08-27,LOC-0011,Production,16848.94
BUD-0015407,2023-02-16,LOC-0049,Maintenance,29310.94
BUD-0015408,2025-01-11,LOC-0018,Maintenance,26505.44
BUD-0015409,2019-09-17,LOC-0056,Maintenance,18181.81
BUD-0015410,2023-03-21,LOC-0079,Supply Chain,12091.8
BUD-0015411,2025-10-12,LOC-0055,Maintenance,23827.36
BUD-0015412,2023-03-21,LOC-0039,Production,60805.76
BUD-0015413,2023-12-13,LOC-0098,Energy,10456.24
BUD-0015414,2020-08-21,LOC-0089,Energy,12774.25
BUD-0015415,2025-06-27,LOC-0063,Maintenance,8148.54
BUD-0015416,2025-11-06,LOC-0022,Energy,12050.21
BUD-0015417,2022-10-25,LOC-0049,Operations,36239.05
BUD-0015418,2022-11-08,LOC-0027,Operations,42515.31
BUD-0015419,2022-05-06,LOC-0006,Operations,26597.99
BUD-0015420,2021-03-31,LOC-0080,Supply Chain,5345.47
BUD-0015421,2019-05-15,LOC-0058,Energy,29075.56
BUD-0015422,2025-12-08,LOC-0057,Production,17682.63
BUD-0015423,2020-07-23,LOC-0060,Production,25779.58
BUD-0015424,2020-12-01,LOC-0001,Maintenance,7775.78
BUD-0015425,2020-08-18,LOC-0002,Production,10658.19
BUD-0015426,2019-07-26,LOC-0051,Operations,10096.58
BUD-0015427,2022-06-25,LOC-0054,Operations,14938.25
BUD-0015428,2021-08-13,LOC-0035,Operations,24101.86
BUD-0015429,2021-07-20,LOC-0085,Maintenance,24676.38
BUD-0015430,2019-07-06,LOC-0003,Supply Chain,3321.99
BUD-0015431,2023-02-17,LOC-0031,Operations,17468.5
BUD-0015432,2024-03-17,LOC-0075,Energy,24265.14
BUD-0015433,2020-07-02,LOC-0085,Administration,48427.71
BUD-0015434,2019-08-01,LOC-0095,Production,26763.58
BUD-0015435,2025-10-01,LOC-0099,Maintenance,14809.64
BUD-0015436,2021-07-28,LOC-0035,Maintenance,5548.05
BUD-0015437,2020-07-26,LOC-0038,Supply Chain,23721.89
BUD-0015438,2020-12-28,LOC-0097,Energy,16233.06
BUD-0015439,2020-11-16,LOC-0057,Administration,13437.03
BUD-0015440,2025-06-27,LOC-0020,Production,25338.54
BUD-0015441,2023-04-02,LOC-0088,Operations,101847.56
BUD-0015442,2024-02-04,LOC-0096,Energy,10969.31
BUD-0015443,2022-09-13,LOC-0015,Administration,19293.19
BUD-0015444,2020-01-06,LOC-0045,Administration,17683.48
BUD-0015445,2020-11-11,LOC-0034,Production,3784.44
BUD-0015446,2020-06-21,LOC-0066,Production,16664.08
BUD-0015447,2019-06-02,LOC-0010,Maintenance,16122.74
BUD-0015448,2021-03-12,LOC-0015,Administration,34548.45
BUD-0015449,2023-09-01,LOC-0023,Administration,20761.59
BUD-0015450,2025-01-01,LOC-0028,Maintenance,12585.82
BUD-0015451,2023-05-10,LOC-0022,Supply Chain,32409.59
BUD-0015452,2021-12-10,LOC-0001,Administration,76775.24
BUD-0015453,2025-12-29,LOC-0006,Production,11869.94
BUD-0015454,2019-06-17,LOC-0091,Operations,16916.32
BUD-0015455,2024-04-18,LOC-0023,Supply Chain,11750.45
BUD-0015456,2024-10-12,LOC-0016,Administration,35686.0
BUD-0015457,2019-06-26,LOC-0020,Production,10007.85
BUD-0015458,2022-07-04,LOC-0080,Energy,53957.49
BUD-0015459,2022-01-03,LOC-0016,Operations,96150.94
BUD-0015460,2021-10-17,LOC-0060,Administration,16019.75
BUD-0015461,2020-05-11,LOC-0011,Energy,39775.05
BUD-0015462,2019-10-05,LOC-0044,Production,22037.43
BUD-0015463,2024-07-06,LOC-0037,Production,13218.18
BUD-0015464,2025-08-12,LOC-0077,Supply Chain,28135.39
BUD-0015465,2023-09-27,LOC-0091,Supply Chain,14743.43
BUD-0015466,2019-01-27,LOC-0053,Energy,30580.62
BUD-0015467,2023-06-11,LOC-0032,Operations,10518.36
BUD-0015468,2024-01-25,LOC-0010,Production,27031.51
BUD-0015469,2023-05-13,LOC-0084,Supply Chain,20350.08
BUD-0015470,2021-11-04,LOC-0040,Energy,54584.04
BUD-0015471,2022-09-29,LOC-0099,Energy,47671.63
BUD-0015472,2022-04-01,LOC-0079,Energy,21148.29
BUD-0015473,2023-01-08,LOC-0056,Operations,4572.4
BUD-0015474,2025-10-14,LOC-0048,Production,52143.67
BUD-0015475,2019-10-05,LOC-0030,Administration,35989.09
BUD-0015476,2023-08-18,LOC-0081,Energy,23729.59
BUD-0015477,2024-01-14,LOC-0014,Operations,15178.15
BUD-0015478,2025-07-17,LOC-0099,Production,13132.48
BUD-0015479,2025-07-20,LOC-0012,Administration,10464.84
BUD-0015480,2020-07-19,LOC-0071,Maintenance,32996.74
BUD-0015481,2022-11-21,LOC-0013,Energy,25434.0
BUD-0015482,2023-04-08,LOC-0018,Maintenance,6812.53
BUD-0015483,2025-05-21,LOC-0034,Administration,28764.09
BUD-0015484,2019-12-22,LOC-0001,Production,24843.13
BUD-0015485,2021-03-20,LOC-0079,Operations,38713.05
BUD-0015486,2023-03-03,LOC-0095,Production,9634.77
BUD-0015487,2020-11-17,LOC-0033,Energy,14078.87
BUD-0015488,2020-08-27,LOC-0097,Supply Chain,34254.15
