waste_key,waste_id,date_key,location_key,waste_category,disposal_method,waste_quantity
79639,WST-079639,20240906,98,Chemical,Landfill,174.348
79640,WST-079640,20200804,82,Chemical,Recycling,615.95
79641,WST-079641,20190216,97,General,Reuse,228.826
79642,WST-079642,20251118,54,Paper,Recycling,180.71
79643,WST-079643,20201005,40,Metal,Recycling,756.299
79644,WST-079644,20210227,24,Chemical,Treatment,742.697
79645,WST-079645,20230309,44,General,Treatment,677.067
79646,WST-079646,20231003,34,Metal,Landfill,924.999
79647,WST-079647,20250131,1,Plastic,Recycling,548.668
79648,WST-079648,20250927,2,Paper,Reuse,166.292
79649,WST-079649,20251107,90,Metal,Recycling,879.964
79650,WST-079650,20201208,12,Plastic,Recycling,180.006
79651,WST-079651,20200331,84,Paper,Treatment,243.706
79652,WST-079652,20251002,74,Plastic,Recycling,478.025
79653,WST-079653,20231205,16,General,Treatment,98.643
79654,WST-079654,20240930,87,Paper,Reuse,216.026
79655,WST-079655,20220906,19,Plastic,Recycling,683.511
79656,WST-079656,20200531,88,Metal,Reuse,753.152
79657,WST-079657,20210508,47,Chemical,Treatment,224.675
79658,WST-079658,20210512,6,Chemical,Landfill,735.789
79659,WST-079659,20231109,87,Metal,Treatment,851.969
79660,WST-079660,20240116,69,General,Recycling,664.034
79661,WST-079661,20251119,40,General,Treatment,45.786
79662,WST-079662,20190418,11,Chemical,Recycling,555.461
79663,WST-079663,20240612,39,Chemical,Recycling,647.06
79664,WST-079664,20251224,13,General,Landfill,390.041
79665,WST-079665,20210908,3,Paper,Landfill,549.049
79666,WST-079666,20211023,60,Metal,Recycling,796.57
79667,WST-079667,20230708,51,Metal,Recycling,379.054
79668,WST-079668,20190112,8,Plastic,Landfill,15.991
79669,WST-079669,20200726,100,Chemical,Treatment,664.091
79670,WST-079670,20240510,36,Metal,Recycling,158.53
79671,WST-079671,20230421,65,Plastic,Reuse,971.27
79672,WST-079672,20251205,48,Plastic,Reuse,667.637
79673,WST-079673,20231209,31,Paper,Treatment,393.211
79674,WST-079674,20241202,80,Chemical,Recycling,283.461
79675,WST-079675,20220815,4,General,Landfill,981.29
79676,WST-079676,20230405,87,Chemical,Landfill,173.625
79677,WST-079677,20241115,41,Plastic,Treatment,183.731
79678,WST-079678,20210508,39,Metal,Reuse,719.478
79679,WST-079679,20251006,3,Chemical,Landfill,422.932
79680,WST-079680,20190222,84,Chemical,Reuse,769.772
79681,WST-079681,20200312,10,Paper,Reuse,776.526
79682,WST-079682,20230613,97,General,Landfill,389.0
79683,WST-079683,20250329,69,Paper,Landfill,375.324
79684,WST-079684,20211013,49,General,Landfill,371.196
79685,WST-079685,20250919,70,Plastic,Reuse,736.575
79686,WST-079686,20250612,100,Chemical,Treatment,751.434
79687,WST-079687,20251206,23,Chemical,Treatment,524.534
79688,WST-079688,20250728,59,Paper,Reuse,833.838
79689,WST-079689,20200413,69,Chemical,Landfill,538.91
79690,WST-079690,20231202,52,Plastic,Recycling,249.382
79691,WST-079691,20220831,60,Chemical,Recycling,969.098
79692,WST-079692,20190728,63,Paper,Reuse,431.994
79693,WST-079693,20200318,11,Chemical,Treatment,269.491
79694,WST-079694,20250317,48,General,Treatment,927.735
79695,WST-079695,20231201,25,Plastic,Treatment,944.113
79696,WST-079696,20250118,40,General,Treatment,590.742
79697,WST-079697,20251011,66,General,Treatment,816.723
79698,WST-079698,20210317,36,Metal,Landfill,363.526
79699,WST-079699,20200505,33,Paper,Landfill,390.242
79700,WST-079700,20250725,82,Chemical,Recycling,907.861
79701,WST-079701,20220602,99,Metal,Reuse,715.907
79702,WST-079702,20201225,87,Chemical,Reuse,104.474
79703,WST-079703,20190422,100,Chemical,Landfill,971.838
79704,WST-079704,20220505,60,Paper,Reuse,340.037
79705,WST-079705,20211126,92,Metal,Recycling,717.123
79706,WST-079706,20250131,35,Chemical,Treatment,653.829
79707,WST-079707,20200729,60,Plastic,Landfill,42.444
79708,WST-079708,20251007,29,Plastic,Reuse,429.533
79709,WST-079709,20220313,38,Plastic,Recycling,128.685
79710,WST-079710,20210618,35,Chemical,Recycling,305.526
79711,WST-079711,20221024,96,Plastic,Reuse,797.133
79712,WST-079712,20250122,64,Metal,Recycling,906.755
79713,WST-079713,20240831,87,Plastic,Treatment,147.776
79714,WST-079714,20210901,84,General,Recycling,406.361
79715,WST-079715,20190804,88,General,Reuse,340.429
79716,WST-079716,20200613,65,Chemical,Reuse,103.773
79717,WST-079717,20250419,100,General,Landfill,437.159
79718,WST-079718,20190621,30,Plastic,Treatment,590.972
79719,WST-079719,20200122,88,Metal,Reuse,895.07
79720,WST-079720,20250823,37,Paper,Landfill,655.611
79721,WST-079721,20200609,23,General,Recycling,818.578
79722,WST-079722,20240605,94,General,Recycling,917.631
79723,WST-079723,20220714,42,General,Reuse,551.589
79724,WST-079724,20220730,60,Chemical,Reuse,997.992
79725,WST-079725,20201224,75,Paper,Reuse,979.967
79726,WST-079726,20220812,92,Paper,Landfill,53.071
79727,WST-079727,20220816,37,Chemical,Landfill,322.621
79728,WST-079728,20210703,59,Paper,Landfill,194.373
79729,WST-079729,20220419,25,Metal,Treatment,67.971
79730,WST-079730,20201024,30,General,Reuse,28.222
79731,WST-079731,20220805,48,Paper,Reuse,212.828
79732,WST-079732,20241027,76,Paper,Reuse,60.336
79733,WST-079733,20200608,34,Chemical,Reuse,847.912
79734,WST-079734,20250326,53,Chemical,Reuse,832.078
79735,WST-079735,20200129,39,General,Treatment,488.598
79736,WST-079736,20241026,73,General,Treatment,800.731
79737,WST-079737,20230516,3,Metal,Landfill,956.144
79738,WST-079738,20210125,36,Plastic,Reuse,29.289
79739,WST-079739,20200507,10,General,Recycling,844.378
79740,WST-079740,20200423,82,Chemical,Landfill,432.544
79741,WST-079741,20191128,14,Metal,Landfill,428.195
79742,WST-079742,20191123,80,Plastic,Landfill,944.598
79743,WST-079743,20210130,67,Metal,Reuse,923.588
79744,WST-079744,20210625,86,Plastic,Landfill,982.716
79745,WST-079745,20251117,48,General,Recycling,164.97
79746,WST-079746,20230227,24,Paper,Reuse,641.448
79747,WST-079747,20250615,9,Chemical,Reuse,545.512
79748,WST-079748,20240505,81,Plastic,Landfill,678.731
79749,WST-079749,20190619,61,Paper,Reuse,267.202
79750,WST-079750,20190412,84,Plastic,Treatment,299.369
79751,WST-079751,20190220,27,Chemical,Reuse,814.859
79752,WST-079752,20191226,41,General,Treatment,563.917
79753,WST-079753,20190626,99,Chemical,Treatment,718.368
79754,WST-079754,20210903,77,Paper,Recycling,74.873
79755,WST-079755,20230519,85,Chemical,Recycling,179.443
79756,WST-079756,20241221,57,Paper,Landfill,811.135
79757,WST-079757,20200813,22,Plastic,Reuse,599.352
79758,WST-079758,20200316,86,General,Landfill,726.877
79759,WST-079759,20210922,64,General,Treatment,513.927
79760,WST-079760,20200627,26,Chemical,Landfill,238.036
79761,WST-079761,20201123,7,Plastic,Treatment,440.311
79762,WST-079762,20200827,61,General,Reuse,80.809
79763,WST-079763,20190306,95,Paper,Reuse,978.814
79764,WST-079764,20200311,80,General,Treatment,217.693
79765,WST-079765,20251112,42,Metal,Landfill,134.844
79766,WST-079766,20240622,3,Paper,Treatment,554.13
79767,WST-079767,20200816,87,Plastic,Reuse,352.092
79768,WST-079768,20230627,30,Metal,Recycling,893.361
79769,WST-079769,20240103,42,General,Landfill,985.732
79770,WST-079770,20241020,12,Paper,Treatment,989.711
79771,WST-079771,20240113,32,General,Treatment,204.499
79772,WST-079772,20221223,74,Plastic,Landfill,447.019
79773,WST-079773,20221023,86,Plastic,Landfill,48.179
79774,WST-079774,20200409,19,General,Treatment,930.139
79775,WST-079775,20200829,62,Plastic,Landfill,969.945
79776,WST-079776,20230905,86,Plastic,Treatment,218.497
79777,WST-079777,20241103,63,Plastic,Treatment,734.607
79778,WST-079778,20230303,8,Paper,Recycling,144.587
79779,WST-079779,20190610,30,General,Landfill,224.473
79780,WST-079780,20201012,62,Plastic,Reuse,857.981
79781,WST-079781,20250903,69,Plastic,Treatment,7.436
79782,WST-079782,20230118,10,Plastic,Treatment,142.582
79783,WST-079783,20250529,12,Paper,Treatment,200.584
79784,WST-079784,20190921,62,Metal,Recycling,641.029
79785,WST-079785,20250523,31,Metal,Landfill,279.665
79786,WST-079786,20250622,8,Plastic,Treatment,506.351
79787,WST-079787,20250920,63,General,Reuse,836.672
79788,WST-079788,20220830,3,Plastic,Treatment,156.751
79789,WST-079789,20200606,78,Metal,Reuse,284.397
79790,WST-079790,20190415,42,Metal,Recycling,108.785
79791,WST-079791,20210629,50,General,Reuse,450.137
79792,WST-079792,20251103,33,Paper,Reuse,181.506
79793,WST-079793,20201001,16,General,Recycling,488.278
79794,WST-079794,20250307,9,Chemical,Recycling,495.701
79795,WST-079795,20241116,91,Plastic,Landfill,130.294
79796,WST-079796,20250316,4,Paper,Reuse,498.511
79797,WST-079797,20250811,79,General,Recycling,527.193
79798,WST-079798,20220524,33,Chemical,Recycling,438.026
79799,WST-079799,20190522,77,Plastic,Treatment,441.606
79800,WST-079800,20200504,28,Plastic,Reuse,603.762
79801,WST-079801,20220610,18,General,Reuse,473.787
79802,WST-079802,20231228,95,Metal,Treatment,197.771
79803,WST-079803,20221130,86,Plastic,Recycling,81.063
79804,WST-079804,20220105,61,Paper,Reuse,117.76
79805,WST-079805,20190507,59,Chemical,Recycling,523.309
79806,WST-079806,20201210,85,Plastic,Treatment,295.414
79807,WST-079807,20190321,11,Metal,Reuse,454.945
79808,WST-079808,20201009,12,Plastic,Treatment,185.019
79809,WST-079809,20210807,48,Paper,Recycling,61.815
79810,WST-079810,20190520,21,General,Reuse,369.057
79811,WST-079811,20220316,83,Metal,Landfill,147.955
79812,WST-079812,20211209,81,General,Reuse,269.366
79813,WST-079813,20221016,67,Chemical,Reuse,969.943
79814,WST-079814,20240803,9,General,Recycling,372.952
79815,WST-079815,20220128,25,Chemical,Treatment,54.164
79816,WST-079816,20210723,63,Plastic,Reuse,296.33
79817,WST-079817,20191107,94,General,Landfill,14.859
79818,WST-079818,20231014,49,Plastic,Reuse,789.718
79819,WST-079819,20220906,58,Paper,Treatment,384.973
79820,WST-079820,20250731,93,General,Reuse,414.109
79821,WST-079821,20200930,12,General,Recycling,936.92
79822,WST-079822,20220707,69,Metal,Recycling,496.305
79823,WST-079823,20230819,33,Chemical,Landfill,904.189
79824,WST-079824,20231117,76,Metal,Recycling,483.582
79825,WST-079825,20240916,28,General,Reuse,618.619
79826,WST-079826,20250408,12,Plastic,Recycling,999.17
79827,WST-079827,20240608,56,Paper,Reuse,875.254
79828,WST-079828,20220602,69,Paper,Reuse,382.27
79829,WST-079829,20200627,81,Chemical,Treatment,986.361
79830,WST-079830,20240923,94,Metal,Recycling,36.235
79831,WST-079831,20190129,46,General,Treatment,574.721
79832,WST-079832,20230510,58,Metal,Reuse,119.19
79833,WST-079833,20190618,42,Metal,Landfill,544.697
79834,WST-079834,20231128,14,General,Reuse,193.743
79835,WST-079835,20210418,44,Chemical,Treatment,461.204
79836,WST-079836,20190916,36,Plastic,Reuse,718.36
79837,WST-079837,20251216,30,Plastic,Landfill,906.078
79838,WST-079838,20220831,41,Paper,Treatment,792.269
79839,WST-079839,20250318,6,General,Reuse,431.939
79840,WST-079840,20231222,29,General,Treatment,507.228
79841,WST-079841,20210815,5,Paper,Reuse,536.64
79842,WST-079842,20210303,41,Metal,Recycling,553.124
79843,WST-079843,20190310,49,Metal,Treatment,124.813
79844,WST-079844,20241122,86,General,Recycling,433.421
79845,WST-079845,20230214,52,Plastic,Reuse,431.346
79846,WST-079846,20231127,67,Plastic,Recycling,415.263
79847,WST-079847,20200924,48,Metal,Recycling,899.357
79848,WST-079848,20220102,55,Chemical,Treatment,494.951
79849,WST-079849,20200517,45,Metal,Recycling,487.599
79850,WST-079850,20240417,50,Plastic,Recycling,551.884
79851,WST-079851,20190221,6,Chemical,Recycling,856.162
79852,WST-079852,20200907,74,Chemical,Treatment,656.532
79853,WST-079853,20190124,47,Metal,Recycling,127.988
79854,WST-079854,20221225,27,General,Treatment,88.827
79855,WST-079855,20240427,58,General,Reuse,602.783
79856,WST-079856,20220706,100,Paper,Recycling,520.391
79857,WST-079857,20190911,16,Plastic,Treatment,812.482
79858,WST-079858,20190729,97,Paper,Reuse,750.859
79859,WST-079859,20231018,14,Chemical,Reuse,281.2
79860,WST-079860,20191120,7,General,Treatment,326.834
79861,WST-079861,20241106,29,Chemical,Landfill,253.958
79862,WST-079862,20191229,80,Plastic,Treatment,96.196
79863,WST-079863,20240222,70,General,Reuse,324.582
79864,WST-079864,20240507,27,General,Landfill,821.063
79865,WST-079865,20250111,40,Chemical,Reuse,195.793
79866,WST-079866,20200309,100,Plastic,Treatment,141.542
79867,WST-079867,20240829,100,Chemical,Treatment,62.232
79868,WST-079868,20211104,28,Chemical,Landfill,767.759
79869,WST-079869,20200615,23,General,Landfill,841.75
79870,WST-079870,20230116,49,Paper,Reuse,517.752
79871,WST-079871,20230424,54,General,Treatment,250.585
79872,WST-079872,20251119,76,Chemical,Landfill,953.712
79873,WST-079873,20191029,44,Paper,Recycling,79.617
79874,WST-079874,20210906,44,Chemical,Landfill,353.403
79875,WST-079875,20200305,73,General,Reuse,150.932
79876,WST-079876,20240318,43,General,Treatment,843.357
79877,WST-079877,20191019,96,Plastic,Recycling,574.151
79878,WST-079878,20250330,96,Paper,Treatment,175.812
79879,WST-079879,20200628,45,General,Treatment,532.29
79880,WST-079880,20220719,18,Metal,Landfill,102.167
79881,WST-079881,20230101,59,Chemical,Reuse,772.862
79882,WST-079882,20251020,82,Chemical,Landfill,533.986
79883,WST-079883,20210411,45,Plastic,Recycling,852.719
79884,WST-079884,20190302,46,Plastic,Recycling,830.884
79885,WST-079885,20250209,80,Chemical,Reuse,828.946
79886,WST-079886,20210216,89,Metal,Treatment,609.927
79887,WST-079887,20210725,38,Chemical,Recycling,640.765
79888,WST-079888,20200420,57,General,Reuse,86.793
79889,WST-079889,20231203,94,Metal,Treatment,826.017
79890,WST-079890,20200107,49,Paper,Treatment,799.433
79891,WST-079891,20220512,46,Plastic,Reuse,616.944
79892,WST-079892,20221202,92,General,Recycling,108.649
79893,WST-079893,20250822,73,Metal,Reuse,91.158
79894,WST-079894,20210730,89,Chemical,Recycling,774.828
79895,WST-079895,20250422,50,General,Treatment,759.805
79896,WST-079896,20250514,12,Paper,Treatment,184.193
79897,WST-079897,20231020,21,General,Recycling,53.935
79898,WST-079898,20221209,27,Plastic,Reuse,258.545
79899,WST-079899,20220524,75,Paper,Recycling,481.679
79900,WST-079900,20240320,57,Paper,Landfill,297.625
79901,WST-079901,20230922,3,General,Reuse,632.614
79902,WST-079902,20221129,62,Plastic,Reuse,893.873
79903,WST-079903,20190822,91,Chemical,Recycling,332.263
79904,WST-079904,20221222,53,General,Recycling,852.658
79905,WST-079905,20210618,57,Plastic,Landfill,990.013
79906,WST-079906,20230204,61,General,Reuse,180.63
79907,WST-079907,20201012,90,General,Reuse,86.625
79908,WST-079908,20210721,17,Paper,Recycling,737.187
79909,WST-079909,20251219,83,Paper,Landfill,318.497
79910,WST-079910,20190312,66,Plastic,Reuse,893.942
79911,WST-079911,20200105,60,Paper,Landfill,567.542
79912,WST-079912,20240326,30,Paper,Recycling,884.292
79913,WST-079913,20220111,1,Plastic,Landfill,271.719
79914,WST-079914,20210706,62,Paper,Reuse,784.152
79915,WST-079915,20220617,43,Chemical,Reuse,519.031
79916,WST-079916,20250919,42,Paper,Landfill,176.822
79917,WST-079917,20220212,11,Plastic,Treatment,909.942
79918,WST-079918,20230311,86,General,Reuse,117.552
79919,WST-079919,20190718,6,General,Recycling,381.281
79920,WST-079920,20210707,14,General,Recycling,766.023
79921,WST-079921,20231021,3,General,Treatment,324.68
79922,WST-079922,20200316,58,Paper,Reuse,798.153
79923,WST-079923,20230816,43,Paper,Recycling,725.306
79924,WST-079924,20221103,65,General,Reuse,563.037
79925,WST-079925,20191216,61,Plastic,Treatment,373.022
79926,WST-079926,20220804,45,Metal,Recycling,834.727
79927,WST-079927,20231001,48,General,Landfill,162.613
79928,WST-079928,20200909,74,Paper,Treatment,536.383
79929,WST-079929,20190725,99,Paper,Landfill,262.897
79930,WST-079930,20231024,67,Chemical,Reuse,450.185
79931,WST-079931,20250219,95,Chemical,Landfill,887.115
79932,WST-079932,20190701,36,Plastic,Treatment,721.09
79933,WST-079933,20190626,65,Metal,Landfill,648.804
79934,WST-079934,20220729,63,Chemical,Reuse,855.053
79935,WST-079935,20220213,67,General,Landfill,248.982
79936,WST-079936,20250405,75,Paper,Landfill,832.735
79937,WST-079937,20210908,59,Plastic,Treatment,492.911
79938,WST-079938,20210203,21,Plastic,Recycling,282.09
79939,WST-079939,20220426,88,Metal,Landfill,369.38
79940,WST-079940,20231026,15,Paper,Landfill,100.268
79941,WST-079941,20200309,56,Plastic,Reuse,972.075
79942,WST-079942,20231009,64,Plastic,Landfill,75.873
79943,WST-079943,20230805,13,General,Treatment,978.91
79944,WST-079944,20200106,4,Paper,Treatment,84.9
79945,WST-079945,20220114,55,Metal,Recycling,614.22
79946,WST-079946,20240206,10,Chemical,Landfill,161.161
79947,WST-079947,20230706,90,Plastic,Recycling,103.038
79948,WST-079948,20210703,2,Chemical,Reuse,107.299
79949,WST-079949,20251009,47,Plastic,Recycling,250.901
79950,WST-079950,20220706,16,Chemical,Treatment,86.529
79951,WST-079951,20240212,72,Metal,Landfill,788.538
79952,WST-079952,20190529,91,Chemical,Recycling,521.63
79953,WST-079953,20231104,75,Paper,Treatment,788.926
79954,WST-079954,20240626,78,General,Treatment,455.22
79955,WST-079955,20190408,58,Plastic,Recycling,627.393
79956,WST-079956,20201016,62,Paper,Recycling,536.336
79957,WST-079957,20220329,85,Paper,Landfill,887.454
79958,WST-079958,20230506,88,General,Recycling,463.684
79959,WST-079959,20190604,28,Paper,Recycling,865.119
79960,WST-079960,20230922,53,General,Treatment,940.454
79961,WST-079961,20201215,13,Paper,Treatment,613.061
79962,WST-079962,20220514,76,General,Reuse,811.248
79963,WST-079963,20220426,47,General,Treatment,999.506
79964,WST-079964,20220919,78,Metal,Recycling,946.618
79965,WST-079965,20220914,1,Chemical,Recycling,908.173
79966,WST-079966,20200305,25,Metal,Treatment,518.539
79967,WST-079967,20200625,3,Chemical,Landfill,874.86
79968,WST-079968,20221224,73,Plastic,Recycling,785.192
79969,WST-079969,20240713,70,Chemical,Treatment,895.676
79970,WST-079970,20210927,49,Metal,Landfill,85.287
79971,WST-079971,20230721,35,Plastic,Treatment,915.753
79972,WST-079972,20220613,31,Paper,Recycling,777.457
79973,WST-079973,20201201,94,Plastic,Reuse,35.911
79974,WST-079974,20220721,82,General,Reuse,99.682
79975,WST-079975,20250104,35,Chemical,Reuse,843.561
79976,WST-079976,20231102,36,Metal,Reuse,186.047
79977,WST-079977,20220910,100,Paper,Reuse,471.739
79978,WST-079978,20250127,35,Metal,Recycling,326.161
79979,WST-079979,20210421,79,Plastic,Treatment,434.675
79980,WST-079980,20220402,78,Paper,Landfill,905.812
79981,WST-079981,20190420,41,General,Treatment,958.724
79982,WST-079982,20240320,7,Metal,Treatment,140.944
79983,WST-079983,20250706,80,Plastic,Recycling,239.598
79984,WST-079984,20191022,63,Plastic,Reuse,450.095
79985,WST-079985,20240713,23,Plastic,Recycling,73.001
79986,WST-079986,20250524,20,Metal,Treatment,381.213
79987,WST-079987,20250625,67,General,Landfill,385.208
79988,WST-079988,20210416,16,Chemical,Treatment,563.734
79989,WST-079989,20221103,16,Paper,Recycling,7.26
79990,WST-079990,20190915,77,Plastic,Recycling,749.207
79991,WST-079991,20210913,75,Chemical,Recycling,18.923
79992,WST-079992,20230122,78,Plastic,Landfill,745.85
79993,WST-079993,20191011,32,Paper,Recycling,969.495
79994,WST-079994,20251215,34,Plastic,Treatment,94.821
79995,WST-079995,20220803,54,General,Landfill,276.362
79996,WST-079996,20190506,15,General,Treatment,90.951
79997,WST-079997,20210618,71,General,Reuse,61.246
79998,WST-079998,20250206,83,Metal,Landfill,286.406
79999,WST-079999,20240426,16,Metal,Reuse,318.639
80000,WST-080000,20200722,17,Chemical,Landfill,456.833
80001,WST-080001,20250718,95,General,Reuse,378.064
80002,WST-080002,20210701,96,Plastic,Reuse,737.943
80003,WST-080003,20211209,55,Paper,Reuse,236.847
80004,WST-080004,20210614,47,Chemical,Treatment,512.494
80005,WST-080005,20210910,77,Metal,Landfill,572.921
80006,WST-080006,20251231,36,Plastic,Treatment,159.675
80007,WST-080007,20251013,58,Plastic,Landfill,359.61
80008,WST-080008,20220612,53,Plastic,Reuse,250.877
80009,WST-080009,20200710,18,Plastic,Recycling,160.266
80010,WST-080010,20230315,81,Paper,Landfill,590.676
80011,WST-080011,20251008,14,Paper,Recycling,916.983
80012,WST-080012,20191015,43,General,Treatment,887.286
80013,WST-080013,20250311,89,Plastic,Treatment,190.481
80014,WST-080014,20200608,36,Paper,Treatment,343.716
80015,WST-080015,20190216,47,Chemical,Recycling,83.928
80016,WST-080016,20220608,44,Metal,Treatment,916.985
80017,WST-080017,20240426,57,Metal,Landfill,871.537
80018,WST-080018,20230408,53,Paper,Recycling,572.145
80019,WST-080019,20230929,89,Chemical,Recycling,874.43
80020,WST-080020,20200216,55,Chemical,Reuse,591.77
80021,WST-080021,20201126,13,Paper,Recycling,162.638
80022,WST-080022,20250808,39,Paper,Reuse,518.489
80023,WST-080023,20210306,41,General,Recycling,214.306
80024,WST-080024,20211010,2,Chemical,Treatment,401.417
80025,WST-080025,20220224,54,Plastic,Landfill,440.907
80026,WST-080026,20201016,50,General,Landfill,214.776
80027,WST-080027,20210418,26,Plastic,Treatment,793.742
80028,WST-080028,20230405,81,Chemical,Landfill,266.486
80029,WST-080029,20240407,98,Paper,Treatment,754.008
80030,WST-080030,20191030,98,General,Reuse,219.009
80031,WST-080031,20251107,7,Plastic,Recycling,209.164
80032,WST-080032,20230907,35,Plastic,Landfill,805.607
80033,WST-080033,20251219,94,Metal,Reuse,269.688
80034,WST-080034,20230209,76,Paper,Reuse,424.993
80035,WST-080035,20200501,27,Chemical,Treatment,94.945
80036,WST-080036,20191007,80,Metal,Treatment,970.337
80037,WST-080037,20250626,1,Chemical,Landfill,560.694
80038,WST-080038,20220303,80,General,Recycling,879.862
80039,WST-080039,20211105,55,Plastic,Landfill,539.569
80040,WST-080040,20200220,16,Metal,Recycling,600.433
80041,WST-080041,20200517,33,Paper,Treatment,965.398
80042,WST-080042,20200429,18,Plastic,Treatment,175.439
80043,WST-080043,20200701,85,Chemical,Landfill,567.179
80044,WST-080044,20201031,69,Plastic,Treatment,84.127
80045,WST-080045,20210616,50,Chemical,Treatment,26.765
80046,WST-080046,20210421,93,Plastic,Reuse,285.615
80047,WST-080047,20250810,33,Paper,Landfill,916.84
80048,WST-080048,20200713,31,Chemical,Reuse,822.91
80049,WST-080049,20201124,51,General,Reuse,840.773
80050,WST-080050,20250531,23,Plastic,Recycling,174.085
80051,WST-080051,20210505,10,Chemical,Reuse,441.857
80052,WST-080052,20200112,100,Metal,Recycling,732.118
80053,WST-080053,20200410,9,Chemical,Recycling,359.202
80054,WST-080054,20210614,40,Paper,Landfill,10.216
80055,WST-080055,20240206,38,Plastic,Landfill,995.571
80056,WST-080056,20230321,3,Metal,Reuse,502.542
80057,WST-080057,20221111,88,General,Reuse,271.133
80058,WST-080058,20211002,36,Paper,Reuse,793.382
80059,WST-080059,20240109,75,Plastic,Recycling,442.799
80060,WST-080060,20250408,90,Chemical,Reuse,223.197
80061,WST-080061,20201219,70,Paper,Treatment,248.227
80062,WST-080062,20210701,88,Paper,Landfill,608.018
80063,WST-080063,20240404,76,Plastic,Recycling,436.824
80064,WST-080064,20211122,93,Paper,Recycling,514.866
80065,WST-080065,20200807,32,General,Reuse,360.412
80066,WST-080066,20220302,8,Metal,Recycling,579.573
80067,WST-080067,20241022,22,Plastic,Landfill,240.47
80068,WST-080068,20191213,94,Paper,Treatment,21.45
80069,WST-080069,20220701,58,Chemical,Reuse,619.671
80070,WST-080070,20220912,89,General,Treatment,724.17
80071,WST-080071,20240128,94,Chemical,Reuse,528.18
80072,WST-080072,20230922,58,Plastic,Treatment,726.562
80073,WST-080073,20200207,72,Paper,Recycling,305.588
80074,WST-080074,20240417,4,Plastic,Reuse,54.029
80075,WST-080075,20190204,35,Plastic,Treatment,608.412
80076,WST-080076,20200723,34,Plastic,Treatment,529.161
80077,WST-080077,20200707,25,Metal,Landfill,224.445
80078,WST-080078,20200122,46,General,Reuse,767.134
80079,WST-080079,20240628,93,Plastic,Treatment,452.383
80080,WST-080080,20230119,36,Plastic,Reuse,176.476
80081,WST-080081,20241120,100,Plastic,Reuse,912.588
80082,WST-080082,20250615,72,General,Treatment,440.793
80083,WST-080083,20250123,29,Metal,Landfill,232.895
80084,WST-080084,20220603,30,Chemical,Treatment,607.939
80085,WST-080085,20210413,63,General,Treatment,243.97
80086,WST-080086,20231028,37,Metal,Treatment,912.652
80087,WST-080087,20240630,6,Chemical,Treatment,999.811
80088,WST-080088,20220717,86,Plastic,Landfill,650.587
80089,WST-080089,20231201,4,Chemical,Recycling,377.695
80090,WST-080090,20230616,87,Plastic,Treatment,692.283
80091,WST-080091,20220224,99,Chemical,Treatment,140.28
80092,WST-080092,20230922,85,Paper,Landfill,987.106
80093,WST-080093,20190410,38,Chemical,Reuse,824.948
80094,WST-080094,20250624,85,Chemical,Reuse,319.754
80095,WST-080095,20230830,17,Chemical,Reuse,900.921
80096,WST-080096,20231224,40,Paper,Treatment,972.38
80097,WST-080097,20190901,74,General,Recycling,235.964
80098,WST-080098,20190406,19,Plastic,Treatment,180.196
80099,WST-080099,20200809,62,Plastic,Landfill,308.075
80100,WST-080100,20220918,30,Paper,Recycling,125.35
80101,WST-080101,20250213,7,Paper,Treatment,157.658
80102,WST-080102,20210209,47,Chemical,Treatment,555.791
80103,WST-080103,20200807,51,Paper,Recycling,283.43
80104,WST-080104,20210616,97,Paper,Treatment,922.199
80105,WST-080105,20220525,10,Paper,Recycling,847.857
80106,WST-080106,20250210,59,Metal,Landfill,517.016
80107,WST-080107,20240621,3,Chemical,Landfill,198.342
80108,WST-080108,20200614,46,Metal,Treatment,584.557
80109,WST-080109,20211004,59,Plastic,Treatment,147.965
80110,WST-080110,20230707,57,Plastic,Treatment,127.452
80111,WST-080111,20211217,43,Plastic,Landfill,795.73
80112,WST-080112,20200609,86,Chemical,Reuse,740.833
80113,WST-080113,20240131,28,Chemical,Recycling,509.156
80114,WST-080114,20241231,33,Plastic,Landfill,903.523
80115,WST-080115,20210417,62,Plastic,Reuse,257.508
80116,WST-080116,20240710,60,Paper,Landfill,575.022
80117,WST-080117,20240403,20,Plastic,Treatment,806.885
80118,WST-080118,20230621,22,Chemical,Landfill,554.348
80119,WST-080119,20200429,25,General,Landfill,955.447
80120,WST-080120,20190831,45,Paper,Reuse,435.58
80121,WST-080121,20220421,5,Plastic,Recycling,351.17
80122,WST-080122,20190119,72,Metal,Recycling,530.55
80123,WST-080123,20210726,46,Plastic,Recycling,772.723
80124,WST-080124,20210221,10,Plastic,Reuse,52.529
80125,WST-080125,20200921,52,Metal,Reuse,86.534
80126,WST-080126,20220406,95,Paper,Reuse,106.579
80127,WST-080127,20200817,97,Chemical,Recycling,284.592
80128,WST-080128,20220414,91,General,Recycling,741.034
80129,WST-080129,20201124,63,General,Recycling,666.326
80130,WST-080130,20190604,4,Chemical,Reuse,841.414
80131,WST-080131,20201205,15,Plastic,Recycling,339.133
80132,WST-080132,20230211,67,Chemical,Landfill,222.681
80133,WST-080133,20250320,65,Chemical,Reuse,501.529
80134,WST-080134,20250411,41,Chemical,Recycling,701.89
80135,WST-080135,20200903,38,Chemical,Recycling,60.683
