emissions_key,emissions_id,date_key,location_key,emissions_category,unit_of_measure,co2_emissions
86323,EMS-086323,20250329,43,Transportation,kg,2063.147
86324,EMS-086324,20240213,40,Direct Emissions,kg,1040.31
86325,EMS-086325,20240308,35,Direct Emissions,kg,1028.76
86326,EMS-086326,20190812,19,Direct Emissions,kg,1132.228
86327,EMS-086327,20240328,41,Purchased Energy,kg,996.687
86328,EMS-086328,20241219,83,Purchased Energy,kg,257.746
86329,EMS-086329,20240307,6,Direct Emissions,kg,490.985
86330,EMS-086330,20210211,66,Transportation,kg,1074.113
86331,EMS-086331,20220429,94,Purchased Energy,kg,205.07
86332,EMS-086332,20200929,39,Direct Emissions,kg,1131.895
86333,EMS-086333,20250922,17,Direct Emissions,kg,505.27
86334,EMS-086334,20220315,98,Direct Emissions,kg,586.28
86335,EMS-086335,20230713,46,Purchased Energy,kg,577.907
86336,EMS-086336,20240510,58,Direct Emissions,kg,994.524
86337,EMS-086337,20240709,61,Purchased Energy,kg,915.805
86338,EMS-086338,20200411,93,Transportation,kg,329.238
86339,EMS-086339,20250321,54,Direct Emissions,kg,1051.733
86340,EMS-086340,20200916,50,Direct Emissions,kg,1691.741
86341,EMS-086341,20250829,8,Purchased Energy,kg,339.889
86342,EMS-086342,20230614,61,Direct Emissions,kg,500.756
86343,EMS-086343,20221210,11,Direct Emissions,kg,895.69
86344,EMS-086344,20241201,17,Purchased Energy,kg,425.531
86345,EMS-086345,20231107,93,Direct Emissions,kg,1534.253
86346,EMS-086346,20240603,37,Direct Emissions,kg,2234.726
86347,EMS-086347,20240423,37,Purchased Energy,kg,1090.262
86348,EMS-086348,20230224,22,Purchased Energy,kg,508.43
86349,EMS-086349,20210508,3,Purchased Energy,kg,495.323
86350,EMS-086350,20230317,13,Transportation,kg,1854.591
86351,EMS-086351,20210702,98,Direct Emissions,kg,738.772
86352,EMS-086352,20221013,4,Direct Emissions,kg,703.961
86353,EMS-086353,20190430,66,Direct Emissions,kg,1145.072
86354,EMS-086354,20210618,18,Purchased Energy,kg,562.897
86355,EMS-086355,20190126,92,Purchased Energy,kg,696.203
86356,EMS-086356,20210923,82,Transportation,kg,366.864
86357,EMS-086357,20250204,14,Direct Emissions,kg,2139.457
86358,EMS-086358,20240229,75,Purchased Energy,kg,870.39
86359,EMS-086359,20251101,31,Purchased Energy,kg,657.284
86360,EMS-086360,20250828,71,Direct Emissions,kg,1913.919
86361,EMS-086361,20241213,11,Purchased Energy,kg,187.534
86362,EMS-086362,20190802,87,Direct Emissions,kg,478.876
86363,EMS-086363,20190525,29,Direct Emissions,kg,1091.134
86364,EMS-086364,20231224,70,Purchased Energy,kg,243.663
86365,EMS-086365,20231027,19,Direct Emissions,kg,1648.534
86366,EMS-086366,20210303,68,Transportation,kg,1592.392
86367,EMS-086367,20230425,4,Purchased Energy,kg,253.261
86368,EMS-086368,20200901,58,Purchased Energy,kg,1382.968
86369,EMS-086369,20200108,84,Direct Emissions,kg,417.92
86370,EMS-086370,20190424,58,Direct Emissions,kg,658.736
86371,EMS-086371,20220105,3,Purchased Energy,kg,246.485
86372,EMS-086372,20230127,40,Direct Emissions,kg,414.238
86373,EMS-086373,20191012,41,Direct Emissions,kg,633.943
86374,EMS-086374,20190518,74,Direct Emissions,kg,660.293
86375,EMS-086375,20251220,16,Direct Emissions,kg,371.153
86376,EMS-086376,20190118,83,Direct Emissions,kg,752.897
86377,EMS-086377,20200330,35,Purchased Energy,kg,634.362
86378,EMS-086378,20210511,20,Direct Emissions,kg,1047.964
86379,EMS-086379,20230402,54,Direct Emissions,kg,1328.526
86380,EMS-086380,20200903,58,Purchased Energy,kg,437.128
86381,EMS-086381,20230916,24,Direct Emissions,kg,1218.139
86382,EMS-086382,20230114,66,Direct Emissions,kg,513.03
86383,EMS-086383,20190125,98,Purchased Energy,kg,500.941
86384,EMS-086384,20211221,5,Purchased Energy,kg,756.7
86385,EMS-086385,20230326,69,Purchased Energy,kg,951.684
86386,EMS-086386,20230718,40,Purchased Energy,kg,716.176
86387,EMS-086387,20241013,64,Transportation,kg,1718.687
86388,EMS-086388,20251023,2,Direct Emissions,kg,1996.371
86389,EMS-086389,20230602,58,Direct Emissions,kg,1224.231
86390,EMS-086390,20220121,76,Direct Emissions,kg,258.2
86391,EMS-086391,20190701,27,Direct Emissions,kg,3593.04
86392,EMS-086392,20220112,18,Purchased Energy,kg,402.918
86393,EMS-086393,20250715,34,Transportation,kg,2091.208
86394,EMS-086394,20240519,53,Purchased Energy,kg,919.677
86395,EMS-086395,20221202,12,Purchased Energy,kg,202.152
86396,EMS-086396,20200908,90,Direct Emissions,kg,253.524
86397,EMS-086397,20240712,49,Purchased Energy,kg,374.781
86398,EMS-086398,20201106,20,Purchased Energy,kg,369.6
86399,EMS-086399,20190415,96,Direct Emissions,kg,1201.463
86400,EMS-086400,20210912,98,Direct Emissions,kg,849.061
86401,EMS-086401,20200610,22,Direct Emissions,kg,717.007
86402,EMS-086402,20240618,25,Purchased Energy,kg,438.303
86403,EMS-086403,20211126,41,Direct Emissions,kg,842.523
86404,EMS-086404,20200506,43,Transportation,kg,1230.436
86405,EMS-086405,20220721,91,Purchased Energy,kg,2205.811
86406,EMS-086406,20240716,27,Purchased Energy,kg,233.012
86407,EMS-086407,20200504,33,Purchased Energy,kg,572.033
86408,EMS-086408,20231212,72,Purchased Energy,kg,881.359
86409,EMS-086409,20241217,41,Purchased Energy,kg,874.712
86410,EMS-086410,20230412,1,Purchased Energy,kg,876.504
86411,EMS-086411,20220302,85,Direct Emissions,kg,672.702
86412,EMS-086412,20211214,94,Purchased Energy,kg,442.657
86413,EMS-086413,20191228,94,Purchased Energy,kg,119.779
86414,EMS-086414,20220202,37,Purchased Energy,kg,815.218
86415,EMS-086415,20210326,40,Direct Emissions,kg,554.107
86416,EMS-086416,20210814,59,Purchased Energy,kg,415.156
86417,EMS-086417,20250810,11,Transportation,kg,695.955
86418,EMS-086418,20200814,31,Direct Emissions,kg,535.773
86419,EMS-086419,20190126,10,Purchased Energy,kg,288.143
86420,EMS-086420,20201024,13,Purchased Energy,kg,168.515
86421,EMS-086421,20201028,2,Transportation,kg,978.817
86422,EMS-086422,20220730,50,Purchased Energy,kg,629.187
86423,EMS-086423,20190625,62,Purchased Energy,kg,642.063
86424,EMS-086424,20241124,47,Direct Emissions,kg,352.133
86425,EMS-086425,20210410,67,Direct Emissions,kg,4639.569
86426,EMS-086426,20210320,91,Direct Emissions,kg,626.295
86427,EMS-086427,20190514,77,Purchased Energy,kg,596.513
86428,EMS-086428,20200227,2,Purchased Energy,kg,443.815
86429,EMS-086429,20210707,5,Purchased Energy,kg,329.081
86430,EMS-086430,20240522,88,Direct Emissions,kg,1417.232
86431,EMS-086431,20221126,58,Purchased Energy,kg,722.666
86432,EMS-086432,20220426,2,Transportation,kg,1631.434
86433,EMS-086433,20210110,63,Transportation,kg,942.22
86434,EMS-086434,20251218,44,Purchased Energy,kg,614.966
86435,EMS-086435,20210831,8,Purchased Energy,kg,834.293
86436,EMS-086436,20240409,45,Purchased Energy,kg,1342.927
86437,EMS-086437,20210112,88,Purchased Energy,kg,421.631
86438,EMS-086438,20250422,57,Purchased Energy,kg,335.08
86439,EMS-086439,20211017,28,Transportation,kg,1032.347
86440,EMS-086440,20240913,73,Direct Emissions,kg,881.004
86441,EMS-086441,20241007,44,Purchased Energy,kg,297.315
86442,EMS-086442,20220523,14,Purchased Energy,kg,736.885
86443,EMS-086443,20191020,54,Purchased Energy,kg,664.766
86444,EMS-086444,20250627,4,Purchased Energy,kg,1793.682
86445,EMS-086445,20210718,71,Purchased Energy,kg,306.48
86446,EMS-086446,20251003,66,Direct Emissions,kg,976.834
86447,EMS-086447,20211008,1,Direct Emissions,kg,600.97
86448,EMS-086448,20231029,47,Direct Emissions,kg,560.696
86449,EMS-086449,20200526,33,Transportation,kg,1943.918
86450,EMS-086450,20220810,76,Transportation,kg,1261.881
86451,EMS-086451,20250203,56,Direct Emissions,kg,1249.219
86452,EMS-086452,20220215,62,Transportation,kg,667.393
86453,EMS-086453,20190313,75,Direct Emissions,kg,419.369
86454,EMS-086454,20240325,78,Transportation,kg,3561.188
86455,EMS-086455,20200615,96,Purchased Energy,kg,157.688
86456,EMS-086456,20230425,26,Purchased Energy,kg,275.994
86457,EMS-086457,20190209,38,Transportation,kg,1202.462
86458,EMS-086458,20250215,21,Transportation,kg,1789.073
86459,EMS-086459,20220511,48,Purchased Energy,kg,1092.437
86460,EMS-086460,20250318,90,Purchased Energy,kg,1475.908
86461,EMS-086461,20220413,2,Purchased Energy,kg,753.775
86462,EMS-086462,20250102,25,Transportation,kg,1515.077
86463,EMS-086463,20200810,95,Purchased Energy,kg,290.494
86464,EMS-086464,20230708,84,Purchased Energy,kg,359.907
86465,EMS-086465,20210507,92,Purchased Energy,kg,304.971
86466,EMS-086466,20190913,39,Transportation,kg,525.312
86467,EMS-086467,20210712,88,Direct Emissions,kg,1226.603
86468,EMS-086468,20241010,29,Direct Emissions,kg,924.687
86469,EMS-086469,20230105,26,Direct Emissions,kg,517.254
86470,EMS-086470,20220124,74,Direct Emissions,kg,759.821
86471,EMS-086471,20251028,42,Direct Emissions,kg,1402.967
86472,EMS-086472,20250319,39,Purchased Energy,kg,2114.584
86473,EMS-086473,20210116,31,Purchased Energy,kg,846.834
86474,EMS-086474,20230123,54,Purchased Energy,kg,403.495
86475,EMS-086475,20250306,56,Purchased Energy,kg,220.147
86476,EMS-086476,20230714,37,Purchased Energy,kg,484.286
86477,EMS-086477,20210427,95,Direct Emissions,kg,522.077
86478,EMS-086478,20220610,80,Purchased Energy,kg,193.571
86479,EMS-086479,20210108,57,Direct Emissions,kg,1529.044
86480,EMS-086480,20200818,63,Purchased Energy,kg,785.408
86481,EMS-086481,20220621,2,Transportation,kg,3312.923
86482,EMS-086482,20240903,32,Purchased Energy,kg,455.616
86483,EMS-086483,20240205,88,Purchased Energy,kg,199.633
86484,EMS-086484,20190419,99,Direct Emissions,kg,1274.817
86485,EMS-086485,20251118,48,Purchased Energy,kg,726.962
86486,EMS-086486,20201119,82,Purchased Energy,kg,360.856
86487,EMS-086487,20250604,91,Direct Emissions,kg,879.604
86488,EMS-086488,20251209,74,Direct Emissions,kg,458.353
86489,EMS-086489,20230612,24,Transportation,kg,2047.717
86490,EMS-086490,20190325,52,Direct Emissions,kg,760.055
86491,EMS-086491,20220916,96,Direct Emissions,kg,1921.312
86492,EMS-086492,20250214,18,Purchased Energy,kg,469.622
86493,EMS-086493,20230513,37,Purchased Energy,kg,1204.894
86494,EMS-086494,20240405,92,Direct Emissions,kg,552.018
86495,EMS-086495,20211210,12,Purchased Energy,kg,412.528
86496,EMS-086496,20190320,98,Purchased Energy,kg,293.08
86497,EMS-086497,20240119,45,Direct Emissions,kg,1176.22
86498,EMS-086498,20190128,80,Direct Emissions,kg,684.19
86499,EMS-086499,20231229,13,Purchased Energy,kg,1132.907
86500,EMS-086500,20190603,99,Direct Emissions,kg,232.014
86501,EMS-086501,20230116,32,Direct Emissions,kg,485.074
86502,EMS-086502,20241109,67,Transportation,kg,1093.305
86503,EMS-086503,20250902,5,Direct Emissions,kg,1059.242
86504,EMS-086504,20241206,81,Transportation,kg,1466.09
86505,EMS-086505,20221118,94,Direct Emissions,kg,565.767
86506,EMS-086506,20210928,90,Purchased Energy,kg,751.013
86507,EMS-086507,20240616,2,Purchased Energy,kg,423.184
86508,EMS-086508,20200820,51,Purchased Energy,kg,1082.527
86509,EMS-086509,20190629,68,Purchased Energy,kg,351.805
86510,EMS-086510,20250413,49,Direct Emissions,kg,428.742
86511,EMS-086511,20191119,31,Direct Emissions,kg,1094.455
86512,EMS-086512,20250401,41,Direct Emissions,kg,2380.276
86513,EMS-086513,20211203,93,Transportation,kg,3606.311
86514,EMS-086514,20240607,86,Purchased Energy,kg,498.133
86515,EMS-086515,20190407,98,Purchased Energy,kg,459.467
86516,EMS-086516,20190104,14,Direct Emissions,kg,1266.908
86517,EMS-086517,20221119,99,Purchased Energy,kg,227.774
86518,EMS-086518,20230303,66,Direct Emissions,kg,557.432
86519,EMS-086519,20210814,53,Purchased Energy,kg,532.93
86520,EMS-086520,20240528,97,Purchased Energy,kg,288.04
86521,EMS-086521,20240217,65,Purchased Energy,kg,1077.589
86522,EMS-086522,20250822,48,Purchased Energy,kg,951.736
86523,EMS-086523,20240128,50,Direct Emissions,kg,1348.861
86524,EMS-086524,20220523,45,Purchased Energy,kg,1145.815
86525,EMS-086525,20250208,67,Direct Emissions,kg,293.689
86526,EMS-086526,20250818,99,Direct Emissions,kg,1632.611
86527,EMS-086527,20251025,63,Purchased Energy,kg,579.196
86528,EMS-086528,20190712,98,Purchased Energy,kg,296.193
86529,EMS-086529,20190517,93,Purchased Energy,kg,304.499
86530,EMS-086530,20250704,18,Purchased Energy,kg,1887.412
86531,EMS-086531,20240311,97,Purchased Energy,kg,422.658
86532,EMS-086532,20200907,73,Purchased Energy,kg,1749.847
86533,EMS-086533,20190604,7,Purchased Energy,kg,678.566
86534,EMS-086534,20221027,63,Purchased Energy,kg,387.662
86535,EMS-086535,20250629,34,Transportation,kg,2644.581
86536,EMS-086536,20190623,76,Direct Emissions,kg,2006.319
86537,EMS-086537,20190820,83,Direct Emissions,kg,825.641
86538,EMS-086538,20210421,62,Direct Emissions,kg,713.883
86539,EMS-086539,20251022,37,Purchased Energy,kg,1309.487
86540,EMS-086540,20251125,68,Purchased Energy,kg,513.772
86541,EMS-086541,20240626,79,Direct Emissions,kg,747.583
86542,EMS-086542,20200905,18,Direct Emissions,kg,1053.455
86543,EMS-086543,20220216,36,Purchased Energy,kg,327.899
86544,EMS-086544,20210905,50,Purchased Energy,kg,1063.348
86545,EMS-086545,20230510,30,Direct Emissions,kg,1083.583
86546,EMS-086546,20240911,16,Purchased Energy,kg,887.622
86547,EMS-086547,20210628,70,Direct Emissions,kg,2251.077
86548,EMS-086548,20210616,95,Purchased Energy,kg,359.998
86549,EMS-086549,20211206,29,Direct Emissions,kg,669.33
86550,EMS-086550,20240321,22,Direct Emissions,kg,216.595
86551,EMS-086551,20190118,74,Direct Emissions,kg,416.328
86552,EMS-086552,20220103,5,Purchased Energy,kg,486.785
86553,EMS-086553,20240522,96,Purchased Energy,kg,327.462
86554,EMS-086554,20210211,51,Transportation,kg,1097.85
86555,EMS-086555,20231025,87,Purchased Energy,kg,1005.313
86556,EMS-086556,20241111,71,Direct Emissions,kg,997.648
86557,EMS-086557,20220309,49,Direct Emissions,kg,700.927
86558,EMS-086558,20210913,25,Transportation,kg,1978.316
86559,EMS-086559,20250203,51,Transportation,kg,1289.754
86560,EMS-086560,20220721,61,Direct Emissions,kg,606.471
86561,EMS-086561,20190102,51,Direct Emissions,kg,928.93
86562,EMS-086562,20190924,51,Purchased Energy,kg,85.08
86563,EMS-086563,20210105,91,Direct Emissions,kg,1106.31
86564,EMS-086564,20250610,100,Direct Emissions,kg,583.788
86565,EMS-086565,20230115,87,Purchased Energy,kg,324.814
86566,EMS-086566,20250703,5,Direct Emissions,kg,2440.137
86567,EMS-086567,20190524,99,Transportation,kg,562.465
86568,EMS-086568,20230824,21,Transportation,kg,2025.573
86569,EMS-086569,20250718,33,Direct Emissions,kg,728.091
86570,EMS-086570,20190205,96,Direct Emissions,kg,786.144
86571,EMS-086571,20240609,66,Purchased Energy,kg,256.836
86572,EMS-086572,20200910,51,Direct Emissions,kg,469.439
86573,EMS-086573,20250812,82,Purchased Energy,kg,188.974
86574,EMS-086574,20200803,73,Purchased Energy,kg,920.484
86575,EMS-086575,20240708,64,Direct Emissions,kg,2145.04
86576,EMS-086576,20211119,48,Purchased Energy,kg,779.431
86577,EMS-086577,20241205,18,Transportation,kg,565.603
86578,EMS-086578,20211218,85,Direct Emissions,kg,1005.814
86579,EMS-086579,20210826,75,Purchased Energy,kg,1434.742
86580,EMS-086580,20231213,74,Direct Emissions,kg,876.52
86581,EMS-086581,20191120,62,Purchased Energy,kg,731.011
86582,EMS-086582,20211230,31,Direct Emissions,kg,282.22
86583,EMS-086583,20250518,25,Direct Emissions,kg,891.385
86584,EMS-086584,20220522,52,Direct Emissions,kg,218.396
86585,EMS-086585,20240204,93,Direct Emissions,kg,394.689
86586,EMS-086586,20230526,45,Purchased Energy,kg,675.129
86587,EMS-086587,20200910,64,Direct Emissions,kg,1218.851
86588,EMS-086588,20230316,10,Purchased Energy,kg,1188.753
86589,EMS-086589,20250428,55,Purchased Energy,kg,311.155
86590,EMS-086590,20220130,22,Purchased Energy,kg,227.305
86591,EMS-086591,20220914,27,Direct Emissions,kg,902.3
86592,EMS-086592,20200118,17,Purchased Energy,kg,308.014
86593,EMS-086593,20250214,48,Direct Emissions,kg,283.752
86594,EMS-086594,20190824,99,Direct Emissions,kg,844.106
86595,EMS-086595,20240815,31,Purchased Energy,kg,759.006
86596,EMS-086596,20230908,12,Purchased Energy,kg,618.19
86597,EMS-086597,20210510,70,Transportation,kg,2906.966
86598,EMS-086598,20190103,62,Direct Emissions,kg,158.634
86599,EMS-086599,20210518,91,Direct Emissions,kg,370.704
86600,EMS-086600,20190825,86,Direct Emissions,kg,1577.879
86601,EMS-086601,20191211,78,Direct Emissions,kg,1298.364
86602,EMS-086602,20231125,49,Purchased Energy,kg,326.603
86603,EMS-086603,20231104,39,Transportation,kg,1375.61
86604,EMS-086604,20210719,58,Direct Emissions,kg,1424.234
86605,EMS-086605,20220517,50,Direct Emissions,kg,664.72
86606,EMS-086606,20220212,11,Purchased Energy,kg,330.123
86607,EMS-086607,20190911,43,Direct Emissions,kg,952.064
86608,EMS-086608,20220112,61,Transportation,kg,1394.404
86609,EMS-086609,20230814,72,Direct Emissions,kg,265.073
86610,EMS-086610,20211214,57,Purchased Energy,kg,357.618
86611,EMS-086611,20250501,10,Purchased Energy,kg,476.624
86612,EMS-086612,20190612,19,Purchased Energy,kg,826.87
86613,EMS-086613,20210130,24,Direct Emissions,kg,1390.14
86614,EMS-086614,20200815,67,Direct Emissions,kg,1841.179
86615,EMS-086615,20210125,89,Direct Emissions,kg,978.31
86616,EMS-086616,20250709,100,Purchased Energy,kg,127.428
86617,EMS-086617,20190911,15,Purchased Energy,kg,157.029
86618,EMS-086618,20211202,36,Purchased Energy,kg,238.313
86619,EMS-086619,20191227,40,Direct Emissions,kg,1445.98
86620,EMS-086620,20230929,98,Purchased Energy,kg,146.705
86621,EMS-086621,20250211,98,Purchased Energy,kg,780.346
86622,EMS-086622,20231022,6,Purchased Energy,kg,461.133
86623,EMS-086623,20220917,50,Direct Emissions,kg,931.207
86624,EMS-086624,20251021,17,Purchased Energy,kg,871.871
86625,EMS-086625,20200506,61,Direct Emissions,kg,362.48
86626,EMS-086626,20231229,75,Transportation,kg,706.485
86627,EMS-086627,20210925,88,Purchased Energy,kg,706.799
86628,EMS-086628,20231026,94,Direct Emissions,kg,845.364
86629,EMS-086629,20251103,74,Purchased Energy,kg,1317.122
86630,EMS-086630,20230709,62,Purchased Energy,kg,438.339
86631,EMS-086631,20220719,20,Purchased Energy,kg,635.343
86632,EMS-086632,20250929,71,Purchased Energy,kg,2029.903
86633,EMS-086633,20210413,50,Direct Emissions,kg,627.878
86634,EMS-086634,20210831,77,Direct Emissions,kg,546.127
86635,EMS-086635,20250830,65,Purchased Energy,kg,1049.793
86636,EMS-086636,20220507,30,Direct Emissions,kg,1112.983
86637,EMS-086637,20210423,6,Direct Emissions,kg,345.543
86638,EMS-086638,20200404,81,Purchased Energy,kg,723.979
86639,EMS-086639,20190614,86,Direct Emissions,kg,421.109
86640,EMS-086640,20240826,12,Direct Emissions,kg,1287.273
86641,EMS-086641,20230314,52,Purchased Energy,kg,273.973
86642,EMS-086642,20190922,91,Direct Emissions,kg,1109.291
86643,EMS-086643,20250815,98,Direct Emissions,kg,1340.857
86644,EMS-086644,20250322,79,Transportation,kg,694.589
86645,EMS-086645,20221025,5,Purchased Energy,kg,225.14
86646,EMS-086646,20201023,98,Direct Emissions,kg,708.525
86647,EMS-086647,20250609,41,Direct Emissions,kg,1341.088
86648,EMS-086648,20230218,36,Purchased Energy,kg,404.449
86649,EMS-086649,20210407,78,Direct Emissions,kg,1684.308
86650,EMS-086650,20190206,54,Transportation,kg,1117.204
86651,EMS-086651,20250109,95,Purchased Energy,kg,615.043
86652,EMS-086652,20211026,93,Direct Emissions,kg,562.084
86653,EMS-086653,20220522,49,Purchased Energy,kg,901.748
86654,EMS-086654,20240709,61,Direct Emissions,kg,807.958
86655,EMS-086655,20210331,1,Purchased Energy,kg,227.077
86656,EMS-086656,20200420,75,Direct Emissions,kg,243.273
86657,EMS-086657,20200717,73,Transportation,kg,1174.899
86658,EMS-086658,20211019,9,Direct Emissions,kg,613.917
86659,EMS-086659,20190425,18,Transportation,kg,629.587
86660,EMS-086660,20210514,38,Direct Emissions,kg,1591.481
86661,EMS-086661,20200612,81,Transportation,kg,621.129
86662,EMS-086662,20240516,92,Purchased Energy,kg,1308.932
86663,EMS-086663,20250221,2,Direct Emissions,kg,1608.999
86664,EMS-086664,20250508,13,Direct Emissions,kg,1252.348
86665,EMS-086665,20250815,85,Purchased Energy,kg,924.999
86666,EMS-086666,20210826,12,Purchased Energy,kg,339.61
86667,EMS-086667,20211114,88,Direct Emissions,kg,227.73
86668,EMS-086668,20221010,34,Purchased Energy,kg,565.597
86669,EMS-086669,20251226,50,Purchased Energy,kg,314.49
86670,EMS-086670,20250527,27,Purchased Energy,kg,2288.95
86671,EMS-086671,20240704,31,Purchased Energy,kg,741.831
86672,EMS-086672,20241005,73,Direct Emissions,kg,2169.358
86673,EMS-086673,20230206,56,Purchased Energy,kg,368.396
86674,EMS-086674,20221218,52,Purchased Energy,kg,800.753
86675,EMS-086675,20241203,100,Purchased Energy,kg,1028.193
86676,EMS-086676,20211115,67,Purchased Energy,kg,125.705
86677,EMS-086677,20210112,27,Purchased Energy,kg,707.066
86678,EMS-086678,20190110,81,Direct Emissions,kg,697.89
86679,EMS-086679,20240329,77,Purchased Energy,kg,342.43
86680,EMS-086680,20210827,31,Direct Emissions,kg,545.003
86681,EMS-086681,20250228,82,Purchased Energy,kg,721.53
86682,EMS-086682,20220519,79,Purchased Energy,kg,1112.644
86683,EMS-086683,20190324,8,Purchased Energy,kg,646.337
86684,EMS-086684,20210808,93,Purchased Energy,kg,264.391
86685,EMS-086685,20220420,64,Purchased Energy,kg,1008.691
86686,EMS-086686,20200303,47,Direct Emissions,kg,831.653
86687,EMS-086687,20210305,67,Purchased Energy,kg,213.152
86688,EMS-086688,20211007,52,Direct Emissions,kg,494.189
86689,EMS-086689,20190106,7,Direct Emissions,kg,263.633
86690,EMS-086690,20231231,53,Transportation,kg,981.995
86691,EMS-086691,20251121,81,Purchased Energy,kg,1525.651
86692,EMS-086692,20190604,4,Direct Emissions,kg,374.519
86693,EMS-086693,20240901,10,Purchased Energy,kg,345.365
86694,EMS-086694,20250129,33,Direct Emissions,kg,1076.248
86695,EMS-086695,20230615,88,Purchased Energy,kg,442.879
86696,EMS-086696,20240906,75,Direct Emissions,kg,1441.853
86697,EMS-086697,20240427,56,Purchased Energy,kg,369.26
86698,EMS-086698,20200708,80,Direct Emissions,kg,1280.567
86699,EMS-086699,20231024,82,Purchased Energy,kg,2005.351
86700,EMS-086700,20190524,47,Transportation,kg,2521.174
86701,EMS-086701,20190206,76,Purchased Energy,kg,322.926
86702,EMS-086702,20190612,35,Direct Emissions,kg,2231.211
86703,EMS-086703,20250903,9,Direct Emissions,kg,809.577
86704,EMS-086704,20221014,94,Transportation,kg,1125.831
86705,EMS-086705,20190110,2,Direct Emissions,kg,941.851
86706,EMS-086706,20220710,91,Direct Emissions,kg,249.34
86707,EMS-086707,20200109,49,Purchased Energy,kg,359.559
86708,EMS-086708,20210817,89,Transportation,kg,2326.62
86709,EMS-086709,20221025,18,Purchased Energy,kg,486.806
86710,EMS-086710,20231015,99,Purchased Energy,kg,724.123
86711,EMS-086711,20221216,81,Direct Emissions,kg,1466.676
86712,EMS-086712,20250602,50,Direct Emissions,kg,1401.273
86713,EMS-086713,20210228,32,Purchased Energy,kg,492.026
86714,EMS-086714,20231208,8,Direct Emissions,kg,621.207
86715,EMS-086715,20220719,68,Purchased Energy,kg,343.696
86716,EMS-086716,20231124,36,Direct Emissions,kg,763.765
86717,EMS-086717,20240319,78,Direct Emissions,kg,323.8
86718,EMS-086718,20250325,57,Purchased Energy,kg,443.015
86719,EMS-086719,20190603,14,Direct Emissions,kg,1541.599
86720,EMS-086720,20201011,43,Purchased Energy,kg,438.266
86721,EMS-086721,20190104,88,Direct Emissions,kg,163.16
86722,EMS-086722,20210411,61,Direct Emissions,kg,761.931
86723,EMS-086723,20250501,79,Purchased Energy,kg,535.802
86724,EMS-086724,20201120,23,Direct Emissions,kg,929.247
86725,EMS-086725,20210422,82,Purchased Energy,kg,258.987
86726,EMS-086726,20200422,32,Purchased Energy,kg,528.887
86727,EMS-086727,20251120,95,Direct Emissions,kg,1926.016
86728,EMS-086728,20230418,9,Purchased Energy,kg,397.555
86729,EMS-086729,20211212,41,Purchased Energy,kg,310.955
86730,EMS-086730,20250325,81,Direct Emissions,kg,506.817
86731,EMS-086731,20221004,82,Direct Emissions,kg,716.722
86732,EMS-086732,20211214,83,Transportation,kg,1064.762
86733,EMS-086733,20191005,50,Direct Emissions,kg,338.717
86734,EMS-086734,20190319,78,Purchased Energy,kg,477.723
86735,EMS-086735,20240104,47,Purchased Energy,kg,354.393
86736,EMS-086736,20190222,85,Purchased Energy,kg,1336.064
86737,EMS-086737,20250414,89,Purchased Energy,kg,984.004
86738,EMS-086738,20240305,13,Direct Emissions,kg,613.907
86739,EMS-086739,20200527,47,Transportation,kg,354.012
86740,EMS-086740,20190419,80,Direct Emissions,kg,975.89
86741,EMS-086741,20210420,39,Direct Emissions,kg,660.037
86742,EMS-086742,20220108,48,Transportation,kg,885.44
86743,EMS-086743,20250811,2,Direct Emissions,kg,1062.545
86744,EMS-086744,20230215,44,Direct Emissions,kg,498.978
86745,EMS-086745,20190225,34,Purchased Energy,kg,513.259
86746,EMS-086746,20220927,35,Purchased Energy,kg,614.055
86747,EMS-086747,20201215,30,Purchased Energy,kg,786.941
86748,EMS-086748,20250308,1,Purchased Energy,kg,411.45
86749,EMS-086749,20240308,42,Transportation,kg,1754.424
86750,EMS-086750,20240315,71,Direct Emissions,kg,617.214
86751,EMS-086751,20220630,3,Transportation,kg,2478.921
86752,EMS-086752,20190227,45,Purchased Energy,kg,1103.747
86753,EMS-086753,20230428,93,Purchased Energy,kg,894.416
86754,EMS-086754,20250925,72,Transportation,kg,1589.543
86755,EMS-086755,20231230,96,Direct Emissions,kg,2451.141
86756,EMS-086756,20200119,42,Direct Emissions,kg,540.437
86757,EMS-086757,20210817,2,Purchased Energy,kg,403.522
86758,EMS-086758,20241029,73,Purchased Energy,kg,354.236
86759,EMS-086759,20200623,78,Direct Emissions,kg,579.015
86760,EMS-086760,20231010,74,Purchased Energy,kg,175.943
86761,EMS-086761,20210511,89,Direct Emissions,kg,402.558
86762,EMS-086762,20190612,21,Direct Emissions,kg,1241.87
86763,EMS-086763,20190710,87,Transportation,kg,1759.212
86764,EMS-086764,20220221,23,Purchased Energy,kg,592.71
86765,EMS-086765,20190228,86,Purchased Energy,kg,432.471
86766,EMS-086766,20210804,55,Transportation,kg,1931.908
86767,EMS-086767,20240425,76,Purchased Energy,kg,1663.664
86768,EMS-086768,20231101,20,Transportation,kg,844.261
86769,EMS-086769,20210223,67,Direct Emissions,kg,366.423
86770,EMS-086770,20210306,81,Purchased Energy,kg,1547.547
86771,EMS-086771,20211108,33,Purchased Energy,kg,557.604
86772,EMS-086772,20191008,92,Direct Emissions,kg,1396.795
86773,EMS-086773,20200807,53,Direct Emissions,kg,180.014
