customer_key,customer_id,account_key,customer_name,customer_segment,industry,country,status
38604,CUS-038604,732,Franklin and Sons,Mid-Market,Retail,United States,Active
38605,CUS-038605,104,"Shelton, Ross and Warren",SMB,Retail,Germany,Inactive
38606,CUS-038606,781,Adams LLC,Enterprise,Automotive,Canada,Active
38607,CUS-038607,381,"Hardin, Jones and Coleman",SMB,Retail,Sweden,Active
38608,CUS-038608,156,Frederick PLC,Mid-Market,Healthcare,Mexico,Inactive
38609,CUS-038609,472,"Hall, Williams and Shepherd",Enterprise,Technology,Sweden,Inactive
38610,CUS-038610,217,"Hurst, Pena and Wood",SMB,Retail,Germany,Active
38611,CUS-038611,673,Ward-Ramos,Enterprise,Manufacturing,United States,Active
38612,CUS-038612,745,Hays Ltd,SMB,Manufacturing,Germany,Active
38613,CUS-038613,726,Hawkins-Cole,SMB,Retail,Canada,Active
38614,CUS-038614,117,"Juarez, Walker and Anderson",SMB,Technology,Mexico,Active
38615,CUS-038615,349,Tucker-Friedman,Enterprise,Retail,Sweden,Active
38616,CUS-038616,499,Castillo-Ramsey,Mid-Market,Automotive,Sweden,Active
38617,CUS-038617,985,Garcia-Hatfield,SMB,Technology,Canada,Active
38618,CUS-038618,546,"Bates, Clark and Harris",SMB,Automotive,Germany,Active
38619,CUS-038619,654,Guzman-Walters,Enterprise,Manufacturing,Canada,Active
38620,CUS-038620,340,"Turner, Jacobs and Wilson",Mid-Market,Healthcare,Mexico,Active
38621,CUS-038621,296,"Ewing, Fischer and Kelley",Mid-Market,Manufacturing,Sweden,Active
38622,CUS-038622,797,Benitez-Mcpherson,SMB,Retail,Canada,Active
38623,CUS-038623,835,Jones-Massey,SMB,Manufacturing,Sweden,Active
38624,CUS-038624,56,Turner Group,Mid-Market,Automotive,Mexico,Active
38625,CUS-038625,539,"Johnson, Jones and Ellis",SMB,Automotive,Germany,Active
38626,CUS-038626,778,Gonzales Inc,Enterprise,Retail,Mexico,Active
38627,CUS-038627,158,Nixon Inc,SMB,Technology,Mexico,Active
38628,CUS-038628,647,Macias Ltd,Mid-Market,Healthcare,Germany,Active
38629,CUS-038629,474,Smith-Cruz,Enterprise,Manufacturing,Canada,Active
38630,CUS-038630,508,"Reynolds, Phillips and Harris",Enterprise,Manufacturing,Canada,Inactive
38631,CUS-038631,594,Soto LLC,SMB,Automotive,Sweden,Active
38632,CUS-038632,873,"Dean, Alvarado and Harris",Mid-Market,Technology,United States,Active
38633,CUS-038633,87,"Morton, Jones and Simon",SMB,Retail,Mexico,Active
38634,CUS-038634,203,"Martinez, Mcintyre and Trujillo",SMB,Automotive,Canada,Inactive
38635,CUS-038635,346,"Turner, Mcknight and Garcia",Mid-Market,Automotive,Germany,Active
38636,CUS-038636,801,"Cruz, Myers and Orr",Enterprise,Manufacturing,Canada,Active
38637,CUS-038637,593,"Hendricks, Miranda and Marquez",SMB,Retail,Mexico,Active
38638,CUS-038638,188,Brown LLC,SMB,Manufacturing,Canada,Active
38639,CUS-038639,24,"Durham, Hodges and Walker",Enterprise,Retail,Germany,Active
38640,CUS-038640,991,Jordan and Sons,Enterprise,Technology,Germany,Inactive
38641,CUS-038641,138,Smith LLC,Mid-Market,Manufacturing,Sweden,Active
38642,CUS-038642,33,Hunter-Harris,Enterprise,Manufacturing,Mexico,Active
38643,CUS-038643,407,Schultz-Cole,SMB,Manufacturing,Mexico,Active
38644,CUS-038644,554,Jennings PLC,Enterprise,Healthcare,Canada,Active
38645,CUS-038645,259,"Patterson, Zimmerman and Evans",Mid-Market,Manufacturing,Germany,Inactive
38646,CUS-038646,169,"Cox, Warner and Wood",Enterprise,Manufacturing,Canada,Active
38647,CUS-038647,87,Davis-Wells,SMB,Manufacturing,Mexico,Active
38648,CUS-038648,408,"Howard, Gregory and Sampson",SMB,Technology,Canada,Active
38649,CUS-038649,952,Lee Inc,SMB,Manufacturing,Germany,Inactive
38650,CUS-038650,148,"Johnson, Kim and Wolfe",SMB,Technology,United States,Active
38651,CUS-038651,573,Shaw-Jackson,Enterprise,Retail,United States,Active
38652,CUS-038652,194,Reid PLC,Mid-Market,Automotive,United States,Active
38653,CUS-038653,674,Salinas LLC,Mid-Market,Technology,Germany,Active
38654,CUS-038654,61,Smith Ltd,SMB,Manufacturing,Canada,Inactive
38655,CUS-038655,204,Thomas Group,SMB,Manufacturing,Germany,Active
38656,CUS-038656,9,Hoover-Martinez,Mid-Market,Manufacturing,Mexico,Active
38657,CUS-038657,649,Gates Ltd,Mid-Market,Automotive,Germany,Active
38658,CUS-038658,720,Johnson-Holland,SMB,Technology,Sweden,Active
38659,CUS-038659,172,Fisher-Pittman,SMB,Retail,Germany,Active
38660,CUS-038660,454,Olson-Evans,Mid-Market,Healthcare,Sweden,Active
38661,CUS-038661,294,Crosby Group,Enterprise,Automotive,Germany,Active
38662,CUS-038662,46,Sandoval Inc,Enterprise,Technology,United States,Active
38663,CUS-038663,38,Bruce-Brown,Enterprise,Technology,United States,Active
38664,CUS-038664,939,Riddle Group,SMB,Retail,Mexico,Active
38665,CUS-038665,648,Morales PLC,Mid-Market,Retail,United States,Active
38666,CUS-038666,666,Fox PLC,Mid-Market,Technology,Mexico,Active
38667,CUS-038667,296,"Alvarez, Martin and Morgan",Enterprise,Retail,Canada,Active
38668,CUS-038668,265,"Evans, Sellers and Huffman",SMB,Technology,Sweden,Active
38669,CUS-038669,795,Arnold-Goodman,Enterprise,Automotive,Mexico,Inactive
38670,CUS-038670,439,Romero-Miller,SMB,Automotive,Mexico,Active
38671,CUS-038671,103,Freeman-Wu,SMB,Manufacturing,United States,Active
38672,CUS-038672,490,Garcia-Howard,Mid-Market,Manufacturing,Sweden,Active
38673,CUS-038673,522,Sims-Bryant,Mid-Market,Technology,Canada,Active
38674,CUS-038674,570,Edwards-Roberts,SMB,Automotive,United States,Inactive
38675,CUS-038675,537,"Green, Harper and Green",Enterprise,Retail,Germany,Active
38676,CUS-038676,858,Michael Inc,Enterprise,Retail,Germany,Inactive
38677,CUS-038677,245,Ruiz-Keller,Enterprise,Manufacturing,Mexico,Active
38678,CUS-038678,590,Hill LLC,Mid-Market,Healthcare,Canada,Inactive
38679,CUS-038679,888,Schmidt LLC,Mid-Market,Manufacturing,Mexico,Active
38680,CUS-038680,979,Lynch PLC,SMB,Technology,Canada,Inactive
38681,CUS-038681,965,Russell-Henderson,Mid-Market,Retail,Germany,Active
38682,CUS-038682,727,"Douglas, Hoffman and Patterson",SMB,Healthcare,Sweden,Inactive
38683,CUS-038683,107,Martin LLC,Mid-Market,Retail,Canada,Active
38684,CUS-038684,989,Neal-Sanders,Mid-Market,Manufacturing,Sweden,Active
38685,CUS-038685,33,Smith Group,Mid-Market,Technology,Germany,Active
38686,CUS-038686,551,Flores Group,Enterprise,Technology,Germany,Inactive
38687,CUS-038687,447,Velez Group,SMB,Retail,Canada,Active
38688,CUS-038688,679,"Schmidt, Cooley and Rodriguez",Enterprise,Technology,Mexico,Active
38689,CUS-038689,783,Sanford LLC,Enterprise,Automotive,Mexico,Active
38690,CUS-038690,738,Dunn-Alexander,Mid-Market,Automotive,Canada,Active
38691,CUS-038691,227,Tate Inc,SMB,Healthcare,Mexico,Active
38692,CUS-038692,755,"Gomez, Fuller and Pineda",Mid-Market,Technology,Mexico,Active
38693,CUS-038693,758,Lee-Robinson,SMB,Automotive,Germany,Active
38694,CUS-038694,25,Crane Group,Mid-Market,Automotive,Sweden,Active
38695,CUS-038695,638,"Smith, Gordon and Davis",Enterprise,Automotive,Germany,Active
38696,CUS-038696,128,Li Inc,Mid-Market,Retail,United States,Active
38697,CUS-038697,563,Anderson Inc,Enterprise,Healthcare,Canada,Active
38698,CUS-038698,228,"Jimenez, Davis and Chavez",Mid-Market,Healthcare,Germany,Active
38699,CUS-038699,359,"Reyes, Baldwin and Ferguson",Mid-Market,Manufacturing,Canada,Active
38700,CUS-038700,272,Brown PLC,Enterprise,Manufacturing,United States,Active
38701,CUS-038701,863,Mayo Inc,Enterprise,Healthcare,United States,Active
38702,CUS-038702,906,"Ortiz, Allen and Kent",Enterprise,Healthcare,United States,Active
38703,CUS-038703,799,"Fowler, Griffin and Smith",Enterprise,Retail,Sweden,Active
38704,CUS-038704,723,Valentine and Sons,SMB,Retail,Sweden,Active
38705,CUS-038705,364,Choi-Caldwell,Enterprise,Manufacturing,Sweden,Active
38706,CUS-038706,144,"Serrano, Gray and Huber",SMB,Retail,Mexico,Active
38707,CUS-038707,569,"Casey, Carroll and Terrell",Enterprise,Automotive,Mexico,Active
38708,CUS-038708,427,Taylor-Hughes,Mid-Market,Healthcare,Sweden,Active
38709,CUS-038709,283,"Cole, Winters and Jimenez",Enterprise,Technology,Germany,Active
38710,CUS-038710,244,West PLC,Mid-Market,Manufacturing,Canada,Inactive
38711,CUS-038711,161,"Lee, Espinoza and Reese",SMB,Technology,Mexico,Active
38712,CUS-038712,830,Davila-Kim,Enterprise,Manufacturing,United States,Active
38713,CUS-038713,322,"Moore, Bryant and Mendoza",Enterprise,Manufacturing,Canada,Active
38714,CUS-038714,918,"Morris, Sanchez and Ramos",Enterprise,Manufacturing,Germany,Active
38715,CUS-038715,670,"Solomon, Lee and Braun",SMB,Manufacturing,Canada,Active
38716,CUS-038716,165,Reyes-Diaz,SMB,Manufacturing,United States,Active
38717,CUS-038717,63,"Carter, Vaughn and Schneider",Enterprise,Healthcare,Mexico,Active
38718,CUS-038718,417,Obrien-Rasmussen,Enterprise,Retail,Mexico,Active
38719,CUS-038719,82,"Walker, Munoz and Santos",SMB,Retail,Mexico,Active
38720,CUS-038720,953,Espinoza Inc,Enterprise,Healthcare,Canada,Active
38721,CUS-038721,908,Campbell and Sons,SMB,Automotive,Sweden,Active
38722,CUS-038722,658,Berry-Morales,Mid-Market,Manufacturing,Mexico,Active
38723,CUS-038723,293,Peterson-Smith,SMB,Automotive,Sweden,Active
38724,CUS-038724,869,"Herring, Jordan and Lozano",SMB,Healthcare,United States,Inactive
38725,CUS-038725,648,Maxwell Ltd,SMB,Manufacturing,Canada,Inactive
38726,CUS-038726,358,"Butler, Long and Fitzgerald",Mid-Market,Technology,United States,Active
38727,CUS-038727,880,Peters-Cooper,Enterprise,Manufacturing,United States,Active
38728,CUS-038728,210,Simmons-Lopez,Mid-Market,Manufacturing,United States,Inactive
38729,CUS-038729,568,"Jones, Jacobs and Chaney",Mid-Market,Automotive,Canada,Active
38730,CUS-038730,692,Shaffer-Bender,SMB,Manufacturing,Mexico,Active
38731,CUS-038731,908,"Miranda, Dominguez and Hopkins",SMB,Retail,United States,Active
38732,CUS-038732,138,"Doyle, Wells and Hughes",SMB,Automotive,Germany,Active
38733,CUS-038733,288,"Leonard, Richardson and Watkins",Mid-Market,Retail,Sweden,Active
38734,CUS-038734,840,Callahan PLC,Mid-Market,Healthcare,Sweden,Inactive
38735,CUS-038735,500,Ortiz and Sons,SMB,Automotive,Sweden,Active
38736,CUS-038736,755,Mathews-Smith,Enterprise,Manufacturing,United States,Active
38737,CUS-038737,774,Miller PLC,SMB,Manufacturing,Canada,Active
38738,CUS-038738,305,"Diaz, Chavez and Turner",Mid-Market,Automotive,United States,Active
38739,CUS-038739,332,Rogers-Walters,Mid-Market,Healthcare,Germany,Active
38740,CUS-038740,499,Rowe PLC,SMB,Technology,Canada,Active
38741,CUS-038741,28,Smith and Sons,Enterprise,Healthcare,United States,Active
38742,CUS-038742,800,Robinson and Sons,SMB,Retail,United States,Active
38743,CUS-038743,116,Farmer-Schroeder,Mid-Market,Retail,United States,Active
38744,CUS-038744,935,Tapia PLC,SMB,Manufacturing,United States,Active
38745,CUS-038745,779,"Edwards, Young and Lara",Mid-Market,Automotive,United States,Active
38746,CUS-038746,353,"Martinez, Prince and Delgado",Mid-Market,Healthcare,United States,Inactive
38747,CUS-038747,73,Richardson-Wilson,Enterprise,Manufacturing,United States,Active
38748,CUS-038748,790,Chambers-Meyer,Enterprise,Automotive,Germany,Active
38749,CUS-038749,449,Davis-Lloyd,SMB,Healthcare,United States,Active
38750,CUS-038750,195,Simmons Ltd,Mid-Market,Technology,Germany,Active
38751,CUS-038751,430,Mckenzie Ltd,Mid-Market,Technology,Canada,Active
38752,CUS-038752,904,Morales-Miller,SMB,Technology,Germany,Active
38753,CUS-038753,689,Powell Ltd,Mid-Market,Healthcare,Sweden,Active
38754,CUS-038754,687,Dickson and Sons,Enterprise,Automotive,Sweden,Active
38755,CUS-038755,515,Ochoa LLC,SMB,Automotive,Canada,Active
38756,CUS-038756,153,"Quinn, Carter and Mitchell",Mid-Market,Technology,Canada,Active
38757,CUS-038757,950,Grant-Weaver,Mid-Market,Healthcare,Canada,Active
38758,CUS-038758,740,"Cordova, Mullins and Bruce",Mid-Market,Healthcare,Germany,Active
38759,CUS-038759,516,Rodriguez-Foster,SMB,Retail,Germany,Active
38760,CUS-038760,725,"Nolan, Fernandez and Baker",Mid-Market,Manufacturing,Mexico,Active
38761,CUS-038761,363,Simpson-Payne,Enterprise,Retail,Canada,Active
38762,CUS-038762,743,Chase-Snyder,Mid-Market,Technology,Sweden,Active
38763,CUS-038763,968,Trevino-Howe,SMB,Automotive,Sweden,Active
38764,CUS-038764,345,Crawford Inc,Mid-Market,Manufacturing,Mexico,Active
38765,CUS-038765,9,Smith LLC,Mid-Market,Retail,Germany,Active
38766,CUS-038766,740,Watkins-Hanna,SMB,Manufacturing,Mexico,Active
38767,CUS-038767,853,Bennett-Hurley,Mid-Market,Manufacturing,Sweden,Active
38768,CUS-038768,827,"Schultz, Tapia and Hudson",Enterprise,Healthcare,Canada,Active
38769,CUS-038769,976,"Lam, Ramsey and Rodgers",Mid-Market,Technology,Sweden,Active
38770,CUS-038770,348,Berg-Steele,SMB,Automotive,Canada,Active
38771,CUS-038771,919,"Gonzalez, Gutierrez and Shaw",SMB,Manufacturing,Sweden,Active
38772,CUS-038772,208,"Buck, Clark and Hudson",Enterprise,Technology,Canada,Active
38773,CUS-038773,588,Parker-Manning,SMB,Technology,Canada,Inactive
38774,CUS-038774,888,Lee Group,Enterprise,Retail,Germany,Inactive
38775,CUS-038775,916,Nelson-Gomez,Unknown Segment,Technology,Canada,Active
38776,CUS-038776,621,"Carpenter, Leach and Shea",Enterprise,Healthcare,Mexico,Active
38777,CUS-038777,547,Horton-Ramirez,SMB,Healthcare,Sweden,Inactive
38778,CUS-038778,461,"Campbell, Stanley and Lawson",Enterprise,Healthcare,Mexico,Active
38779,CUS-038779,868,Noble and Sons,Mid-Market,Automotive,Sweden,Active
38780,CUS-038780,880,"Chang, Huber and Simpson",Mid-Market,Technology,Germany,Active
38781,CUS-038781,240,Ryan-Thomas,Mid-Market,Manufacturing,United States,Inactive
38782,CUS-038782,137,Hernandez-Anderson,Mid-Market,Manufacturing,Germany,Active
38783,CUS-038783,814,Miranda-Ellis,Enterprise,Manufacturing,Germany,Inactive
38784,CUS-038784,811,Davis-George,Enterprise,Automotive,Mexico,Inactive
38785,CUS-038785,100,Watson-Walter,Mid-Market,Healthcare,United States,Active
38786,CUS-038786,491,Cole-Sims,SMB,Technology,Germany,Active
38787,CUS-038787,507,Rodriguez-Browning,SMB,Manufacturing,Canada,Active
38788,CUS-038788,43,Hudson-Frye,SMB,Automotive,Canada,Active
38789,CUS-038789,665,Paul Group,Enterprise,Automotive,Germany,Active
38790,CUS-038790,973,Burch-Davis,SMB,Healthcare,United States,Active
38791,CUS-038791,212,"Smith, Silva and Morrison",Mid-Market,Technology,Germany,Active
38792,CUS-038792,779,"Henry, Olson and Wood",SMB,Manufacturing,Germany,Active
38793,CUS-038793,81,Kirk-Ball,Enterprise,Automotive,Germany,Active
38794,CUS-038794,215,"Reeves, Torres and Ross",Mid-Market,Healthcare,United States,Active
38795,CUS-038795,566,"Jones, Hendricks and Garcia",Enterprise,Technology,Mexico,Active
38796,CUS-038796,924,Nichols-Hodges,Mid-Market,Manufacturing,United States,Active
38797,CUS-038797,886,Miles-Bradley,SMB,Retail,Germany,Active
38798,CUS-038798,936,Rodriguez PLC,SMB,Healthcare,United States,Active
38799,CUS-038799,988,"Ortiz, Weaver and Brown",Enterprise,Technology,Mexico,Active
38800,CUS-038800,801,Garcia Inc,Mid-Market,Healthcare,Germany,Active
38801,CUS-038801,364,"Nelson, Schwartz and Fisher",Enterprise,Healthcare,Sweden,Inactive
38802,CUS-038802,128,Haynes-Torres,Mid-Market,Retail,Germany,Active
38803,CUS-038803,823,Webster PLC,SMB,Manufacturing,Sweden,Inactive
38804,CUS-038804,187,Mack-Ellis,Mid-Market,Manufacturing,Mexico,Active
38805,CUS-038805,521,Calderon-Williams,Mid-Market,Technology,Canada,Active
38806,CUS-038806,755,"Schmidt, Hernandez and Beltran",Enterprise,Automotive,Sweden,Inactive
38807,CUS-038807,35,Perkins-Clark,SMB,Healthcare,Canada,Active
38808,CUS-038808,914,Warren-Lowe,SMB,Manufacturing,United States,Active
38809,CUS-038809,304,Peterson-Howard,SMB,Retail,Germany,Active
38810,CUS-038810,216,Case-Johnson,Enterprise,Automotive,Germany,Active
38811,CUS-038811,372,"Guzman, Moore and Perez",Enterprise,Retail,Canada,Inactive
38812,CUS-038812,461,Rollins PLC,Enterprise,Automotive,Germany,Active
38813,CUS-038813,455,"Whitaker, Vaughan and Jackson",Enterprise,Healthcare,Canada,Active
38814,CUS-038814,155,"Green, Conley and Lee",SMB,Retail,Mexico,Active
38815,CUS-038815,190,"Barker, Campbell and Walker",Mid-Market,Healthcare,Sweden,Active
38816,CUS-038816,479,Cole-Estrada,SMB,Technology,Mexico,Active
38817,CUS-038817,227,Mack-Orozco,Mid-Market,Retail,Germany,Active
38818,CUS-038818,643,Gordon Inc,SMB,Healthcare,Germany,Inactive
38819,CUS-038819,900,"Schneider, Garcia and Davidson",Enterprise,Retail,Germany,Active
38820,CUS-038820,19,Morris LLC,SMB,Automotive,Canada,Active
38821,CUS-038821,37,Arias-Baker,Enterprise,Healthcare,Sweden,Active
38822,CUS-038822,643,Rivera-Williams,Mid-Market,Technology,Germany,Inactive
38823,CUS-038823,29,"Clements, Moore and Turner",Mid-Market,Automotive,Canada,Active
38824,CUS-038824,640,"Mcneil, Rodriguez and Wilkerson",Mid-Market,Automotive,Canada,Active
38825,CUS-038825,491,Smith and Sons,Enterprise,Retail,Sweden,Active
38826,CUS-038826,456,"Lin, Wright and Edwards",Enterprise,Automotive,Canada,Active
38827,CUS-038827,607,Smith-Barker,Enterprise,Manufacturing,Sweden,Active
38828,CUS-038828,896,Bean-Macdonald,Enterprise,Manufacturing,United States,Active
38829,CUS-038829,128,Woodard-Martin,SMB,Automotive,Sweden,Active
38830,CUS-038830,135,"Arias, Dyer and Wheeler",SMB,Healthcare,Sweden,Inactive
38831,CUS-038831,697,"Knight, Cox and Perez",Mid-Market,Technology,Sweden,Active
38832,CUS-038832,52,Mitchell-Bright,SMB,Automotive,Sweden,Active
38833,CUS-038833,429,Hull-Mahoney,SMB,Retail,Germany,Active
38834,CUS-038834,496,Reynolds Inc,Enterprise,Automotive,Canada,Active
38835,CUS-038835,392,"Vazquez, Smith and Rosario",Enterprise,Technology,Germany,Active
38836,CUS-038836,534,Daniels PLC,Mid-Market,Automotive,United States,Active
38837,CUS-038837,114,Gonzalez-Taylor,Enterprise,Manufacturing,Sweden,Active
38838,CUS-038838,267,Franklin-Ibarra,SMB,Technology,Sweden,Active
38839,CUS-038839,6,Rodriguez PLC,SMB,Manufacturing,Sweden,Active
38840,CUS-038840,962,Brady and Sons,Mid-Market,Technology,Canada,Active
38841,CUS-038841,832,"Hurley, Macdonald and Walker",Mid-Market,Retail,Mexico,Active
38842,CUS-038842,254,"Gonzales, Brown and Mitchell",Enterprise,Retail,United States,Active
38843,CUS-038843,37,"Reynolds, Lucas and Gonzalez",Enterprise,Retail,Sweden,Active
38844,CUS-038844,271,Monroe Group,Enterprise,Technology,Germany,Active
38845,CUS-038845,957,"Robinson, Summers and White",Enterprise,Manufacturing,Canada,Active
38846,CUS-038846,811,Cox LLC,Mid-Market,Retail,Canada,Active
38847,CUS-038847,660,Johnson PLC,Mid-Market,Manufacturing,Germany,Active
38848,CUS-038848,923,Meyer PLC,Mid-Market,Healthcare,Canada,Active
38849,CUS-038849,177,Mendez-Golden,SMB,Healthcare,Sweden,Active
38850,CUS-038850,537,Gardner-Foley,SMB,Technology,Sweden,Active
38851,CUS-038851,794,"Kramer, Phillips and Melendez",Mid-Market,Healthcare,Germany,Active
38852,CUS-038852,20,"Pham, Gonzalez and Knight",Mid-Market,Retail,Mexico,Active
38853,CUS-038853,436,Munoz-Weaver,Mid-Market,Healthcare,Germany,Active
38854,CUS-038854,356,"Smith, Walton and Green",Mid-Market,Retail,Mexico,Active
38855,CUS-038855,177,"Richardson, Thomas and Jones",SMB,Technology,Germany,Active
38856,CUS-038856,224,Leon LLC,Enterprise,Manufacturing,Germany,Active
38857,CUS-038857,969,Wilson-Fritz,SMB,Automotive,Mexico,Active
38858,CUS-038858,512,"Ward, Lopez and Rhodes",Enterprise,Technology,United States,Active
38859,CUS-038859,82,"Doyle, Carter and Smith",Mid-Market,Healthcare,Mexico,Active
38860,CUS-038860,683,"Jones, Andersen and Cox",Enterprise,Manufacturing,Canada,Active
38861,CUS-038861,592,Howell Ltd,Enterprise,Healthcare,Sweden,Active
38862,CUS-038862,393,"Lewis, Miller and Thompson",Mid-Market,Retail,Germany,Active
38863,CUS-038863,398,Dennis-Murphy,SMB,Healthcare,Germany,Active
38864,CUS-038864,538,Glenn and Sons,Mid-Market,Healthcare,Germany,Active
38865,CUS-038865,929,Lynch-Palmer,SMB,Healthcare,Germany,Active
38866,CUS-038866,760,Aguirre-Wilson,Enterprise,Retail,United States,Active
38867,CUS-038867,401,Mckinney Inc,Enterprise,Healthcare,Canada,Inactive
38868,CUS-038868,247,"Romero, Jones and Bennett",SMB,Healthcare,Canada,Active
38869,CUS-038869,109,"Burns, Branch and Zavala",Mid-Market,Retail,Canada,Active
38870,CUS-038870,196,"Campos, Shaffer and George",Mid-Market,Technology,Mexico,Active
38871,CUS-038871,138,Waters-Smith,Mid-Market,Retail,Canada,Active
38872,CUS-038872,806,"Moore, Bell and Price",SMB,Technology,Mexico,Active
38873,CUS-038873,576,"Warren, Thomas and Jones",SMB,Healthcare,United States,Active
38874,CUS-038874,38,Lawson-Soto,SMB,Manufacturing,Canada,Active
38875,CUS-038875,927,Ramos and Sons,Mid-Market,Retail,United States,Active
38876,CUS-038876,151,Castaneda Group,Enterprise,Automotive,Sweden,Inactive
38877,CUS-038877,646,Conway-Kirby,Mid-Market,Automotive,United States,Active
38878,CUS-038878,13,Gray-Lee,Enterprise,Technology,Canada,Active
38879,CUS-038879,589,Robinson-Bates,Mid-Market,Technology,United States,Active
38880,CUS-038880,556,"Gentry, Yang and Stevens",Enterprise,Automotive,United States,Active
38881,CUS-038881,909,Cox PLC,SMB,Healthcare,Canada,Active
38882,CUS-038882,601,"Robbins, Arroyo and Park",SMB,Healthcare,United States,Active
38883,CUS-038883,490,"Miller, Brown and Morris",Enterprise,Manufacturing,Sweden,Inactive
38884,CUS-038884,532,Pena LLC,Mid-Market,Retail,Mexico,Active
38885,CUS-038885,634,Olson-Holmes,SMB,Healthcare,Mexico,Inactive
38886,CUS-038886,415,"Hood, Castillo and Roberts",Enterprise,Technology,Germany,Active
38887,CUS-038887,714,Lee-Perry,SMB,Retail,Sweden,Active
38888,CUS-038888,530,Peterson Group,Enterprise,Automotive,Sweden,Active
38889,CUS-038889,970,Smith Ltd,Mid-Market,Retail,United States,Active
38890,CUS-038890,194,"Evans, Hampton and Green",Enterprise,Technology,Mexico,Active
38891,CUS-038891,730,"Day, Jensen and Taylor",Enterprise,Manufacturing,Sweden,Active
38892,CUS-038892,827,Cruz Ltd,Mid-Market,Retail,Germany,Active
38893,CUS-038893,719,Schmitt Ltd,SMB,Manufacturing,Sweden,Active
38894,CUS-038894,981,Buchanan Inc,SMB,Automotive,United States,Active
38895,CUS-038895,435,Perez Group,Mid-Market,Manufacturing,Germany,Active
38896,CUS-038896,541,"Barber, Wright and Mays",Mid-Market,Retail,Sweden,Active
38897,CUS-038897,154,Lopez LLC,Mid-Market,Healthcare,Germany,Active
38898,CUS-038898,375,"Huber, Johnson and Morris",Enterprise,Retail,United States,Active
38899,CUS-038899,160,Smith Ltd,Enterprise,Manufacturing,Sweden,Active
38900,CUS-038900,792,"White, Lopez and Taylor",SMB,Manufacturing,Germany,Active
38901,CUS-038901,783,Joyce PLC,Mid-Market,Retail,Mexico,Active
38902,CUS-038902,194,Goodman LLC,SMB,Manufacturing,Sweden,Active
38903,CUS-038903,803,"Edwards, Flores and Roman",Mid-Market,Manufacturing,Canada,Active
38904,CUS-038904,321,Obrien Inc,Mid-Market,Technology,Mexico,Inactive
38905,CUS-038905,730,Petersen-Beasley,Enterprise,Automotive,Sweden,Active
38906,CUS-038906,940,"Lopez, Peterson and Morgan",SMB,Healthcare,Germany,Active
38907,CUS-038907,830,Jordan-Sanchez,Mid-Market,Retail,Germany,Active
38908,CUS-038908,187,Carpenter Ltd,SMB,Healthcare,Germany,Inactive
38909,CUS-038909,181,Adkins-Jackson,Enterprise,Automotive,Canada,Active
38910,CUS-038910,113,"Rivera, Santiago and Lopez",Mid-Market,Automotive,Sweden,Active
38911,CUS-038911,842,"Evans, Wood and Castillo",Enterprise,Technology,Canada,Active
38912,CUS-038912,547,"Hall, Johnston and Arnold",Enterprise,Retail,Canada,Active
38913,CUS-038913,156,Ferguson LLC,SMB,Healthcare,Germany,Active
38914,CUS-038914,588,Ray-Conrad,Mid-Market,Manufacturing,Germany,Active
38915,CUS-038915,530,Cline-Williamson,Enterprise,Automotive,Mexico,Active
38916,CUS-038916,598,"Meadows, Vincent and Whitney",Enterprise,Manufacturing,Canada,Active
38917,CUS-038917,635,Dunlap PLC,Mid-Market,Manufacturing,Mexico,Active
38918,CUS-038918,165,Morris-Brock,Enterprise,Technology,Canada,Active
38919,CUS-038919,388,Roberts and Sons,SMB,Technology,Mexico,Active
38920,CUS-038920,722,Lara and Sons,SMB,Automotive,Canada,Active
38921,CUS-038921,910,Campbell PLC,SMB,Automotive,Mexico,Active
38922,CUS-038922,243,Castaneda-Robinson,SMB,Retail,Germany,Active
38923,CUS-038923,572,Rhodes and Sons,Enterprise,Automotive,Germany,Active
38924,CUS-038924,949,"Le, Zimmerman and Clark",Mid-Market,Technology,United States,Active
38925,CUS-038925,602,Chambers Ltd,SMB,Retail,United States,Active
38926,CUS-038926,228,Howard-Burton,SMB,Healthcare,Sweden,Active
38927,CUS-038927,584,Montoya and Sons,Mid-Market,Healthcare,Canada,Active
38928,CUS-038928,18,Johnson and Sons,SMB,Manufacturing,Canada,Active
38929,CUS-038929,490,Robinson-Munoz,Enterprise,Retail,Germany,Active
38930,CUS-038930,568,Lawrence-Stephens,SMB,Retail,Mexico,Active
38931,CUS-038931,57,Madden-Wallace,Enterprise,Healthcare,Germany,Active
38932,CUS-038932,203,Barker Group,SMB,Retail,United States,Active
38933,CUS-038933,989,"Green, Williams and Michael",SMB,Manufacturing,Mexico,Active
38934,CUS-038934,629,Graves LLC,SMB,Retail,Sweden,Active
38935,CUS-038935,459,Wright Ltd,Enterprise,Technology,Canada,Active
38936,CUS-038936,230,Adams Inc,Enterprise,Technology,Mexico,Active
38937,CUS-038937,125,Robinson-Pruitt,Mid-Market,Automotive,Sweden,Active
38938,CUS-038938,429,"Howard, Wilson and Diaz",SMB,Retail,Mexico,Active
38939,CUS-038939,546,"Crawford, Booth and Stewart",Mid-Market,Healthcare,Germany,Active
38940,CUS-038940,180,Thomas-Ochoa,SMB,Healthcare,Mexico,Active
38941,CUS-038941,801,"Rodriguez, Ortiz and Harris",SMB,Automotive,Canada,Active
38942,CUS-038942,429,Sweeney-Hill,Enterprise,Automotive,Canada,Active
