waste_key,waste_id,date_key,location_key,waste_category,disposal_method,unit_of_measure,waste_quantity
84847,WST-084847,20250710,14,Plastic,Landfill,kg,766.746
84848,WST-084848,20200414,28,General,Landfill,kg,819.412
84849,WST-084849,20210715,58,Plastic,Reuse,kg,514.059
84850,WST-084850,20220925,43,General,Reuse,kg,495.802
84851,WST-084851,20250130,57,General,Treatment,kg,633.319
84852,WST-084852,20230224,63,Chemical,Recycling,kg,324.177
84853,WST-084853,20231221,57,Paper,Recycling,kg,265.126
84854,WST-084854,20241105,93,Paper,Treatment,kg,77.499
84855,WST-084855,20250209,10,Metal,Reuse,kg,694.919
84856,WST-084856,20240828,61,General,Reuse,kg,505.037
84857,WST-084857,20231229,6,Paper,Treatment,kg,102.349
84858,WST-084858,20250329,70,General,Reuse,kg,677.225
84859,WST-084859,20240317,67,Chemical,Landfill,kg,420.359
84860,WST-084860,20221221,68,Metal,Landfill,kg,309.567
84861,WST-084861,20230712,36,Paper,Treatment,kg,96.464
84862,WST-084862,20200125,78,Plastic,Treatment,kg,586.487
84863,WST-084863,20190825,12,General,Recycling,kg,543.306
84864,WST-084864,20251016,83,Metal,Landfill,kg,267.743
84865,WST-084865,20210713,74,Plastic,Recycling,kg,874.227
84866,WST-084866,20190317,46,General,Treatment,kg,87.688
84867,WST-084867,20200607,97,Chemical,Treatment,kg,838.17
84868,WST-084868,20200327,19,Plastic,Treatment,kg,120.261
84869,WST-084869,20210921,11,Metal,Landfill,kg,298.584
84870,WST-084870,20210306,66,Chemical,Treatment,kg,651.021
84871,WST-084871,20241119,72,Metal,Treatment,kg,9.121
84872,WST-084872,20190608,39,Plastic,Treatment,kg,379.787
84873,WST-084873,20230618,31,Chemical,Recycling,kg,604.97
84874,WST-084874,20240727,65,Chemical,Treatment,kg,11.413
84875,WST-084875,20240327,35,Plastic,Landfill,kg,984.109
84876,WST-084876,20231003,87,Chemical,Treatment,kg,821.702
84877,WST-084877,20210318,41,General,Reuse,kg,388.85
84878,WST-084878,20201010,29,Plastic,Treatment,kg,139.292
84879,WST-084879,20230804,74,General,Recycling,kg,886.617
84880,WST-084880,20221014,74,Paper,Recycling,kg,691.332
84881,WST-084881,20240618,35,Metal,Landfill,kg,28.672
84882,WST-084882,20230311,70,Plastic,Reuse,kg,852.464
84883,WST-084883,20240728,86,Paper,Treatment,kg,443.314
84884,WST-084884,20200917,9,Paper,Landfill,kg,467.953
84885,WST-084885,20250325,35,Chemical,Landfill,kg,371.188
84886,WST-084886,20240704,94,Paper,Recycling,kg,935.01
84887,WST-084887,20210507,81,Paper,Treatment,kg,610.307
84888,WST-084888,20241121,16,Plastic,Treatment,kg,987.859
84889,WST-084889,20230407,23,General,Recycling,kg,266.194
84890,WST-084890,20200610,95,General,Recycling,kg,575.576
84891,WST-084891,20200502,5,Paper,Treatment,kg,585.125
84892,WST-084892,20190517,82,Chemical,Treatment,kg,571.012
84893,WST-084893,20251020,65,Paper,Landfill,kg,794.618
84894,WST-084894,20211030,86,Plastic,Treatment,kg,276.086
84895,WST-084895,20200308,37,Paper,Recycling,kg,873.3
84896,WST-084896,20190802,75,General,Treatment,kg,917.526
84897,WST-084897,20200229,93,Plastic,Recycling,kg,254.369
84898,WST-084898,20191011,90,Plastic,Landfill,kg,352.181
84899,WST-084899,20230314,61,Chemical,Treatment,kg,391.584
84900,WST-084900,20201026,45,Paper,Recycling,kg,360.422
84901,WST-084901,20230717,99,General,Landfill,kg,678.241
84902,WST-084902,20220104,85,Chemical,Reuse,kg,136.251
84903,WST-084903,20250106,76,Metal,Recycling,kg,840.551
84904,WST-084904,20240411,91,General,Treatment,kg,586.255
84905,WST-084905,20200422,15,General,Landfill,kg,809.071
84906,WST-084906,20190502,34,Plastic,Recycling,kg,26.12
84907,WST-084907,20200625,47,Metal,Reuse,kg,694.005
84908,WST-084908,20200202,92,Paper,Recycling,kg,295.302
84909,WST-084909,20210830,12,Paper,Reuse,kg,356.004
84910,WST-084910,20230118,71,Metal,Treatment,kg,177.761
84911,WST-084911,20210807,6,Metal,Reuse,kg,788.668
84912,WST-084912,20210628,48,Chemical,Treatment,kg,996.408
84913,WST-084913,20221006,95,Metal,Recycling,kg,316.65
84914,WST-084914,20241015,81,Chemical,Treatment,kg,674.758
84915,WST-084915,20220717,96,Chemical,Landfill,kg,937.165
84916,WST-084916,20210322,66,Metal,Treatment,kg,197.68
84917,WST-084917,20190918,82,Metal,Reuse,kg,862.081
84918,WST-084918,20210314,54,Plastic,Recycling,kg,530.672
84919,WST-084919,20200728,61,Paper,Treatment,kg,431.322
84920,WST-084920,20190529,95,Plastic,Recycling,kg,118.166
84921,WST-084921,20210319,45,Paper,Reuse,kg,529.019
84922,WST-084922,20250807,11,Metal,Reuse,kg,663.424
84923,WST-084923,20230824,15,Plastic,Reuse,kg,357.069
84924,WST-084924,20251109,73,Metal,Treatment,kg,640.369
84925,WST-084925,20240603,73,Metal,Recycling,kg,607.259
84926,WST-084926,20200111,70,Metal,Landfill,kg,745.209
84927,WST-084927,20221231,14,Plastic,Reuse,kg,73.362
84928,WST-084928,20221107,27,Metal,Landfill,kg,849.628
84929,WST-084929,20191019,2,Paper,Reuse,kg,538.196
84930,WST-084930,20190421,30,Metal,Reuse,kg,293.338
84931,WST-084931,20231216,52,Plastic,Recycling,kg,582.172
84932,WST-084932,20201218,91,Plastic,Treatment,kg,662.937
84933,WST-084933,20200131,10,General,Recycling,kg,652.131
84934,WST-084934,20210412,69,Paper,Reuse,kg,152.318
84935,WST-084935,20240117,67,General,Treatment,kg,650.982
84936,WST-084936,20190312,26,Plastic,Reuse,kg,619.558
84937,WST-084937,20221019,73,General,Reuse,kg,644.501
84938,WST-084938,20220127,11,Plastic,Landfill,kg,815.22
84939,WST-084939,20240811,58,Chemical,Treatment,kg,672.893
84940,WST-084940,20200611,78,General,Treatment,kg,851.06
84941,WST-084941,20191224,32,Chemical,Recycling,kg,74.153
84942,WST-084942,20240518,50,Plastic,Recycling,kg,331.766
84943,WST-084943,20220428,34,Chemical,Recycling,kg,796.28
84944,WST-084944,20210726,92,Plastic,Treatment,kg,599.169
84945,WST-084945,20240207,68,Chemical,Reuse,kg,932.628
84946,WST-084946,20210715,26,Paper,Treatment,kg,393.913
84947,WST-084947,20191214,10,General,Landfill,kg,164.914
84948,WST-084948,20220814,19,Metal,Landfill,kg,926.744
84949,WST-084949,20221013,96,Plastic,Landfill,kg,870.073
84950,WST-084950,20220816,100,Metal,Recycling,kg,209.361
84951,WST-084951,20241225,44,Plastic,Reuse,kg,797.952
84952,WST-084952,20250826,50,General,Recycling,kg,229.511
84953,WST-084953,20191219,64,General,Reuse,kg,882.661
84954,WST-084954,20230510,61,Paper,Reuse,kg,215.34
84955,WST-084955,20200817,44,Metal,Recycling,kg,603.764
84956,WST-084956,20231127,68,Chemical,Reuse,kg,966.295
84957,WST-084957,20210219,31,Metal,Treatment,kg,251.66
84958,WST-084958,20190315,20,General,Landfill,kg,814.483
84959,WST-084959,20250627,71,General,Treatment,kg,515.09
84960,WST-084960,20240818,17,Plastic,Treatment,kg,792.901
84961,WST-084961,20230810,37,Plastic,Recycling,kg,330.373
84962,WST-084962,20190112,98,Paper,Recycling,kg,103.685
84963,WST-084963,20200424,7,Chemical,Recycling,kg,26.506
84964,WST-084964,20201101,13,Metal,Recycling,kg,323.81
84965,WST-084965,20201104,5,Chemical,Reuse,kg,309.971
84966,WST-084966,20220714,31,Chemical,Treatment,kg,879.415
84967,WST-084967,20230706,65,Metal,Treatment,kg,505.296
84968,WST-084968,20250102,24,Paper,Reuse,kg,4.22
84969,WST-084969,20210312,1,Plastic,Recycling,kg,940.545
84970,WST-084970,20250304,58,Metal,Landfill,kg,669.404
84971,WST-084971,20210413,63,Paper,Landfill,kg,718.471
84972,WST-084972,20200410,74,Metal,Recycling,kg,589.047
84973,WST-084973,20201030,78,Chemical,Landfill,kg,464.61
84974,WST-084974,20250322,71,Metal,Treatment,kg,944.68
84975,WST-084975,20211104,48,Metal,Landfill,kg,813.29
84976,WST-084976,20190804,28,Paper,Treatment,kg,899.674
84977,WST-084977,20200713,5,Metal,Recycling,kg,72.427
84978,WST-084978,20250914,21,Metal,Treatment,kg,325.037
84979,WST-084979,20200517,16,Chemical,Recycling,kg,899.164
84980,WST-084980,20230101,80,General,Treatment,kg,521.166
84981,WST-084981,20190707,49,Chemical,Landfill,kg,705.286
84982,WST-084982,20201017,38,Plastic,Treatment,kg,276.474
84983,WST-084983,20241104,14,Chemical,Recycling,kg,807.782
84984,WST-084984,20201220,42,Metal,Landfill,kg,727.848
84985,WST-084985,20210801,40,Metal,Treatment,kg,40.448
84986,WST-084986,20250217,22,Chemical,Recycling,kg,741.971
84987,WST-084987,20190303,49,Metal,Recycling,kg,480.766
84988,WST-084988,20241126,20,Plastic,Landfill,kg,977.736
84989,WST-084989,20230213,66,Paper,Treatment,kg,230.225
84990,WST-084990,20210521,95,General,Landfill,kg,277.967
84991,WST-084991,20210222,70,Paper,Landfill,kg,74.283
84992,WST-084992,20240513,9,Chemical,Recycling,kg,929.359
84993,WST-084993,20240504,6,General,Recycling,kg,930.758
84994,WST-084994,20240319,88,General,Landfill,kg,151.48
84995,WST-084995,20211012,50,Chemical,Landfill,kg,207.559
84996,WST-084996,20191126,1,Plastic,Recycling,kg,105.355
84997,WST-084997,20230727,47,General,Recycling,kg,209.659
84998,WST-084998,20210409,67,General,Reuse,kg,530.021
84999,WST-084999,20200705,54,Chemical,Recycling,kg,165.231
85000,WST-085000,20200923,65,Plastic,Treatment,kg,825.816
85001,WST-085001,20230910,66,Paper,Landfill,kg,714.651
85002,WST-085002,20200331,71,Metal,Recycling,kg,363.344
85003,WST-085003,20250815,97,Paper,Reuse,kg,144.737
85004,WST-085004,20230412,53,Chemical,Landfill,kg,521.956
85005,WST-085005,20250410,44,Paper,Reuse,kg,880.531
85006,WST-085006,20200527,70,General,Recycling,kg,435.444
85007,WST-085007,20240418,10,Chemical,Treatment,kg,689.77
85008,WST-085008,20211129,47,General,Treatment,kg,731.389
85009,WST-085009,20250415,93,Plastic,Treatment,kg,761.855
85010,WST-085010,20190314,9,Chemical,Reuse,kg,369.064
85011,WST-085011,20230130,32,Chemical,Treatment,kg,876.493
85012,WST-085012,20200419,2,Metal,Treatment,kg,78.8
85013,WST-085013,20191006,63,General,Reuse,kg,331.816
85014,WST-085014,20221024,74,Plastic,Landfill,kg,582.917
85015,WST-085015,20240302,37,Paper,Treatment,kg,72.833
85016,WST-085016,20220917,28,General,Treatment,kg,473.496
85017,WST-085017,20190813,87,Paper,Reuse,kg,861.016
85018,WST-085018,20210124,94,Chemical,Treatment,kg,758.612
85019,WST-085019,20200421,100,Metal,Recycling,kg,811.522
85020,WST-085020,20240614,42,Plastic,Recycling,kg,611.096
85021,WST-085021,20231106,83,Paper,Reuse,kg,276.256
85022,WST-085022,20231220,71,Chemical,Landfill,kg,948.066
85023,WST-085023,20230714,17,Paper,Treatment,kg,634.337
85024,WST-085024,20220518,72,Metal,Treatment,kg,115.215
85025,WST-085025,20221103,76,Paper,Landfill,kg,591.945
85026,WST-085026,20230727,17,Chemical,Treatment,kg,759.487
85027,WST-085027,20230921,29,Metal,Treatment,kg,462.811
85028,WST-085028,20190616,42,Chemical,Reuse,kg,466.518
85029,WST-085029,20241110,95,Chemical,Recycling,kg,240.756
85030,WST-085030,20231105,77,Metal,Landfill,kg,235.355
85031,WST-085031,20191130,62,General,Treatment,kg,550.561
85032,WST-085032,20200517,43,Chemical,Treatment,kg,855.218
85033,WST-085033,20220210,43,Plastic,Landfill,kg,621.796
85034,WST-085034,20240424,99,Paper,Recycling,kg,436.928
85035,WST-085035,20210507,80,Paper,Reuse,kg,805.881
85036,WST-085036,20240510,2,Plastic,Treatment,kg,200.883
85037,WST-085037,20251022,91,General,Landfill,kg,512.112
85038,WST-085038,20220627,4,Metal,Landfill,kg,257.859
85039,WST-085039,20241203,13,Plastic,Treatment,kg,912.451
85040,WST-085040,20190512,84,Plastic,Reuse,kg,879.428
85041,WST-085041,20220719,47,Chemical,Recycling,kg,240.307
85042,WST-085042,20230207,41,Plastic,Treatment,kg,742.615
85043,WST-085043,20230927,15,Metal,Treatment,kg,987.451
85044,WST-085044,20230429,38,Plastic,Recycling,kg,825.271
85045,WST-085045,20220322,2,Chemical,Treatment,kg,8.608
85046,WST-085046,20220723,19,Paper,Landfill,kg,662.338
85047,WST-085047,20210706,18,Chemical,Treatment,kg,191.931
85048,WST-085048,20190706,76,Plastic,Landfill,kg,547.808
85049,WST-085049,20200324,82,Paper,Treatment,kg,289.687
85050,WST-085050,20200906,7,Metal,Landfill,kg,413.385
85051,WST-085051,20220526,87,Chemical,Reuse,kg,855.188
85052,WST-085052,20191009,92,Metal,Recycling,kg,886.716
85053,WST-085053,20200511,37,Chemical,Recycling,kg,993.387
85054,WST-085054,20220420,2,Plastic,Treatment,kg,169.976
85055,WST-085055,20191104,13,Plastic,Reuse,kg,449.452
85056,WST-085056,20210402,99,General,Treatment,kg,45.731
85057,WST-085057,20210902,82,Paper,Recycling,kg,848.073
85058,WST-085058,20221107,51,Metal,Treatment,kg,684.539
85059,WST-085059,20200308,28,Metal,Landfill,kg,982.827
85060,WST-085060,20231023,56,Metal,Treatment,kg,943.655
85061,WST-085061,20240723,92,General,Recycling,kg,383.207
85062,WST-085062,20190808,17,Plastic,Landfill,kg,531.684
85063,WST-085063,20230308,48,Metal,Reuse,kg,705.368
85064,WST-085064,20190124,68,Plastic,Reuse,kg,271.546
85065,WST-085065,20251106,12,Paper,Recycling,kg,165.125
85066,WST-085066,20200503,21,Paper,Reuse,kg,238.396
85067,WST-085067,20240219,77,Chemical,Landfill,kg,653.625
85068,WST-085068,20221026,100,Chemical,Landfill,kg,791.243
85069,WST-085069,20201105,16,Plastic,Recycling,kg,977.286
85070,WST-085070,20241113,95,Metal,Reuse,kg,882.115
85071,WST-085071,20211222,61,General,Landfill,kg,138.727
85072,WST-085072,20200105,19,Chemical,Recycling,kg,414.758
85073,WST-085073,20220226,57,Paper,Treatment,kg,937.921
85074,WST-085074,20240403,64,Paper,Recycling,kg,294.209
85075,WST-085075,20191104,87,Plastic,Recycling,kg,918.001
85076,WST-085076,20201114,64,Paper,Recycling,kg,756.135
85077,WST-085077,20200711,7,Metal,Landfill,kg,87.524
85078,WST-085078,20200520,86,Chemical,Landfill,kg,287.789
85079,WST-085079,20200228,68,Plastic,Reuse,kg,34.135
85080,WST-085080,20200825,98,Plastic,Reuse,kg,239.603
85081,WST-085081,20221009,49,Chemical,Recycling,kg,976.085
85082,WST-085082,20200522,5,Plastic,Recycling,kg,897.67
85083,WST-085083,20220224,62,Paper,Recycling,kg,352.58
85084,WST-085084,20200221,32,Paper,Treatment,kg,752.872
85085,WST-085085,20250927,88,Metal,Reuse,kg,57.56
85086,WST-085086,20250203,33,Plastic,Recycling,kg,427.527
85087,WST-085087,20240611,97,Metal,Landfill,kg,552.564
85088,WST-085088,20240202,40,Paper,Recycling,kg,97.499
85089,WST-085089,20240626,32,Plastic,Reuse,kg,664.489
85090,WST-085090,20200113,70,Metal,Recycling,kg,3.136
85091,WST-085091,20210205,59,Chemical,Treatment,kg,974.627
85092,WST-085092,20211107,13,Chemical,Treatment,kg,495.097
85093,WST-085093,20190127,25,Paper,Recycling,kg,176.7
85094,WST-085094,20220523,92,Metal,Recycling,kg,911.324
85095,WST-085095,20231004,73,Plastic,Treatment,kg,735.12
85096,WST-085096,20201111,88,Paper,Reuse,kg,746.657
85097,WST-085097,20191219,62,General,Recycling,kg,850.441
85098,WST-085098,20240909,50,General,Landfill,kg,510.605
85099,WST-085099,20190828,54,Chemical,Landfill,kg,318.917
85100,WST-085100,20200904,11,Paper,Treatment,kg,146.354
85101,WST-085101,20230901,8,General,Treatment,kg,162.636
85102,WST-085102,20211203,82,Plastic,Recycling,kg,746.74
85103,WST-085103,20220413,92,Paper,Landfill,kg,194.439
85104,WST-085104,20230826,33,Plastic,Recycling,kg,111.813
85105,WST-085105,20220922,52,General,Landfill,kg,560.262
85106,WST-085106,20200822,80,Plastic,Recycling,kg,535.848
85107,WST-085107,20240905,27,Paper,Landfill,kg,965.306
85108,WST-085108,20210503,81,Metal,Treatment,kg,964.152
85109,WST-085109,20201012,36,Plastic,Reuse,kg,437.516
85110,WST-085110,20250525,68,Chemical,Recycling,kg,675.81
85111,WST-085111,20200725,61,Metal,Reuse,kg,430.556
85112,WST-085112,20220318,56,Plastic,Reuse,kg,420.592
85113,WST-085113,20230728,42,General,Recycling,kg,362.519
85114,WST-085114,20220705,76,Plastic,Landfill,kg,86.122
85115,WST-085115,20190404,88,Metal,Landfill,kg,882.266
85116,WST-085116,20220522,51,Plastic,Recycling,kg,768.49
85117,WST-085117,20250627,67,Chemical,Recycling,kg,750.729
85118,WST-085118,20230326,98,Paper,Recycling,kg,110.229
85119,WST-085119,20240924,24,General,Reuse,kg,281.841
85120,WST-085120,20230217,5,Chemical,Reuse,kg,828.959
85121,WST-085121,20190516,91,Paper,Treatment,kg,632.013
85122,WST-085122,20250809,34,Plastic,Reuse,kg,430.843
85123,WST-085123,20250520,8,Metal,Recycling,kg,95.132
85124,WST-085124,20210423,37,General,Recycling,kg,772.032
85125,WST-085125,20240301,54,Plastic,Reuse,kg,549.408
85126,WST-085126,20250225,28,Plastic,Recycling,kg,257.914
85127,WST-085127,20190922,86,Plastic,Landfill,kg,631.652
85128,WST-085128,20250411,49,Chemical,Recycling,kg,881.777
85129,WST-085129,20190602,17,Chemical,Recycling,kg,738.262
85130,WST-085130,20190604,12,Metal,Recycling,kg,159.379
85131,WST-085131,20240923,10,Metal,Landfill,kg,718.523
85132,WST-085132,20250823,55,Paper,Treatment,kg,316.665
85133,WST-085133,20190731,61,General,Treatment,kg,855.683
85134,WST-085134,20210522,90,Metal,Treatment,kg,51.504
85135,WST-085135,20210330,52,Paper,Treatment,kg,606.756
85136,WST-085136,20240428,83,Plastic,Landfill,kg,507.289
85137,WST-085137,20251107,86,Paper,Reuse,kg,955.959
85138,WST-085138,20240726,63,Plastic,Landfill,kg,799.465
85139,WST-085139,20230925,22,General,Recycling,kg,26.06
85140,WST-085140,20190807,44,Plastic,Landfill,kg,280.071
85141,WST-085141,20190923,62,General,Recycling,kg,54.466
85142,WST-085142,20190708,76,Plastic,Reuse,kg,417.893
85143,WST-085143,20200510,95,General,Recycling,kg,588.67
85144,WST-085144,20211209,26,Plastic,Treatment,kg,815.67
85145,WST-085145,20190924,78,General,Recycling,kg,384.113
85146,WST-085146,20240403,37,Plastic,Treatment,kg,212.411
85147,WST-085147,20240106,30,Metal,Recycling,kg,655.707
85148,WST-085148,20250720,71,Chemical,Landfill,kg,613.166
85149,WST-085149,20231205,67,Chemical,Landfill,kg,622.308
85150,WST-085150,20220106,70,General,Landfill,kg,473.22
85151,WST-085151,20250722,75,Metal,Treatment,kg,776.256
85152,WST-085152,20211201,84,Chemical,Treatment,kg,74.84
85153,WST-085153,20240424,64,Plastic,Treatment,kg,945.732
85154,WST-085154,20200714,99,Paper,Treatment,kg,756.876
85155,WST-085155,20220722,10,Chemical,Treatment,kg,641.275
85156,WST-085156,20201029,55,Chemical,Recycling,kg,795.541
85157,WST-085157,20251227,27,Plastic,Landfill,kg,687.321
85158,WST-085158,20190804,2,Metal,Reuse,kg,692.621
85159,WST-085159,20191009,19,Paper,Treatment,kg,211.269
85160,WST-085160,20210116,35,Metal,Recycling,kg,390.953
85161,WST-085161,20240918,44,Paper,Treatment,kg,309.607
85162,WST-085162,20201017,93,Paper,Reuse,kg,887.309
85163,WST-085163,20190710,63,Chemical,Reuse,kg,941.59
85164,WST-085164,20230306,3,Metal,Recycling,kg,68.355
85165,WST-085165,20201103,37,General,Recycling,kg,535.309
85166,WST-085166,20200416,26,Plastic,Reuse,kg,818.316
85167,WST-085167,20220401,43,Plastic,Treatment,kg,196.588
85168,WST-085168,20211119,76,Plastic,Recycling,kg,770.314
85169,WST-085169,20210612,2,General,Landfill,kg,386.796
85170,WST-085170,20230208,79,Paper,Reuse,kg,972.28
85171,WST-085171,20250507,94,General,Landfill,kg,928.655
85172,WST-085172,20250720,31,Metal,Recycling,kg,157.421
85173,WST-085173,20220529,37,Paper,Landfill,kg,579.127
85174,WST-085174,20200403,11,Paper,Treatment,kg,419.57
85175,WST-085175,20250514,6,Paper,Recycling,kg,184.969
85176,WST-085176,20240503,83,Paper,Recycling,kg,379.451
85177,WST-085177,20251106,37,Metal,Reuse,kg,77.05
85178,WST-085178,20221129,23,General,Treatment,kg,475.579
85179,WST-085179,20231118,74,Plastic,Landfill,kg,607.659
85180,WST-085180,20191209,70,Metal,Treatment,kg,111.394
85181,WST-085181,20210801,71,General,Reuse,kg,838.653
85182,WST-085182,20240619,68,Metal,Landfill,kg,812.082
85183,WST-085183,20210424,98,Chemical,Landfill,kg,566.273
85184,WST-085184,20230903,39,Metal,Treatment,kg,721.845
85185,WST-085185,20200815,6,Chemical,Treatment,kg,31.484
85186,WST-085186,20250209,2,Chemical,Reuse,kg,860.632
85187,WST-085187,20190629,4,Paper,Treatment,kg,235.109
85188,WST-085188,20251003,79,Paper,Treatment,kg,833.072
85189,WST-085189,20250816,52,Chemical,Treatment,kg,695.856
85190,WST-085190,20201019,20,General,Reuse,kg,774.975
85191,WST-085191,20200328,72,Chemical,Recycling,kg,577.403
85192,WST-085192,20220914,44,Plastic,Landfill,kg,766.928
85193,WST-085193,20240331,44,General,Reuse,kg,681.114
85194,WST-085194,20230706,42,Plastic,Recycling,kg,270.435
85195,WST-085195,20191005,93,Plastic,Reuse,kg,792.046
85196,WST-085196,20210815,88,Plastic,Treatment,kg,718.39
85197,WST-085197,20230123,64,Plastic,Reuse,kg,732.77
85198,WST-085198,20200711,97,Metal,Recycling,kg,104.714
85199,WST-085199,20240530,97,Paper,Treatment,kg,200.18
85200,WST-085200,20200830,12,Plastic,Treatment,kg,194.835
85201,WST-085201,20191031,84,General,Treatment,kg,168.101
85202,WST-085202,20241227,100,Plastic,Reuse,kg,831.975
85203,WST-085203,20210216,27,General,Landfill,kg,334.247
85204,WST-085204,20240417,36,Paper,Landfill,kg,705.944
85205,WST-085205,20210819,86,Chemical,Reuse,kg,630.257
85206,WST-085206,20210829,14,Chemical,Landfill,kg,429.736
85207,WST-085207,20200516,8,Chemical,Landfill,kg,439.743
85208,WST-085208,20231213,21,Plastic,Reuse,kg,324.984
85209,WST-085209,20190806,21,Paper,Landfill,kg,436.643
85210,WST-085210,20200524,68,Metal,Landfill,kg,179.313
85211,WST-085211,20230407,30,Paper,Treatment,kg,804.468
85212,WST-085212,20220317,38,Paper,Reuse,kg,730.594
85213,WST-085213,20220825,58,Metal,Landfill,kg,888.598
85214,WST-085214,20240116,71,Chemical,Recycling,kg,319.487
85215,WST-085215,20220509,73,Paper,Reuse,kg,141.338
85216,WST-085216,20210105,61,General,Recycling,kg,17.666
85217,WST-085217,20211115,31,Metal,Reuse,kg,519.962
85218,WST-085218,20230704,97,Metal,Reuse,kg,280.437
85219,WST-085219,20230728,99,Metal,Reuse,kg,129.621
85220,WST-085220,20251116,5,Plastic,Recycling,kg,324.273
85221,WST-085221,20221101,7,Metal,Recycling,kg,380.762
85222,WST-085222,20231126,69,Metal,Treatment,kg,679.417
85223,WST-085223,20200523,69,Chemical,Recycling,kg,624.122
85224,WST-085224,20210802,87,Chemical,Treatment,kg,960.187
85225,WST-085225,20220101,95,Chemical,Reuse,kg,519.213
85226,WST-085226,20210925,86,Chemical,Recycling,kg,546.266
85227,WST-085227,20250211,27,Metal,Treatment,kg,258.754
85228,WST-085228,20201026,62,General,Recycling,kg,25.563
85229,WST-085229,20191211,67,Paper,Landfill,kg,446.585
85230,WST-085230,20211225,91,Plastic,Recycling,kg,403.395
85231,WST-085231,20191201,96,General,Reuse,kg,434.943
85232,WST-085232,20230710,8,Metal,Treatment,kg,782.795
85233,WST-085233,20190422,29,Chemical,Treatment,kg,626.166
85234,WST-085234,20210313,86,Paper,Recycling,kg,129.751
85235,WST-085235,20240602,77,General,Reuse,kg,521.484
85236,WST-085236,20210201,80,General,Recycling,kg,431.105
85237,WST-085237,20221205,98,Plastic,Treatment,kg,133.422
85238,WST-085238,20241113,90,Plastic,Recycling,kg,428.573
85239,WST-085239,20241002,8,Metal,Landfill,kg,116.191
85240,WST-085240,20250826,100,Plastic,Recycling,kg,993.839
85241,WST-085241,20240918,9,Plastic,Recycling,kg,168.91
85242,WST-085242,20220425,73,General,Landfill,kg,308.009
85243,WST-085243,20230901,96,Metal,Recycling,kg,747.611
85244,WST-085244,20200830,79,Plastic,Treatment,kg,9.564
85245,WST-085245,20221120,16,Metal,Recycling,kg,506.099
85246,WST-085246,20201127,62,Paper,Reuse,kg,529.461
85247,WST-085247,20240819,9,General,Treatment,kg,728.032
85248,WST-085248,20201023,39,Paper,Reuse,kg,238.768
85249,WST-085249,20240525,13,Paper,Landfill,kg,595.21
85250,WST-085250,20250924,71,Chemical,Reuse,kg,670.476
85251,WST-085251,20190329,39,Paper,Treatment,kg,752.754
85252,WST-085252,20250118,76,Plastic,Recycling,kg,190.442
85253,WST-085253,20251012,96,Metal,Recycling,kg,186.257
85254,WST-085254,20200503,43,Plastic,Landfill,kg,439.523
85255,WST-085255,20190812,84,General,Landfill,kg,642.267
85256,WST-085256,20221203,50,Metal,Landfill,kg,386.076
85257,WST-085257,20230824,19,Paper,Recycling,kg,447.04
85258,WST-085258,20200807,28,Plastic,Treatment,kg,49.384
85259,WST-085259,20240725,2,Chemical,Treatment,kg,747.123
85260,WST-085260,20231124,41,Paper,Landfill,kg,219.686
85261,WST-085261,20201031,45,Plastic,Landfill,kg,107.994
85262,WST-085262,20231113,98,Paper,Landfill,kg,34.598
85263,WST-085263,20231211,27,General,Reuse,kg,209.526
85264,WST-085264,20190624,91,Metal,Landfill,kg,547.053
85265,WST-085265,20250406,51,Metal,Reuse,kg,230.211
85266,WST-085266,20200404,50,Metal,Recycling,kg,103.16
85267,WST-085267,20230609,70,Paper,Treatment,kg,440.799
85268,WST-085268,20201021,35,Paper,Recycling,kg,568.669
85269,WST-085269,20231223,71,Paper,Treatment,kg,880.661
85270,WST-085270,20190126,25,Paper,Landfill,kg,732.647
85271,WST-085271,20250423,11,Metal,Reuse,kg,659.863
85272,WST-085272,20200815,25,Metal,Recycling,kg,693.556
85273,WST-085273,20220519,38,Metal,Treatment,kg,244.23
85274,WST-085274,20190330,98,Metal,Reuse,kg,193.242
85275,WST-085275,20191219,24,Paper,Landfill,kg,286.838
85276,WST-085276,20220917,33,General,Reuse,kg,379.774
85277,WST-085277,20250918,18,Metal,Reuse,kg,631.6
85278,WST-085278,20240316,13,Chemical,Treatment,kg,376.375
85279,WST-085279,20190826,74,General,Treatment,kg,327.443
85280,WST-085280,20250308,93,General,Treatment,kg,31.174
85281,WST-085281,20190101,59,Paper,Reuse,kg,515.281
85282,WST-085282,20230726,46,Chemical,Landfill,kg,46.926
85283,WST-085283,20200225,8,Metal,Landfill,kg,284.757
85284,WST-085284,20250428,23,Paper,Landfill,kg,410.531
85285,WST-085285,20190520,58,Metal,Treatment,kg,708.182
85286,WST-085286,20220126,40,Chemical,Recycling,kg,897.594
85287,WST-085287,20240115,100,Chemical,Landfill,kg,786.746
85288,WST-085288,20211127,83,Plastic,Recycling,kg,921.264
85289,WST-085289,20220427,2,Chemical,Treatment,kg,443.847
85290,WST-085290,20240215,80,Metal,Recycling,kg,381.925
85291,WST-085291,20200430,67,Plastic,Reuse,kg,138.192
85292,WST-085292,20231006,5,Plastic,Recycling,kg,411.24
85293,WST-085293,20240827,88,Plastic,Reuse,kg,795.828
85294,WST-085294,20220228,39,Plastic,Landfill,kg,837.876
