emissions_key,emissions_id,date_key,location_key,emissions_category,co2_emissions
69128,EMS-069128,20191028,34,Direct Emissions,3404.016
69129,EMS-069129,20240605,85,Direct Emissions,966.082
69130,EMS-069130,20201126,63,Direct Emissions,16.384
69131,EMS-069131,20230406,18,Transportation,4155.474
69132,EMS-069132,20220918,93,Direct Emissions,585.458
69133,EMS-069133,20251231,49,Direct Emissions,560.63
69134,EMS-069134,20220213,26,Transportation,453.262
69135,EMS-069135,20251206,32,Transportation,928.686
69136,EMS-069136,20221018,51,Purchased Energy,4855.961
69137,EMS-069137,20250420,61,Direct Emissions,3504.485
69138,EMS-069138,20230629,73,Transportation,3625.354
69139,EMS-069139,20230221,38,Purchased Energy,2453.344
69140,EMS-069140,20190815,3,Transportation,1165.022
69141,EMS-069141,20210803,18,Transportation,2611.851
69142,EMS-069142,20240904,66,Transportation,4825.134
69143,EMS-069143,20250404,17,Purchased Energy,792.098
69144,EMS-069144,20220410,69,Purchased Energy,3911.379
69145,EMS-069145,20220323,65,Transportation,355.593
69146,EMS-069146,20200902,39,Transportation,669.693
69147,EMS-069147,20240306,91,Transportation,4396.261
69148,EMS-069148,20210503,48,Purchased Energy,38.146
69149,EMS-069149,20251014,30,Purchased Energy,2370.6
69150,EMS-069150,20211102,18,Purchased Energy,2106.011
69151,EMS-069151,20250703,85,Transportation,3999.431
69152,EMS-069152,20221010,36,Purchased Energy,4008.5
69153,EMS-069153,20190723,8,Direct Emissions,2888.552
69154,EMS-069154,20240219,61,Purchased Energy,4868.995
69155,EMS-069155,20191223,97,Transportation,549.269
69156,EMS-069156,20201214,79,Direct Emissions,3685.696
69157,EMS-069157,20210617,51,Purchased Energy,4972.644
69158,EMS-069158,20220523,41,Direct Emissions,2888.458
69159,EMS-069159,20240710,13,Direct Emissions,371.66
69160,EMS-069160,20251217,82,Direct Emissions,2606.373
69161,EMS-069161,20230824,87,Direct Emissions,1676.977
69162,EMS-069162,20240720,65,Direct Emissions,1401.992
69163,EMS-069163,20210401,2,Purchased Energy,1922.454
69164,EMS-069164,20230109,7,Transportation,3766.879
69165,EMS-069165,20200127,20,Purchased Energy,4148.079
69166,EMS-069166,20220827,26,Direct Emissions,4165.073
69167,EMS-069167,20250422,37,Transportation,4517.831
69168,EMS-069168,20230605,54,Purchased Energy,2612.052
69169,EMS-069169,20200524,86,Direct Emissions,2619.221
69170,EMS-069170,20220922,70,Transportation,3457.472
69171,EMS-069171,20190529,27,Purchased Energy,2607.793
69172,EMS-069172,20241127,76,Direct Emissions,1663.819
69173,EMS-069173,20250709,11,Transportation,514.594
69174,EMS-069174,20220421,8,Transportation,1860.799
69175,EMS-069175,20210731,70,Transportation,3098.72
69176,EMS-069176,20241124,43,Transportation,3881.292
69177,EMS-069177,20210103,99,Transportation,3347.977
69178,EMS-069178,20251104,85,Direct Emissions,2502.911
69179,EMS-069179,20220108,87,Transportation,4796.914
69180,EMS-069180,20200622,78,Purchased Energy,3678.618
69181,EMS-069181,20230122,11,Purchased Energy,1240.187
69182,EMS-069182,20251220,20,Purchased Energy,4615.451
69183,EMS-069183,20200422,33,Transportation,107.03
69184,EMS-069184,20220321,37,Direct Emissions,3453.415
69185,EMS-069185,20190727,10,Purchased Energy,152.251
69186,EMS-069186,20200511,61,Transportation,2196.743
69187,EMS-069187,20230211,33,Transportation,4222.69
69188,EMS-069188,20210529,3,Direct Emissions,2577.429
69189,EMS-069189,20231014,65,Direct Emissions,2853.198
69190,EMS-069190,20190331,63,Transportation,1578.423
69191,EMS-069191,20200107,37,Purchased Energy,2607.246
69192,EMS-069192,20240319,99,Purchased Energy,246.928
69193,EMS-069193,20200514,35,Purchased Energy,3478.203
69194,EMS-069194,20190423,29,Direct Emissions,1715.102
69195,EMS-069195,20201021,20,Purchased Energy,4408.913
69196,EMS-069196,20251005,15,Purchased Energy,3090.701
69197,EMS-069197,20230627,56,Transportation,3891.458
69198,EMS-069198,20211226,96,Transportation,3965.48
69199,EMS-069199,20200913,51,Purchased Energy,1834.387
69200,EMS-069200,20250730,22,Transportation,3520.49
69201,EMS-069201,20200118,50,Direct Emissions,4082.366
69202,EMS-069202,20250916,9,Transportation,261.197
69203,EMS-069203,20240209,18,Purchased Energy,4994.59
69204,EMS-069204,20240130,1,Purchased Energy,1921.63
69205,EMS-069205,20240514,14,Purchased Energy,3442.819
69206,EMS-069206,20221030,13,Direct Emissions,119.039
69207,EMS-069207,20200613,16,Purchased Energy,4934.146
69208,EMS-069208,20210630,46,Direct Emissions,4895.718
69209,EMS-069209,20240115,69,Purchased Energy,2557.557
69210,EMS-069210,20200405,20,Transportation,3183.508
69211,EMS-069211,20211224,35,Purchased Energy,206.918
69212,EMS-069212,20190923,36,Transportation,3189.599
69213,EMS-069213,20200202,41,Transportation,3193.94
69214,EMS-069214,20200810,67,Purchased Energy,949.489
69215,EMS-069215,20240129,28,Transportation,3027.79
69216,EMS-069216,20230814,19,Direct Emissions,4840.456
69217,EMS-069217,20250511,1,Purchased Energy,374.914
69218,EMS-069218,20250413,83,Transportation,2804.871
69219,EMS-069219,20230821,56,Purchased Energy,2159.791
69220,EMS-069220,20191020,4,Direct Emissions,4008.507
69221,EMS-069221,20240116,36,Purchased Energy,3884.394
69222,EMS-069222,20210810,68,Transportation,3478.948
69223,EMS-069223,20210525,71,Purchased Energy,2333.143
69224,EMS-069224,20201022,27,Purchased Energy,4027.787
69225,EMS-069225,20220614,90,Direct Emissions,4940.846
69226,EMS-069226,20230325,41,Purchased Energy,2877.549
69227,EMS-069227,20190413,88,Purchased Energy,560.012
69228,EMS-069228,20210504,95,Purchased Energy,2779.718
69229,EMS-069229,20240721,52,Direct Emissions,4265.394
69230,EMS-069230,20250107,87,Purchased Energy,1662.599
69231,EMS-069231,20190517,82,Transportation,2065.858
69232,EMS-069232,20210428,84,Transportation,2962.01
69233,EMS-069233,20220818,8,Purchased Energy,2854.53
69234,EMS-069234,20250606,23,Transportation,2534.206
69235,EMS-069235,20220129,66,Transportation,3873.509
69236,EMS-069236,20240615,66,Direct Emissions,2555.257
69237,EMS-069237,20230703,95,Transportation,2290.567
69238,EMS-069238,20200907,2,Purchased Energy,2132.323
69239,EMS-069239,20240615,61,Direct Emissions,3889.523
69240,EMS-069240,20200408,82,Direct Emissions,3039.968
69241,EMS-069241,20220830,11,Purchased Energy,960.209
69242,EMS-069242,20240923,44,Purchased Energy,2740.376
69243,EMS-069243,20190108,81,Direct Emissions,280.308
69244,EMS-069244,20191005,12,Direct Emissions,4024.459
69245,EMS-069245,20191103,36,Transportation,857.998
69246,EMS-069246,20190504,70,Direct Emissions,2555.748
69247,EMS-069247,20200920,1,Transportation,1805.832
69248,EMS-069248,20240214,89,Purchased Energy,811.11
69249,EMS-069249,20240818,54,Direct Emissions,3798.492
69250,EMS-069250,20190213,32,Purchased Energy,4169.388
69251,EMS-069251,20200808,13,Transportation,155.562
69252,EMS-069252,20250207,34,Purchased Energy,2973.915
69253,EMS-069253,20220713,42,Transportation,612.093
69254,EMS-069254,20201229,58,Direct Emissions,2081.383
69255,EMS-069255,20230330,99,Transportation,592.841
69256,EMS-069256,20230214,40,Purchased Energy,3616.601
69257,EMS-069257,20210622,94,Direct Emissions,583.173
69258,EMS-069258,20250612,4,Direct Emissions,3120.335
69259,EMS-069259,20220802,35,Purchased Energy,2373.627
69260,EMS-069260,20200402,92,Direct Emissions,2521.062
69261,EMS-069261,20210427,3,Purchased Energy,1199.953
69262,EMS-069262,20190323,67,Direct Emissions,2402.937
69263,EMS-069263,20201121,81,Transportation,1590.034
69264,EMS-069264,20191218,97,Transportation,4246.966
69265,EMS-069265,20190729,2,Transportation,3190.327
69266,EMS-069266,20251003,77,Purchased Energy,2823.285
69267,EMS-069267,20190610,39,Purchased Energy,509.098
69268,EMS-069268,20220508,2,Transportation,1166.325
69269,EMS-069269,20251118,79,Transportation,2357.58
69270,EMS-069270,20210801,66,Purchased Energy,3148.672
69271,EMS-069271,20210324,3,Transportation,3324.26
69272,EMS-069272,20210315,22,Purchased Energy,3116.004
69273,EMS-069273,20230717,30,Transportation,3722.537
69274,EMS-069274,20220612,42,Direct Emissions,3901.509
69275,EMS-069275,20210830,42,Purchased Energy,2713.214
69276,EMS-069276,20191115,58,Transportation,3026.332
69277,EMS-069277,20240429,64,Direct Emissions,2093.535
69278,EMS-069278,20250117,63,Purchased Energy,1214.166
69279,EMS-069279,20200331,6,Direct Emissions,2400.314
69280,EMS-069280,20210619,36,Purchased Energy,1305.783
69281,EMS-069281,20220427,87,Purchased Energy,2715.276
69282,EMS-069282,20201215,95,Purchased Energy,4215.389
69283,EMS-069283,20250704,70,Direct Emissions,1117.596
69284,EMS-069284,20210320,22,Purchased Energy,3866.464
69285,EMS-069285,20241209,38,Transportation,756.403
69286,EMS-069286,20230111,45,Purchased Energy,1056.068
69287,EMS-069287,20241019,50,Direct Emissions,1980.882
69288,EMS-069288,20210904,42,Direct Emissions,3889.556
69289,EMS-069289,20200211,38,Direct Emissions,4101.673
69290,EMS-069290,20210412,95,Purchased Energy,3681.781
69291,EMS-069291,20220926,72,Direct Emissions,782.1
69292,EMS-069292,20250717,18,Purchased Energy,1981.957
69293,EMS-069293,20240508,62,Purchased Energy,4838.144
69294,EMS-069294,20250902,17,Purchased Energy,3006.771
69295,EMS-069295,20210303,24,Transportation,4782.089
69296,EMS-069296,20200502,72,Transportation,2688.846
69297,EMS-069297,20221206,43,Purchased Energy,4204.962
69298,EMS-069298,20210819,29,Transportation,3302.833
69299,EMS-069299,20200930,96,Purchased Energy,4089.913
69300,EMS-069300,20231028,12,Transportation,4766.062
69301,EMS-069301,20210129,72,Purchased Energy,3691.148
69302,EMS-069302,20210710,86,Direct Emissions,652.244
69303,EMS-069303,20221213,28,Transportation,4295.997
69304,EMS-069304,20191026,40,Direct Emissions,3744.491
69305,EMS-069305,20211005,34,Purchased Energy,814.36
69306,EMS-069306,20241129,58,Purchased Energy,3452.519
69307,EMS-069307,20241216,79,Purchased Energy,3524.886
69308,EMS-069308,20210207,93,Direct Emissions,1564.681
69309,EMS-069309,20241212,48,Transportation,548.396
69310,EMS-069310,20230106,28,Transportation,3861.613
69311,EMS-069311,20241228,86,Transportation,992.766
69312,EMS-069312,20220908,53,Transportation,646.369
69313,EMS-069313,20231219,24,Transportation,1137.759
69314,EMS-069314,20200216,57,Direct Emissions,4589.055
69315,EMS-069315,20210409,55,Transportation,2998.775
69316,EMS-069316,20230919,48,Direct Emissions,2605.484
69317,EMS-069317,20210910,34,Purchased Energy,2105.271
69318,EMS-069318,20200108,1,Direct Emissions,3332.084
69319,EMS-069319,20221007,53,Transportation,112.471
69320,EMS-069320,20210207,74,Transportation,4373.038
69321,EMS-069321,20200207,81,Direct Emissions,4194.689
69322,EMS-069322,20230910,42,Transportation,2828.571
69323,EMS-069323,20251113,60,Transportation,885.048
69324,EMS-069324,20220811,87,Purchased Energy,2566.779
69325,EMS-069325,20190210,18,Direct Emissions,3955.533
69326,EMS-069326,20241222,53,Transportation,1290.731
69327,EMS-069327,20240328,90,Purchased Energy,4075.307
69328,EMS-069328,20190204,42,Purchased Energy,776.507
69329,EMS-069329,20200819,4,Transportation,3282.761
69330,EMS-069330,20230322,98,Purchased Energy,4895.558
69331,EMS-069331,20221119,22,Purchased Energy,207.017
69332,EMS-069332,20190413,72,Purchased Energy,2048.567
69333,EMS-069333,20190118,58,Transportation,874.067
69334,EMS-069334,20250821,52,Purchased Energy,452.261
69335,EMS-069335,20220609,52,Transportation,2232.033
69336,EMS-069336,20250902,93,Purchased Energy,4106.208
69337,EMS-069337,20230628,78,Transportation,1267.819
69338,EMS-069338,20211120,54,Direct Emissions,2394.63
69339,EMS-069339,20211114,9,Direct Emissions,84.63
69340,EMS-069340,20230507,3,Transportation,78.311
69341,EMS-069341,20190228,5,Direct Emissions,2781.521
69342,EMS-069342,20190109,20,Direct Emissions,3957.942
69343,EMS-069343,20210811,98,Purchased Energy,636.275
69344,EMS-069344,20231221,36,Purchased Energy,1343.346
69345,EMS-069345,20240320,11,Transportation,4168.148
69346,EMS-069346,20201001,26,Direct Emissions,1461.863
69347,EMS-069347,20231006,27,Direct Emissions,754.731
69348,EMS-069348,20240311,52,Transportation,1025.084
69349,EMS-069349,20240902,64,Direct Emissions,1442.93
69350,EMS-069350,20190726,7,Transportation,1161.376
69351,EMS-069351,20200126,76,Purchased Energy,4533.505
69352,EMS-069352,20241121,87,Transportation,2621.025
69353,EMS-069353,20200105,90,Purchased Energy,4055.927
69354,EMS-069354,20200507,3,Direct Emissions,4847.02
69355,EMS-069355,20221027,84,Transportation,3019.139
69356,EMS-069356,20190708,22,Direct Emissions,4907.645
69357,EMS-069357,20220723,73,Purchased Energy,3199.439
69358,EMS-069358,20230207,92,Transportation,1846.981
69359,EMS-069359,20220628,57,Transportation,4700.39
69360,EMS-069360,20210218,15,Purchased Energy,1048.304
69361,EMS-069361,20220213,81,Transportation,1464.548
69362,EMS-069362,20210602,34,Transportation,2637.093
69363,EMS-069363,20240731,41,Purchased Energy,3810.312
69364,EMS-069364,20220902,36,Transportation,4213.601
69365,EMS-069365,20200520,46,Direct Emissions,2611.255
69366,EMS-069366,20200626,49,Purchased Energy,2209.611
69367,EMS-069367,20190425,92,Transportation,3733.58
69368,EMS-069368,20191214,57,Transportation,4099.379
69369,EMS-069369,20220202,25,Purchased Energy,4789.071
69370,EMS-069370,20250712,72,Transportation,1622.716
69371,EMS-069371,20221208,68,Transportation,2909.212
69372,EMS-069372,20200502,25,Transportation,3135.492
69373,EMS-069373,20210710,25,Purchased Energy,539.993
69374,EMS-069374,20240123,86,Purchased Energy,3396.305
69375,EMS-069375,20250501,31,Purchased Energy,4005.726
69376,EMS-069376,20220607,95,Direct Emissions,3201.574
69377,EMS-069377,20201025,48,Purchased Energy,3970.379
69378,EMS-069378,20240825,69,Transportation,1302.664
69379,EMS-069379,20220210,54,Purchased Energy,4880.73
69380,EMS-069380,20210122,88,Transportation,2701.787
69381,EMS-069381,20220927,11,Purchased Energy,4969.834
69382,EMS-069382,20231001,82,Direct Emissions,2909.581
69383,EMS-069383,20250117,1,Purchased Energy,2772.718
69384,EMS-069384,20240520,63,Transportation,1206.168
69385,EMS-069385,20240411,28,Transportation,2014.061
69386,EMS-069386,20220902,51,Transportation,940.845
69387,EMS-069387,20191215,15,Purchased Energy,2393.039
69388,EMS-069388,20250225,19,Purchased Energy,4223.125
69389,EMS-069389,20230519,64,Transportation,3370.198
69390,EMS-069390,20250902,5,Direct Emissions,1141.509
69391,EMS-069391,20231121,35,Direct Emissions,3326.135
69392,EMS-069392,20220331,55,Direct Emissions,3161.757
69393,EMS-069393,20191119,18,Transportation,2375.824
69394,EMS-069394,20250211,98,Purchased Energy,2060.994
69395,EMS-069395,20210328,75,Transportation,667.49
69396,EMS-069396,20231225,38,Purchased Energy,1661.218
69397,EMS-069397,20240723,99,Purchased Energy,4156.135
69398,EMS-069398,20220825,46,Transportation,379.15
69399,EMS-069399,20230728,1,Direct Emissions,257.517
69400,EMS-069400,20201011,29,Purchased Energy,42.254
69401,EMS-069401,20221109,96,Purchased Energy,276.984
69402,EMS-069402,20211130,52,Transportation,610.463
69403,EMS-069403,20220815,22,Direct Emissions,3584.23
69404,EMS-069404,20210918,52,Transportation,3754.802
69405,EMS-069405,20201019,9,Transportation,4580.77
69406,EMS-069406,20221117,89,Purchased Energy,3682.494
69407,EMS-069407,20230111,99,Direct Emissions,41.2
69408,EMS-069408,20220905,90,Transportation,1021.407
69409,EMS-069409,20241028,98,Direct Emissions,4678.326
69410,EMS-069410,20190117,97,Purchased Energy,1173.218
69411,EMS-069411,20220407,94,Transportation,2102.242
69412,EMS-069412,20240404,51,Purchased Energy,4265.439
69413,EMS-069413,20240509,94,Purchased Energy,165.609
69414,EMS-069414,20221102,69,Direct Emissions,1897.094
69415,EMS-069415,20250724,66,Direct Emissions,2191.796
69416,EMS-069416,20220720,54,Direct Emissions,4280.974
69417,EMS-069417,20240218,15,Transportation,1397.06
69418,EMS-069418,20210225,94,Purchased Energy,203.794
69419,EMS-069419,20221115,51,Transportation,4350.4
69420,EMS-069420,20250124,38,Purchased Energy,1409.226
69421,EMS-069421,20190828,8,Transportation,557.593
69422,EMS-069422,20200204,95,Direct Emissions,248.943
69423,EMS-069423,20220824,48,Direct Emissions,2994.854
69424,EMS-069424,20251216,26,Direct Emissions,4078.748
69425,EMS-069425,20230706,45,Transportation,3376.095
69426,EMS-069426,20220620,6,Purchased Energy,1928.035
69427,EMS-069427,20240316,74,Direct Emissions,288.312
69428,EMS-069428,20210304,46,Direct Emissions,1570.895
69429,EMS-069429,20220318,32,Transportation,4990.616
69430,EMS-069430,20250320,26,Transportation,588.48
69431,EMS-069431,20210510,88,Direct Emissions,3499.065
69432,EMS-069432,20220325,80,Transportation,1759.958
69433,EMS-069433,20210104,72,Purchased Energy,1530.076
69434,EMS-069434,20190527,11,Purchased Energy,841.547
69435,EMS-069435,20220915,37,Purchased Energy,3464.532
69436,EMS-069436,20250726,54,Direct Emissions,4547.804
69437,EMS-069437,20220904,12,Transportation,4125.517
69438,EMS-069438,20210228,52,Direct Emissions,1386.772
69439,EMS-069439,20220820,10,Transportation,4783.456
69440,EMS-069440,20200702,28,Transportation,503.829
69441,EMS-069441,20200329,27,Transportation,1283.376
69442,EMS-069442,20240422,71,Transportation,4076.519
69443,EMS-069443,20211105,93,Transportation,584.405
69444,EMS-069444,20200112,80,Purchased Energy,3122.127
69445,EMS-069445,20210807,56,Transportation,922.256
69446,EMS-069446,20190807,68,Direct Emissions,4862.475
69447,EMS-069447,20200628,14,Direct Emissions,3096.857
69448,EMS-069448,20200415,7,Purchased Energy,3656.489
69449,EMS-069449,20251102,51,Direct Emissions,1179.276
69450,EMS-069450,20200703,79,Transportation,2916.892
69451,EMS-069451,20211119,55,Direct Emissions,1494.21
69452,EMS-069452,20211121,5,Purchased Energy,1381.242
69453,EMS-069453,20231005,36,Transportation,2543.176
69454,EMS-069454,20220424,81,Transportation,2921.797
69455,EMS-069455,20210606,36,Transportation,3511.115
69456,EMS-069456,20231228,18,Transportation,2076.88
69457,EMS-069457,20211112,74,Purchased Energy,1928.867
69458,EMS-069458,20200628,82,Purchased Energy,1326.057
69459,EMS-069459,20200108,57,Direct Emissions,4459.376
69460,EMS-069460,20190502,96,Purchased Energy,3514.405
69461,EMS-069461,20220925,76,Purchased Energy,828.24
69462,EMS-069462,20251005,42,Direct Emissions,2573.438
69463,EMS-069463,20210928,13,Purchased Energy,4911.83
69464,EMS-069464,20220424,87,Transportation,170.048
69465,EMS-069465,20240211,83,Direct Emissions,4252.549
69466,EMS-069466,20210906,70,Purchased Energy,1764.453
69467,EMS-069467,20191031,29,Transportation,4452.245
69468,EMS-069468,20230504,71,Direct Emissions,2447.14
69469,EMS-069469,20240607,17,Transportation,3973.336
69470,EMS-069470,20210328,13,Direct Emissions,1220.209
69471,EMS-069471,20250715,84,Transportation,900.923
69472,EMS-069472,20250209,80,Transportation,2124.768
69473,EMS-069473,20210111,63,Purchased Energy,1356.886
69474,EMS-069474,20190206,52,Direct Emissions,448.509
69475,EMS-069475,20230517,76,Purchased Energy,1721.03
69476,EMS-069476,20191120,29,Purchased Energy,4898.058
69477,EMS-069477,20210531,50,Transportation,754.265
69478,EMS-069478,20240117,47,Transportation,2258.03
69479,EMS-069479,20190709,11,Purchased Energy,2863.872
69480,EMS-069480,20241029,16,Transportation,17.167
69481,EMS-069481,20210209,65,Direct Emissions,2672.398
69482,EMS-069482,20230904,15,Direct Emissions,3419.894
69483,EMS-069483,20190923,47,Transportation,1108.368
69484,EMS-069484,20250618,58,Purchased Energy,4920.207
69485,EMS-069485,20190201,59,Transportation,3291.009
69486,EMS-069486,20200205,9,Purchased Energy,4203.763
69487,EMS-069487,20200509,60,Transportation,4496.833
69488,EMS-069488,20200512,19,Purchased Energy,3105.308
69489,EMS-069489,20240818,4,Transportation,1799.359
69490,EMS-069490,20240426,83,Direct Emissions,1145.617
69491,EMS-069491,20250623,28,Transportation,3822.211
69492,EMS-069492,20201125,27,Purchased Energy,2678.467
69493,EMS-069493,20200617,64,Direct Emissions,2032.424
69494,EMS-069494,20220927,68,Direct Emissions,3667.485
69495,EMS-069495,20190812,43,Direct Emissions,224.302
69496,EMS-069496,20200908,31,Transportation,3586.78
69497,EMS-069497,20201118,94,Transportation,3419.08
69498,EMS-069498,20250815,90,Direct Emissions,2947.047
69499,EMS-069499,20250525,38,Transportation,1258.522
69500,EMS-069500,20240504,46,Direct Emissions,3419.955
69501,EMS-069501,20230226,99,Transportation,2635.112
69502,EMS-069502,20201116,74,Direct Emissions,2717.053
69503,EMS-069503,20200325,88,Purchased Energy,4771.765
69504,EMS-069504,20190417,54,Purchased Energy,477.594
69505,EMS-069505,20200506,14,Purchased Energy,1291.771
69506,EMS-069506,20210630,15,Transportation,733.142
69507,EMS-069507,20210529,78,Purchased Energy,705.066
69508,EMS-069508,20240506,58,Direct Emissions,3057.613
69509,EMS-069509,20221116,58,Transportation,4411.851
69510,EMS-069510,20240514,18,Purchased Energy,631.318
69511,EMS-069511,20240121,41,Direct Emissions,2800.215
69512,EMS-069512,20250527,43,Transportation,1557.196
69513,EMS-069513,20240228,31,Purchased Energy,102.595
69514,EMS-069514,20190302,57,Purchased Energy,1922.475
69515,EMS-069515,20241201,47,Direct Emissions,1554.746
69516,EMS-069516,20201019,46,Direct Emissions,2334.976
69517,EMS-069517,20190605,25,Direct Emissions,3756.607
69518,EMS-069518,20200922,86,Transportation,512.9
69519,EMS-069519,20190624,84,Purchased Energy,2608.533
69520,EMS-069520,20200618,27,Transportation,723.699
69521,EMS-069521,20221227,75,Transportation,304.358
69522,EMS-069522,20240923,73,Direct Emissions,1126.071
69523,EMS-069523,20241211,21,Transportation,3657.3
69524,EMS-069524,20241026,18,Purchased Energy,3375.48
69525,EMS-069525,20220101,53,Direct Emissions,77.593
69526,EMS-069526,20210107,73,Purchased Energy,262.893
69527,EMS-069527,20210729,29,Transportation,591.553
69528,EMS-069528,20230604,86,Direct Emissions,3111.632
69529,EMS-069529,20240909,48,Direct Emissions,4550.058
69530,EMS-069530,20190910,6,Transportation,3322.105
69531,EMS-069531,20251228,79,Direct Emissions,1831.932
69532,EMS-069532,20210913,40,Transportation,3370.348
69533,EMS-069533,20191104,64,Transportation,3775.07
69534,EMS-069534,20230831,35,Purchased Energy,1551.241
69535,EMS-069535,20190612,1,Transportation,4887.172
69536,EMS-069536,20210614,22,Direct Emissions,319.353
69537,EMS-069537,20250620,61,Direct Emissions,4598.221
69538,EMS-069538,20250916,87,Purchased Energy,4892.749
69539,EMS-069539,20210214,70,Direct Emissions,1086.491
69540,EMS-069540,20250519,22,Direct Emissions,4917.554
69541,EMS-069541,20230515,60,Purchased Energy,960.084
69542,EMS-069542,20251023,84,Direct Emissions,4281.016
69543,EMS-069543,20240304,18,Transportation,3956.9
69544,EMS-069544,20230710,3,Purchased Energy,4483.62
69545,EMS-069545,20190528,40,Purchased Energy,3408.902
69546,EMS-069546,20220217,73,Purchased Energy,2431.895
69547,EMS-069547,20220301,88,Direct Emissions,1199.794
69548,EMS-069548,20200207,88,Transportation,3812.416
69549,EMS-069549,20240424,9,Purchased Energy,4157.717
69550,EMS-069550,20210719,53,Purchased Energy,3560.836
69551,EMS-069551,20250903,35,Transportation,4873.086
69552,EMS-069552,20200131,29,Transportation,2873.807
69553,EMS-069553,20230516,99,Direct Emissions,1971.697
69554,EMS-069554,20250105,59,Transportation,3824.012
69555,EMS-069555,20230224,91,Transportation,2023.468
69556,EMS-069556,20190730,51,Transportation,4388.602
69557,EMS-069557,20210621,7,Transportation,1158.649
69558,EMS-069558,20210331,80,Transportation,4224.462
69559,EMS-069559,20221203,56,Direct Emissions,40.384
69560,EMS-069560,20200412,94,Purchased Energy,216.592
69561,EMS-069561,20230505,32,Purchased Energy,344.342
69562,EMS-069562,20251015,56,Transportation,4496.187
69563,EMS-069563,20220206,13,Transportation,4987.902
69564,EMS-069564,20190130,1,Purchased Energy,4991.453
69565,EMS-069565,20240704,29,Direct Emissions,4333.232
69566,EMS-069566,20230614,29,Transportation,1458.655
69567,EMS-069567,20200116,80,Purchased Energy,202.718
69568,EMS-069568,20251121,66,Transportation,2049.817
69569,EMS-069569,20200201,71,Transportation,4518.514
69570,EMS-069570,20240222,75,Transportation,2269.261
69571,EMS-069571,20210531,70,Direct Emissions,2519.87
69572,EMS-069572,20210728,76,Transportation,1800.161
69573,EMS-069573,20190710,72,Direct Emissions,2714.983
69574,EMS-069574,20211201,3,Transportation,4038.642
69575,EMS-069575,20230226,74,Purchased Energy,4074.013
69576,EMS-069576,20230414,13,Direct Emissions,1776.401
69577,EMS-069577,20200624,62,Direct Emissions,4510.105
69578,EMS-069578,20221103,95,Direct Emissions,2896.238
69579,EMS-069579,20210712,54,Transportation,1148.764
69580,EMS-069580,20200105,7,Direct Emissions,4141.444
69581,EMS-069581,20221010,31,Purchased Energy,2536.059
69582,EMS-069582,20211126,57,Direct Emissions,2711.862
69583,EMS-069583,20250414,51,Purchased Energy,741.867
69584,EMS-069584,20250323,37,Purchased Energy,3225.764
69585,EMS-069585,20241210,62,Purchased Energy,2681.503
69586,EMS-069586,20240326,43,Direct Emissions,1320.925
69587,EMS-069587,20210915,97,Transportation,4002.357
69588,EMS-069588,20240805,57,Purchased Energy,1371.488
69589,EMS-069589,20251012,30,Direct Emissions,2527.646
69590,EMS-069590,20211002,41,Purchased Energy,1405.245
69591,EMS-069591,20210414,47,Direct Emissions,2367.613
69592,EMS-069592,20240319,88,Purchased Energy,3613.392
69593,EMS-069593,20210930,92,Purchased Energy,3503.184
69594,EMS-069594,20230906,75,Purchased Energy,4827.987
69595,EMS-069595,20231116,17,Transportation,60.564
69596,EMS-069596,20241007,15,Direct Emissions,1146.519
69597,EMS-069597,20220415,48,Direct Emissions,781.964
69598,EMS-069598,20190124,87,Direct Emissions,3520.702
69599,EMS-069599,20210114,24,Direct Emissions,4890.877
69600,EMS-069600,20200110,20,Purchased Energy,4669.616
69601,EMS-069601,20240906,36,Purchased Energy,3922.279
69602,EMS-069602,20230301,43,Transportation,950.371
69603,EMS-069603,20221212,67,Transportation,561.433
69604,EMS-069604,20250923,43,Transportation,2061.155
69605,EMS-069605,20200730,23,Purchased Energy,4036.783
69606,EMS-069606,20220505,7,Purchased Energy,1883.912
69607,EMS-069607,20200617,94,Transportation,956.301
69608,EMS-069608,20231205,90,Direct Emissions,4741.967
69609,EMS-069609,20200321,57,Transportation,2395.867
69610,EMS-069610,20201219,52,Direct Emissions,1207.221
69611,EMS-069611,20231030,90,Direct Emissions,4540.059
69612,EMS-069612,20231130,80,Purchased Energy,3695.63
69613,EMS-069613,20190909,73,Direct Emissions,2739.641
69614,EMS-069614,20240811,1,Transportation,4633.733
69615,EMS-069615,20191212,83,Direct Emissions,4384.944
69616,EMS-069616,20220620,89,Direct Emissions,1508.584
69617,EMS-069617,20200107,47,Purchased Energy,781.375
69618,EMS-069618,20190423,52,Purchased Energy,2437.479
69619,EMS-069619,20230204,29,Purchased Energy,581.703
69620,EMS-069620,20241225,39,Purchased Energy,2462.47
69621,EMS-069621,20230215,52,Direct Emissions,2826.149
69622,EMS-069622,20191107,96,Transportation,4913.367
69623,EMS-069623,20220203,47,Direct Emissions,1216.359
69624,EMS-069624,20200223,35,Direct Emissions,4881.676
69625,EMS-069625,20191217,43,Direct Emissions,1786.854
69626,EMS-069626,20190816,15,Transportation,2106.443
69627,EMS-069627,20191230,89,Transportation,1704.023
69628,EMS-069628,20211202,82,Purchased Energy,2859.196
69629,EMS-069629,20230327,49,Purchased Energy,1132.426
69630,EMS-069630,20240414,10,Purchased Energy,2177.732
